successful,drag,num[i],x1,y1,z1,totaltime,offset
1,drag3,2,279.61166,450.64792,0.19999999,274.532077,80.65991923118285
1,drag3,3,449.3759,630.5074,0.19999999,224.30138499999998,61.260961608494064
1,drag3,4,421.4147,427.6659,0.19999999,174.625,47.11751175261899
1,drag3,5,241.66437,680.4684,0.19999999,143.243539,12.522278035516477
1,drag3,9,290.5964,563.5597,0.19999999,132.288308,54.77656450695298
1,drag3,17,454.36893,767.40045,0.19999999,125.37438399999999,44.18820366280615
1,drag3,16,244.6602,762.40436,0.19999999,127.314,5.688335507510458
1,drag3,7,475.3398,532.5839,0.19999999,180.362154,53.736891171957616
1,drag3,4,435.3953,471.63153,0.19999999,100.519077,10.268566394106314
1,drag3,10,298.5853,257.79858,0.19999999,224.963846,75.54821356385865
1,drag3,2,247.65604,456.64325,0.19999999,110.052616,41.52850442299463
1,drag3,11,485.32596,266.79156,0.19999999,142.252384,26.01214299915431
1,drag3,4,438.39114,503.60657,0.19999999,107.798154,17.962475399767094
1,drag3,18,205.367,867.86847,0.19999999,145.191769,69.57319838141635
1,drag3,2,263.63385,469.6331,0.19999999,139.036462,34.41763711420984
1,drag3,19,485.32596,848.3372,0.19999999,189.951385,65.98954040939824
1,drag3,13,468.34952,138.8915,0.19999999,223.669231,48.091359993043675
1,drag3,6,233.67546,412.67758,0.19999999,159.236692,14.41242942004456
1,drag3,12,275.61722,122.903984,0.19999999,177.75430799999998,94.60623864199134
1,drag3,8,449.3759,364.71506,0.19999999,201.854231,36.29455748368556
1,drag3,19,391.45633,834.34814,0.19999999,207.015693,63.35625738409485
1,drag3,22,161.72949,1058.2345,0.19999999,165.161923,97.4614369938804
1,drag3,18,285.60333,763.40356,0.19999999,259.47684599999997,89.36518562856651
1,drag3,23,462.69263,1049.5153,0.19999999,242.585307,9.93938840485024
1,drag3,14,286.60196,16.986729,0.19999999,347.80384599999996,58.257779332953326
1,drag3,11,430.40222,257.79858,0.19999999,166.604539,51.4345610642448
1,drag3,10,188.73787,268.79,0.19999999,215.621769,57.70450458751794
1,drag3,15,516.3413,6.8052797,0.19999999,183.373461,88.22016282408065
0,drag3,17,455.36755,656.4871,0.19999999,241.248846,118.83787334323519
1,drag3,20,225.68655,969.2428,0.19999999,164.71784599999998,26.92089619439163
1,drag3,21,513.2871,895.30054,0.19999999,206.855154,88.4393727928611
1,drag3,16,247.65604,701.45197,0.19999999,206.152923,66.79839719761915
1,drag3,24,161.77531,30.9758,0.19999999,271.55292299999996,50.326431137220226
1,drag3,26,327.54507,256.79938,0.19999999,150.478846,53.00961253904098
1,drag3,27,158.77948,251.80328,0.19999999,160.252616,54.7415979358341
1,drag3,25,393.45355,0.99921936,0.19999999,185.235308,73.07823381427472
0,drag3,66,557.2261,944.26227,0.19999999,350.90076899999997,117.17056883152871
1,drag3,41,326.54648,811.3661,0.19999999,220.878077,23.32615925023075
1,drag3,42,349.51456,1037.1897,0.19999999,142.268,27.271815114323275
1,drag3,65,578.5734,789.79285,0.19999999,185.352231,45.593295999741336
1,drag3,36,121.830795,533.5831,0.19999999,270.09076899999997,53.9675703194351
1,drag3,38,345.5201,751.41296,0.19999999,237.663308,1.8790392779011764
1,drag3,39,112.84328,709.44574,0.19999999,160.246616,43.18672788451668
1,drag3,37,345.5201,514.59796,0.19999999,221.653538,61.399082117413684
1,drag3,16,207.71152,807.36926,0.19999999,154.029308,34.17405850632366
1,drag3,56,50.929268,974.2389,0.19999999,157.395538,23.0523552053611
1,drag3,20,263.63385,917.2834,0.19999999,190.35207699999998,25.37695778703423
1,drag3,53,72.89875,711.44415,0.19999999,175.402231,44.47095538046649
1,drag3,59,584.18866,131.89696,0.19999999,248.676923,74.35105077345729
1,drag3,30,358.50208,360.7182,0.19999999,186.505,33.29994862927888
