successful,drag,num[i],x1,y1,z1,totaltime,offset
1,drag3,2,258.64078,495.6128,0.19999999,1095.613846,14.73987402348486
1,drag3,3,453.37033,665.4801,0.19999999,970.81877,8.55882229558604
1,drag3,4,445.38144,459.6409,0.19999999,954.2495389999999,46.47351395724199
1,drag3,5,265.63107,673.4739,0.19999999,755.4518469999999,35.375564640824535
1,drag3,9,258.96494,591.8884,0.19999999,438.642616,33.1461465298809
1,drag3,17,428.405,717.4395,0.19999999,810.358615,65.19304106509149
1,drag3,16,232.67685,751.41296,0.19999999,596.827231,11.802901706964443
1,drag3,7,452.47473,597.1208,0.19999999,928.606692,18.858931324397915
1,drag3,4,459.362,482.62296,0.19999999,635.5504609999999,41.28457154836403
1,drag3,10,208.71013,240.81186,0.19999999,646.885231,74.95603032771334
1,drag3,2,258.64078,476.62762,0.19999999,475.679693,21.491371762282416
1,drag3,11,427.4064,239.81265,0.19999999,946.753693,72.13587373074081
1,drag3,4,445.38144,452.64636,0.19999999,509.61123,20.63925407040575
1,drag3,18,276.6158,849.3364,0.19999999,730.657077,6.789669157983148
1,drag3,2,265.63107,493.61435,0.19999999,559.946076,59.65812409716199
1,drag3,19,419.41748,850.3357,0.19999999,622.885539,39.317392337114114
1,drag3,13,478.33566,161.87354,0.19999999,1404.220539,62.1232773719009
1,drag3,6,276.6158,393.6924,0.19999999,525.047615,28.04678706798543
1,drag3,12,291.595,149.8829,0.19999999,436.33415399999996,73.75680159511506
1,drag3,8,469.34814,336.73694,0.19999999,406.77338499999996,60.981526567185206
1,drag3,19,421.4147,798.3763,0.19999999,432.53776899999997,100.33097603755222
1,drag3,22,224.68794,1065.1678,0.19999999,286.389846,48.08807619523398
1,drag3,18,291.595,848.3372,0.19999999,354.709,22.482492088550895
0,drag3,23,410.8807,931.27246,0.19999999,328.84623,115.01502727431173
0,drag3,14,281.6089,227.822,0.19999999,802.374692,148.64339907092935
1,drag3,11,372.48267,300.765,0.19999999,191.991308,26.460917126290425
1,drag3,10,273.49902,317.3774,0.19999999,207.916,43.11320132811693
1,drag3,15,443.3842,146.88524,0.19999999,127.781769,33.566005841341145
1,drag3,17,408.43274,724.434,0.19999999,632.578615,55.9428034445042
1,drag3,20,275.61722,899.2974,0.19999999,556.107384,72.29469434274533
1,drag3,21,348.51596,907.2912,0.19999999,159.009077,80.24633061095918
1,drag3,16,280.61026,707.4473,0.19999999,424.828846,23.298792539166133
1,drag3,24,169.78644,23.981264,0.19999999,1042.793154,54.19013519136281
1,drag3,26,345.5201,244.80875,0.19999999,543.761077,39.395761978686664
1,drag3,27,147.79474,233.81734,0.19999999,733.684,45.512487551863416
1,drag3,25,358.50208,74.94145,0.19999999,713.87923,46.85270623939171
1,drag3,66,532.26074,1082.1545,0.19999999,1269.96777,22.615002878867127
1,drag3,41,345.5201,844.34033,0.19999999,1497.524615,63.509941311417066
1,drag3,42,347.51733,1055.1757,0.19999999,678.788154,46.04283388584628
1,drag3,65,509.697,844.34033,0.19999999,772.5478459999999,39.740696018849235
1,drag3,36,167.767,530.58545,0.19999999,1155.538231,67.71525255297291
1,drag3,38,353.50903,694.45746,0.19999999,1100.156847,36.75581547571424
1,drag3,39,158.77948,736.3947,0.19999999,844.5512309999999,28.188288622979112
1,drag3,37,356.50485,508.60266,0.19999999,1123.936,73.01912441081271
1,drag3,16,248.65465,734.4262,0.19999999,713.0705379999999,31.057754320008122
1,drag3,56,67.905685,932.27167,0.19999999,551.357,7.882191882700073
1,drag3,20,242.66298,906.29193,0.19999999,1145.8793839999998,47.6395224908216
1,drag3,53,66.907074,691.4598,0.19999999,967.1111539999999,96.9142300336129
1,drag3,59,477.33704,217.82982,0.19999999,1244.9595379999998,62.82133252344858
1,drag3,30,392.45493,334.7385,0.19999999,317.647692,79.3308346490373
1,drag3,29,336.5326,104.91803,0.19999999,353.523692,97.79710312087977
1,drag3,60,518.28015,320.74942,0.19999999,424.535462,68.74444606191133
1,drag3,33,362.01913,483.10068,0.19999999,432.078923,10.567118460737657
1,drag3,62,467.35092,601.53,0.19999999,341.83099999999996,62.62094573292768
1,drag3,61,504.2996,435.65964,0.19999999,859.796154,64.8739280477897
1,drag3,34,334.53537,624.5121,0.19999999,545.304,23.80416845437549
1,drag3,6,282.60748,363.71585,0.19999999,1512.6697689999999,50.92054416888332
1,drag3,48,49.930653,81.93599,0.19999999,1019.8433849999999,79.57920499084103
1,drag3,12,230.67961,132.89618,0.19999999,260.503769,50.99021062248074
1,drag3,49,68.904305,336.73694,0.19999999,455.04238499999997,29.934027919988917
1,drag3,51,121.830795,606.5261,0.19999999,244.07307699999998,57.72998929497363
1,drag3,2,234.67407,472.63077,0.19999999,180.59238499999998,52.3054047996339
1,drag3,5,250.65187,570.55426,0.19999999,97.018462,99.36971968338575
1,drag3,50,152.76141,515.1233,0.19999999,149.173,71.58676899272827
1,drag3,37,248.65465,551.5691,0.19999999,138.33377,98.03086137135958
0,drag3,64,408.43274,657.4863,0.19999999,192.948692,186.34932564242638
1,drag3,38,328.5437,811.3661,0.19999999,350.855769,34.87458550685044
1,drag3,63,528.2663,526.5886,0.19999999,605.757077,96.68210267785956
1,drag3,29,276.71274,88.93052,0.19999999,750.455846,99.82214410734665
1,drag3,31,147.79474,334.7385,0.19999999,360.42476899999997,39.651036535353384
1,drag3,28,149.79196,132.89618,0.19999999,937.9549999999999,61.078710337793844
1,drag3,30,358.50208,353.72366,0.19999999,802.979923,40.87147206018851
1,drag3,42,338.52982,1025.1991,0.19999999,983.078231,20.041473684498403
0,drag3,40,162.77393,788.3841,0.19999999,701.416846,102.53171063251179
1,drag3,41,401.73755,776.09814,0.19999999,609.002077,86.68423492279948
1,drag3,43,163.77254,976.2373,0.19999999,886.7537699999999,55.832292543742845
1,drag3,45,136.80998,942.26385,0.19999999,524.5035379999999,65.24687030923569
1,drag3,82,363.49515,1090.1483,0.19999999,904.1232309999999,68.20141177644723
1,drag3,80,135.81137,1106.1359,0.19999999,748.100923,42.104603288254644
1,drag3,44,335.534,918.2826,0.19999999,729.355769,79.52739109324763
1,drag3,57,523.27325,55.956284,0.19999999,1770.845539,66.72546949998
1,drag3,26,352.5104,220.82748,0.19999999,1450.4139229999998,66.32592391433654
1,drag3,58,473.3426,250.80406,0.19999999,813.717846,46.69681757038297
1,drag3,25,375.47852,53.957844,0.19999999,1270.699539,24.85111878464239
1,drag3,64,548.2386,772.39655,0.19999999,1201.762769,25.579278676625684
1,drag3,44,349.51456,935.26935,0.19999999,806.010538,28.118899411349748
1,drag3,38,327.54507,718.4387,0.19999999,754.863308,50.4932257964909
1,drag3,67,529.2649,873.31775,0.19999999,990.7574619999999,77.26941999301872
1,drag3,9,300.58252,477.62686,0.19999999,1439.750615,67.22871243103063
1,drag3,53,72.89875,754.41064,0.19999999,880.5813079999999,26.47041075655677
1,drag3,16,277.0112,742.42,0.19999999,797.0009239999999,41.60309887699657
1,drag3,52,98.86269,499.60968,0.19999999,991.3397699999999,90.07459266951162
1,drag3,74,615.1456,545.5738,0.19999999,1542.3951539999998,39.04045058102075
1,drag3,17,436.39392,752.4122,0.19999999,1020.1968459999999,13.06867571125621
1,drag3,75,589.1817,767.40045,0.19999999,572.859231,20.99066411033966
1,drag3,7,449.3759,505.60498,0.19999999,1223.6670769999998,68.95744531223991
1,drag3,70,646.10266,133.8954,0.19999999,2536.777846,60.849135541702964
1,drag3,8,444.3828,320.74942,0.19999999,1247.4964619999998,46.377612334422274
1,drag3,13,434.39667,156.87744,0.19999999,1379.210539,58.83536268910369
1,drag3,71,623.1345,336.73694,0.19999999,1402.113846,50.118588905372
1,drag3,78,629.1262,939.2662,0.19999999,1606.8398459999999,38.74403883843778
1,drag3,83,450.37448,1106.1359,0.19999999,1028.959231,20.570368129802237
1,drag3,21,450.37448,905.2927,0.19999999,1008.691692,40.24561295949468
1,drag3,85,610.1526,1050.1796,0.19999999,1353.283231,62.93320712897227
1,drag3,19,432.39944,777.39264,0.19999999,1745.0063069999999,60.103058050837205
1,drag3,77,604.699,987.7671,0.19999999,955.417615,42.64153272509001
1,drag3,76,649.0985,851.3349,0.19999999,695.818538,42.36470710870696
1,drag3,23,473.3426,981.2334,0.19999999,678.7651539999999,51.46970438901096
1,drag3,15,459.362,186.85402,0.19999999,876.900231,65.23280217550509
1,drag3,69,565.21497,254.80093,0.19999999,177.50384699999998,87.81458189343405
1,drag3,11,480.71817,296.123,0.19999999,199.828769,34.62038251073793
0,drag3,68,523.27325,257.79858,0.19999999,102.964462,151.47211819070537
0,drag3,21,436.39392,736.4247,0.19999999,326.023692,225.35256984064503
1,drag3,75,517.28156,735.4255,0.19999999,132.882308,96.40680030647529
1,drag3,17,545.24274,783.388,0.19999999,86.82623,66.08181777185521
0,drag3,78,554.2302,841.3427,0.19999999,116.419693,143.8576420114915
0,drag3,54,186.74065,921.2803,0.19999999,325.011615,181.83209922397558
1,drag3,22,251.6505,986.2295,0.19999999,91.998693,69.66497916454458
1,drag3,18,268.62692,914.2857,0.19999999,105.159539,18.42355195854871
1,drag3,55,101.858536,1051.1787,0.19999999,170.28015399999998,35.01072040517189
0,drag3,67,390.75006,831.26276,0.19999999,289.23738399999996,202.94433620424567
0,drag3,82,387.46185,1009.21155,0.19999999,148.166615,127.51919828503785
1,drag3,84,460.36063,1073.1616,0.19999999,220.843923,78.90924884994863
0,drag3,44,343.5229,853.3333,0.19999999,822.1176929999999,104.66845334487724
1,drag3,38,370.22467,737.94574,0.19999999,331.52853799999997,58.723148328097224
1,drag3,45,151.78918,928.2748,0.19999999,978.0630769999999,45.64283164161993
1,drag3,44,345.5201,958.25134,0.19999999,339.698924,37.761852802180435
1,drag3,39,187.73926,713.4426,0.19999999,990.573769,94.84421952993947
1,drag3,56,73.89737,923.2787,0.19999999,915.917924,22.573598099765395
1,drag3,81,196.72678,1058.1733,0.19999999,352.05976999999996,92.0926777754689
1,drag3,20,253.64772,951.25684,0.19999999,367.494308,12.19250823152357
1,drag3,79,77.891815,1092.1467,0.19999999,741.649,49.142233401293204
0,drag3,33,411.4286,1153.0991,0.19999999,507.611,673.3770597194745
1,drag3,35,201.71983,664.4809,0.19999999,1019.906615,45.672422720866884
1,drag3,34,359.5007,658.48553,0.19999999,341.54238399999997,60.01793879079361
1,drag3,32,138.80722,412.67758,0.19999999,789.154308,78.8072935238484
1,drag3,9,266.6297,543.5753,0.19999999,245.229077,64.2783471028756
1,drag3,8,422.41333,352.72443,0.19999999,648.234307,73.3670935821115
0,drag3,6,281.6089,298.7666,0.19999999,792.1770769999999,113.99039271130208
1,drag3,7,474.34122,546.573,0.19999999,632.436846,24.17376209301871
1,drag3,14,268.62692,63.95004,0.19999999,1148.098154,40.96915227516323
1,drag3,47,80.88766,260.79626,0.19999999,501.995846,16.54755267120846
1,drag3,46,101.858536,94.92584,0.19999999,312.744692,49.98040706950345
1,drag3,10,258.64078,274.7853,0.19999999,599.136307,49.63326878984966
1,drag3,4,459.362,420.67136,0.19999999,503.179692,63.25676870745168
0,drag3,73,594.17474,546.573,0.19999999,397.631846,137.13274393068812
1,drag3,72,610.1893,450.57446,0.19999999,494.83984599999997,36.211531410212906
1,drag3,3,445.38144,610.523,0.19999999,533.675077,36.69225930329518
