tap12-3,1624092993695,50.50349899048059
tap13-4,764,264.174239655549
tap14-5,648,204.63175971557706
tap15-9,712,310.6578085434179
tap19-17,653,75.12511027121444
tap117-16,668,275.8827811833878
tap116-7,680,233.15909762512177
tap17-4,596,284.90105275483165
tap14-10,651,117.92481205461905
tap110-2,689,223.2072016872204
tap12-11,679,197.09935963501025
tap111-4,649,276.32700217888504
tap14-18,609,234.81865178837054
tap118-2,705,383.3862675235723
tap12-19,761,381.99561561989657
tap119-13,658,412.4063260569619
tap113-6,721,613.2536165603888
tap16-12,681,285.9683977710565
tap112-8,742,210.75598600006535
tap18-19,652,309.7276980282406
tap119-22,706,409.68117927145573
tap122-18,853,317.6558420057818
tap118-23,707,170.02042752364653
tap123-14,818,261.1357476085551
tap114-11,1030,904.7405430640807
tap111-10,728,248.67053439008797
tap110-15,725,188.14951019730393
tap115-17,820,240.56231641899066
tap117-20,676,664.5144578846996
tap120-21,654,271.5613343091053
tap121-16,711,195.7383511934123
tap116-9,635,245.12434639451035
tap19-8,615,192.47846976902545
tap18-6,569,283.62165825402445
tap16-7,642,164.81961820491227
tap17-24,621,310.0891106720887
tap124-26,871,580.5965605994553
tap126-27,686,257.30629647644764
tap127-25,730,234.61571337489514
tap125-66,659,269.83513107724787
tap166-41,907,953.0497774365646
tap141-42,680,293.2835647115491
tap142-65,852,197.9600998697396
tap165-36,815,250.72909267218847
tap136-38,667,495.84029263264193
tap138-39,624,321.0815639532419
tap139-37,680,188.8234593960386
tap137-16,628,261.02586529257155
tap116-56,643,216.33132952951044
tap156-20,784,244.65600451687212
tap120-53,703,189.9007325640695
tap153-59,746,293.92680866859223
tap159-30,832,730.1249099890373
tap130-29,746,239.82430880063043
tap129-60,1153,184.17218695055558
tap160-33,661,286.11364413401543
tap133-62,642,247.3947504829107
tap162-61,578,297.00772156058673
tap161-34,699,187.02470736461106
tap134-6,613,242.63806130429245
tap16-48,641,305.5119476049791
tap148-12,727,242.41565134224302
tap112-49,679,195.16229987230673
tap149-51,706,258.3469381703476
tap151-2,733,292.78656761802296
tap12-5,679,274.7869800672515
tap15-50,635,202.841552734375
tap150-37,674,269.3762023156329
tap137-64,627,290.82302056326427
tap164-38,633,247.4228469684567
tap138-63,662,193.23397172725964
tap163-29,605,259.49761312877666
tap129-31,606,433.85725613066217
tap131-28,621,278.83513007508463
tap128-30,738,183.85908096560098
tap130-42,609,300.702927837233
tap142-40,724,609.0364347714225
tap140-41,604,239.07363771144824
tap141-43,662,153.4268560625875
tap143-45,761,262.46279411340544
tap145-82,633,96.11199336895588
tap182-80,729,256.157588430782
tap180-44,800,160.67850325929746
tap144-57,606,235.23575686021695
tap157-26,952,878.7037260592687
tap126-58,797,295.45074748513133
tap158-25,624,184.65655911933965
tap125-64,780,234.56369740616896
tap164-44,700,740.0748962963719
tap144-38,639,267.4205251341069
tap138-67,583,226.2558981848233
tap167-9,690,254.2010026157157
tap19-53,613,458.78139125201324
tap153-16,661,230.26697744761475
tap116-52,651,203.77832609682264
tap152-74,710,232.47678186756812
tap174-17,620,469.36516262103737
tap117-75,691,222.82042172029463
tap175-7,622,168.82538696000475
tap17-38,670,253.52474911484137
tap138-45,625,213.92265618909002
tap145-44,751,272.20974523564416
tap144-39,616,201.7136192098473
tap139-14,651,283.48008807215325
