tap12-3,1624082213614,62.89934819478835
tap13-4,651,277.08349541002406
tap14-5,632,243.99025816200768
tap15-9,687,316.44051689931894
tap19-17,680,107.29352842362054
tap117-16,667,273.2540601478667
tap116-7,636,201.12365294097341
tap17-4,684,306.54302483719505
tap14-10,679,86.76435050075743
tap110-2,677,249.42916734838053
tap12-11,708,191.88028292860432
tap111-4,617,302.34599756991514
tap14-18,617,217.94073946884896
tap118-2,653,425.447370183556
tap12-19,705,354.3547881676554
tap119-13,730,384.5369853396139
tap113-6,747,667.7427501382422
tap16-12,676,295.3667973531694
tap112-8,853,228.82992879469683
tap18-19,738,288.9126852454823
tap119-22,680,525.8027639957669
tap122-18,695,304.6874097347875
tap118-23,668,220.13751436226522
tap123-14,698,281.78364208845494
tap114-11,932,988.805132946598
tap111-10,669,255.46131545515627
tap110-15,662,228.64865324237624
tap115-17,667,274.1962734952766
tap117-20,770,747.586839224283
tap120-21,706,211.47712494740554
tap121-16,978,186.6491755354648
tap116-9,642,257.8964673728331
tap19-8,634,184.42112445268074
tap18-6,820,301.678207922767
tap16-7,691,188.78018540399836
tap17-24,603,287.9491034281429
tap124-26,807,568.3438897882094
tap126-27,749,272.019223589811
tap127-25,668,206.61870124457488
tap125-66,804,272.1987764005499
tap166-41,820,1024.6963653341732
tap141-42,595,321.5104856576822
tap142-65,611,212.40804684849923
tap165-36,787,267.9649747173088
tap136-38,697,533.0720447228916
tap138-39,673,308.70735557664835
tap139-37,637,209.8646098317024
tap137-16,653,295.9679593010456
tap116-56,610,217.9624470481383
tap156-20,655,245.9122497128773
tap120-53,623,181.21950810207508
tap153-59,660,288.36151935397896
tap159-30,855,761.977395657896
tap130-29,641,320.61159133708645
tap129-60,679,250.1957534632065
tap160-33,648,281.6481881981664
tap133-62,693,254.9292292431089
tap162-61,548,235.88033470147067
tap161-34,612,183.77478966452475
tap134-6,723,311.36509860660954
tap16-48,669,319.0662338349124
tap148-12,704,255.01552188211494
tap112-49,786,159.81994179672753
tap149-51,685,239.63098393606063
tap151-2,729,260.1729582667612
tap12-5,686,263.630548948186
tap15-50,614,237.9483570602818
tap150-37,687,288.728617531762
tap137-64,649,318.6350069496629
tap164-38,645,290.3295630281454
tap138-63,607,231.0760006662589
tap163-29,585,258.1014839366532
tap129-31,761,419.56006173533615
tap131-28,705,311.81293430661833
tap128-30,708,253.80955495483732
tap130-42,586,257.81567531095834
tap142-40,723,671.7867515123328
tap140-41,661,249.33581765054103
tap141-43,644,200.72122192382813
tap143-45,613,275.4159377505423
tap145-82,669,108.25582778636824
tap182-80,632,268.8181621218098
tap180-44,656,194.7936340105962
tap144-57,621,282.8824932514641
tap157-26,788,859.1400483194818
tap126-58,748,233.60036177483096
tap158-25,829,199.08541639740412
tap125-64,635,260.0488299188954
tap164-44,440,90.95431480560711
tap144-38,633,836.8383159750916
tap138-67,624,197.99192976047914
tap167-9,679,289.91427771705435
tap19-53,713,494.4508118840892
tap153-16,726,258.1714483857285
tap116-52,685,151.7924733517308
tap152-74,708,235.60206638110876
tap174-17,1131,549.1701773488863
tap117-75,637,320.0225332799789
tap175-7,763,221.5428698339412
tap17-38,613,244.41186559538025
tap138-45,673,216.4016579720589
tap145-44,710,301.6705212256406
tap144-39,638,238.87283641072966
tap139-14,766,276.4639857298167
tap114-47,906,674.8483284444482
tap147-46,1149,294.5503178464943
tap146-10,711,236.15840290707118
tap110-22,656,251.11285223575152
tap122-86,780,727.6297071958801
tap186-55,4351,248.6366997671635
tap155-88,775,167.3738466503711
tap188-70,673,249.46782599758072
tap170-8,945,1142.169910172331
tap18-13,741,277.6028898399015
tap113-71,688,206.03530436868405
tap171-78,639,251.56067413449034
tap178-83,801,611.0748494401014
tap183-21,653,282.28787804577405
tap121-85,560,190.4776249476958
tap185-19,696,204.19528488774108
tap119-77,705,291.4926701283553
tap177-76,681,253.006574263334
tap176-23,630,204.54645584832573
tap123-15,581,254.50662552778735
tap115-69,1128,929.37920835906
tap169-11,621,266.59502715308616
tap111-68,672,220.35403941951668
tap168-21,1161,260.14997709648384
tap121-75,733,913.9473236884897
tap175-17,762,282.74320903060595
tap117-78,565,195.20953101857418
tap178-54,625,276.9168521669353
tap154-22,697,564.2401983827601
tap122-18,652,258.7485622719083
tap118-55,606,221.64302216488016
tap155-4,651,301.6302317925741
tap14-73,892,689.0368088165397
tap173-72,622,254.13979034123508
tap172-3,594,179.09308308700824
tap13-90,578,296.7133788089175
tap190-77,743,525.2322209098038
tap177-23,1392,258.5218246152922
tap123-92,623,199.84506587687133
tap192-67,624,275.47276404267114
tap167-82,557,284.3819658134981
tap182-84,678,283.67633146790456
tap184-44,624,250.65191650390625
tap144-38,586,304.7736496684492
tap138-45,615,165.84812215313326
tap145-44,603,223.41654357901842
tap144-39,564,218.7053895091751
tap139-42,664,271.7091662847729
tap142-87,602,297.8681817993251
tap187-89,620,239.5895658200904
tap189-43,1184,153.23273086506973
tap143-42,690,260.1856993885118
tap142-91,623,214.05217602027582
tap191-89,1450,246.52467319674366
tap189-66,660,232.1001752620425
tap166-56,667,251.90533821486696
tap156-81,687,495.0892481904601
tap181-20,624,279.04525447955325
tap120-79,697,198.09725964102358
tap179-33,651,275.76744544859304
tap133-35,797,694.108920197074
tap135-34,767,228.62063722507904
tap134-32,975,211.8509490082086
       
2-3,141,0.0
3-4,1848,274.06458358432394
4-5,1482,219.90988678054237
5-9,1349,313.26921475159037
9-17,802,131.0348253332805
17-16,1259,312.60635383222615
16-7,1293,211.10737724874733
7-4,1464,313.2512016903935
4-10,1228,119.61367351145022
10-2,1210,279.8340881922331
2-11,1329,216.42196383853164
11-4,1322,296.0225811223117
4-18,18,0.0
18-2,2838,629.0801725444034
2-19,1195,405.082844108974
19-13,1096,474.8746189590418
13-6,1395,671.493966522987
6-12,1104,263.47478301236004
12-8,2713,235.23236518699457
8-19,1282,338.4964956233245
19-22,1727,531.6447441747539
22-18,1735,300.3880204367994
18-23,1376,222.86172768768594
23-14,1345,334.43710845996844
14-11,2235,971.7178745849136
11-10,1829,277.055999307314
10-15,1269,217.6185821418071
15-17,1473,327.7545746010761
17-20,1775,697.4579378167299
20-21,1330,295.74687770046415
21-16,1845,248.0508297163392
16-9,1078,281.3034004546017
9-8,1155,220.8297115293917
8-6,1565,271.23476267631577
6-7,983,222.69968651707393
7-24,1284,263.73121400132766
24-26,1901,563.4116484238442
26-27,1511,332.0594479899638
27-25,1253,233.5334785286454
25-66,1405,319.2698764808377
66-41,1654,1007.7193313841885
41-42,1077,300.90344378840484
