      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,91.8724,633.50507,0.19999999
      ,,97.86408,628.509,0.19999999
      ,,107.947914,617.4198,0.19999999
      ,,116.87521,608.48706,0.19999999
      ,,124.82638,601.5302,0.19999999
      ,,130.78102,595.572,0.19999999
      ,,135.7517,592.5769,0.19999999
      ,,138.72931,590.57764,0.19999999
      ,,140.76335,589.58057,0.19999999
      ,,142.75475,588.5402,0.19999999
      ,,143.80028,588.5402,0.19999999
      ,,143.80028,588.5402,0.19999999
      ,,143.80028,588.5402,0.19999999
      ,,143.80028,588.5402,0.19999999
      ,,144.79889,589.5394,0.19999999
0,drag1,2,144.79889,589.5394,0.19999999,975.475462,167.88062566511877
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,130.81831,639.50037,0.19999999
      ,,131.29189,636.6572,0.19999999
      ,,131.81693,633.50507,0.19999999
      ,,131.81693,633.50507,0.19999999
      ,,133.14015,631.7397,0.19999999
      ,,134.81276,629.5082,0.19999999
