tap12-3,1624168486771,39.61617326354113
tap13-4,809,286.93863256343485
tap14-5,759,170.87815775909004
tap15-9,735,253.4272140041642
tap19-17,749,75.96693254820491
tap117-16,601,274.8652273056369
tap116-7,662,215.2962228209603
tap17-4,568,286.07703542732065
tap14-10,669,101.92037963867188
tap110-2,697,223.85669186841096
tap12-11,653,211.81265690236503
tap111-4,591,305.02059769387665
tap14-18,834,177.96191608983963
tap118-2,661,395.4544972868131
tap12-19,724,338.913445605818
tap119-13,668,396.69491944640424
tap113-6,842,603.5491569924267
tap16-12,751,270.3138709289567
tap112-8,762,163.94255946855705
tap18-19,581,245.9036501044529
tap119-22,731,492.5896514322209
tap122-18,732,233.6003804487558
tap118-23,706,179.33079746578284
tap123-14,750,256.51250090630094
tap114-11,932,946.0921462781499
tap111-10,554,265.8312164381837
tap110-15,648,192.73233032226563
tap115-17,651,232.38751406281523
tap117-20,678,627.5169168132228
tap120-21,690,271.2375488542483
tap121-16,584,216.73587737955623
tap116-9,623,276.2561180602947
tap19-8,623,161.4863214455454
tap18-6,517,285.3339857520117
tap16-7,658,195.75231651122854
tap17-24,587,269.99719944626264
tap124-26,855,558.1276057688941
tap126-27,669,261.44570428131266
tap127-25,696,178.79643435312195
tap125-66,696,260.04290797483907
tap166-41,928,953.006156384449
tap141-42,675,323.62007319446286
tap142-65,732,216.8397644053531
tap165-36,680,265.762054422696
tap136-38,662,513.2214096453494
tap138-39,609,316.0111362868097
tap139-37,681,226.72400508581703
tap137-16,613,260.3083085447379
tap116-56,636,250.58299338535696
tap156-20,635,253.5776470065133
tap120-53,614,155.0218424739784
tap153-59,714,247.6138617983602
tap159-30,678,739.4084137587489
tap130-29,715,284.44417637038504
tap129-60,742,163.86717995106233
tap160-33,614,195.02234848170008
tap133-62,621,241.85033303767614
tap162-61,589,279.46720235249035
tap161-34,548,199.33551061427042
tap134-6,617,289.196639927532
tap16-48,724,281.55032340498343
tap148-12,851,266.5682234360198
tap112-49,735,177.47606736307452
tap149-51,772,240.3363611920382
tap151-2,752,277.96242919545904
tap12-5,634,193.6139574418772
tap15-50,671,198.1228975160543
tap150-37,715,267.90066449710355
tap137-64,587,267.0035878627313
tap164-38,651,300.22421682482604
tap138-63,646,210.23894324356772
tap163-29,610,222.0027362119915
tap129-31,671,417.572401293211
tap131-28,715,266.4541832494852
tap128-30,761,203.9972341843421
tap130-42,596,266.9839332346113
tap142-40,805,639.8776872229735
