drag1,2,354.6716,657.6575,0.97999996,1737.490846,62.848351278889155
drag1,3,649.3987,979.4898,0.87,1428.9930769999999,56.80079943746023
drag1,4,680.37006,689.6408,0.75,1508.524307,95.81563666392825
drag1,5,399.62997,908.5268,0.84,2293.999616,58.23056367596722
drag1,9,375.65216,845.5596,0.74,1508.910154,66.9143269446874
drag1,17,659.38947,1077.4388,0.91999996,1156.254385,62.99286124405987
drag1,16,410.6198,1095.4294,0.74,2192.1538459999997,70.63605214301056
drag1,7,658.3904,788.58923,0.75,1347.399923,78.12508159871608
drag1,4,696.3552,695.60626,0.76,1420.140077,47.937196826426856
drag1,10,407.62256,395.79385,1.0,1443.555154,72.33149316154257
drag1,2,379.64847,725.6221,1.01,1347.4540769999999,31.492608277058526
drag1,11,675.37463,397.79282,0.81,1371.138462,77.23157707587673
drag1,4,665.3839,665.65326,0.89,1819.570692,61.73183707544004
drag1,18,411.61887,1200.3748,0.82,2219.300461,75.88561355580728
drag1,2,387.64108,673.6491,0.78,1052.691538,58.751596386917896
drag1,19,670.3793,1180.3851,0.69,1896.675,75.30659741397143
drag1,13,671.37836,248.87038,0.90999997,1499.9099239999998,57.674326496885485
drag1,6,395.14523,548.20337,0.81,1145.528846,46.81853742855261
drag1,12,419.61148,263.36285,1.01,1162.139539,62.16120051829802
drag1,8,645.7981,485.747,0.93,1784.9207689999998,61.389987662573745
drag1,19,671.61774,1293.7394,0.65999997,980.5681539999999,49.35512143021545
drag1,22,379.64847,1593.1702,0.79999995,641.275,24.07712346102553
drag1,18,377.65033,1256.3456,0.75,1080.224462,81.98082337348424
drag1,23,656.3922,1503.217,0.75,1274.293923,91.5783075377359
drag1,14,380.64755,104.945335,1.05,2581.2664609999997,88.17244818185462
drag1,11,661.38763,347.90646,1.29,1961.3171539999998,56.32150624275848
drag1,10,373.65402,475.7522,1.0,755.942231,21.708588148620446
drag1,15,676.3737,134.92972,1.15,1295.344077,52.24950912443531
drag1,17,664.3848,1127.1844,0.88,2130.871616,68.301591775883
drag1,20,432.59946,1380.2811,1.01,2138.422385,54.90174396341467
drag1,21,654.7951,1429.8539,0.96999997,1266.218846,56.57308528526294
drag1,16,398.6309,1129.4117,0.88,2167.883077,65.53767232277248
drag1,24,253.20885,71.96252,1.24,2894.057616,63.48794935658094
drag1,26,532.50696,408.78708,0.87,1644.9348459999999,48.85174428604056
drag1,27,197.81683,397.79282,1.25,1360.707923,61.71755713100776
drag1,25,535.50415,95.74561,1.05,1724.872153,65.88015914201219
drag1,66,798.26086,1550.1926,0.91999996,2441.9313079999997,62.35712159020246
drag1,41,565.47644,1285.3306,0.95,1971.139769,54.946532631482285
drag1,42,535.50415,1513.2118,1.03,1573.232769,52.155335747768035
drag1,65,848.2146,1270.3384,0.84,1084.623077,68.80788528517274
drag1,36,247.27106,841.0619,1.05,1396.928461,86.90161782518493
drag1,38,518.5199,1106.4237,1.12,1094.8412309999999,50.63201199131834
drag1,39,224.79185,1085.4347,0.90999997,1346.961384,57.534152468223915
drag1,37,525.5134,849.5575,1.15,1493.695538,58.00521353741123
drag1,16,425.9988,1032.4623,0.95,2024.328616,79.14465389214082
drag1,56,85.92044,1422.2592,0.84999996,1012.3848469999999,47.9381420049067
drag1,20,410.6198,1403.269,0.96,1091.980308,59.24049708108266
drag1,53,106.602684,1103.9749,0.66999996,1213.706539,71.82572646510621
drag1,59,846.2776,250.86934,0.79999995,3153.337385,53.631548283401834
drag1,30,582.47925,552.7121,0.87,757.365,47.72575944346503
drag1,29,561.4801,239.87506,1.1999999,1336.278077,51.30654835807958
drag1,60,833.2285,539.7189,1.09,1737.5473849999998,52.23628529486092
drag1,33,562.8111,696.9726,0.83,1350.123,26.438376857569704
drag1,62,807.25256,944.50806,1.1,1214.965461,35.18390214513193
drag1,61,820.24054,686.64233,1.35,1377.6974619999999,53.409924985744425
drag1,34,540.6454,993.3366,1.31,1642.429615,39.1098658639586
drag1,6,383.64478,530.7236,0.91999996,1512.0714619999999,92.15825957387199
drag1,48,92.91397,254.86725,1.13,991.433154,59.280480832103066
drag1,12,380.0676,228.88078,1.0,1223.660308,59.09557835566133
drag1,49,81.92415,561.70746,1.18,887.423539,29.816995652762976
drag1,51,84.92137,983.48773,0.90999997,968.4093849999999,39.723436058207156
drag1,2,392.56833,699.16986,0.82,1429.004847,69.07898313041207
drag1,5,377.65033,996.1691,0.78999996,666.6656919999999,43.827170676110974
drag1,50,107.90009,653.65955,0.97999996,1091.964154,81.37462289730576
drag1,37,500.53653,783.0929,1.05,998.838846,93.80420373441473
drag1,64,809.2507,1075.4398,0.84,1172.728385,62.191931272420284
drag1,38,547.1059,1103.4253,1.0699999,942.701615,34.181497061920396
drag1,63,810.24976,851.55646,0.96,775.260769,63.191004379461575
drag1,29,508.52914,227.8813,1.16,1674.0142309999999,77.0697451091911
drag1,31,224.79185,565.7053,1.1999999,1000.9423079999999,64.73835676651436
drag1,28,258.7604,251.07031,1.27,1448.259847,74.28144715856463
drag1,30,532.50696,458.76105,1.11,1714.569231,52.44125379522458
drag1,42,541.4986,1491.2233,0.91999996,2267.14777,72.72755235014152
drag1,40,244.77336,1244.3519,0.75,1257.523923,78.40652496661421
drag1,41,508.52914,1236.3561,0.98999995,1356.240231,57.36997681171071
drag1,43,234.78261,1506.2155,0.69,2078.946693,75.12603513709101
drag1,45,277.74283,1385.2784,0.78,1440.940769,62.09904558106099
drag1,82,539.5005,1612.1603,0.81,1369.8371539999998,85.16605084028348
drag1,80,238.77892,1733.0973,0.89,836.665307,27.503634314984158
drag1,44,548.4921,1362.2904,0.9,1223.460846,62.29696523927387
drag1,57,841.22107,101.9469,1.28,2091.853923,50.68549533135939
drag1,26,546.55786,399.72787,1.0799999,1143.63177,55.70773618897548
drag1,58,847.2156,377.80322,0.98999995,1071.3427689999999,112.56511946035104
drag1,25,525.0139,96.9495,0.96999997,1317.5779229999998,98.50655349428492
drag1,64,822.23865,1077.4388,1.0799999,2255.363539,70.48885335737634
drag1,44,527.5116,1397.2722,1.14,1698.690846,52.19701769092795
drag1,38,555.48566,1086.4341,0.91999996,1378.232693,62.182560491068
drag1,67,833.2285,1359.292,0.89,1194.271693,49.08289940112182
drag1,9,385.87326,814.3453,0.95,1418.7343079999998,92.85447647341671
drag1,53,103.90379,1116.4185,1.12,981.216385,40.34750032374312
drag1,16,383.64478,1115.4191,1.16,1296.348231,68.78522561305016
drag1,52,70.93432,857.55334,1.24,2045.497385,48.83092012534344
drag1,74,965.1064,743.6127,0.89,1695.7303849999998,68.8708345431481
drag1,17,676.3737,1060.4476,0.91999996,2116.159846,58.50763253291775
drag1,75,940.91187,1087.2168,0.7,857.712461,69.05505685883361
drag1,7,654.3941,797.5846,1.24,1235.07123,76.99104905944002
drag1,70,982.1163,257.8657,1.31,1083.505692,70.3036881182839
drag1,8,695.35614,492.74335,1.35,2298.491385,64.28456528543772
drag1,13,689.3617,274.85684,1.13,1492.257462,59.759992511916195
drag1,71,957.1138,467.75638,0.93,1943.1219239999998,52.25153158552754
drag1,78,968.10364,1378.2821,0.94,1960.997154,61.80786705216715
drag1,83,696.3552,1640.1458,0.89,1768.162615,74.29535418590015
drag1,21,678.3719,1403.269,1.02,990.7279229999999,55.191482968587216
drag1,85,943.1267,1668.1311,1.04,2159.849692,57.13932615292501
drag1,19,672.37744,1246.3508,1.02,2650.8280769999997,53.632186195845314
drag1,77,945.1249,1541.1973,1.1,1279.707615,57.15876980710344
drag1,76,960.111,1268.3394,0.78,1051.1589999999999,60.85300946988565
drag1,23,694.35706,1509.2139,0.95,2127.365154,70.34441303396564
drag1,15,704.34784,117.93857,1.41,1621.2640769999998,75.74831852568374
drag1,69,980.0925,362.81104,1.05,1788.4705379999998,51.259694763297404
drag1,11,679.371,386.79852,1.28,1418.3827689999998,67.95734634609775
drag1,68,947.12305,125.9344,1.4499999,2597.123769,53.03788141404656
drag1,21,659.38947,1375.2837,0.82,1686.256539,53.94120423396325
drag1,75,973.099,1110.4216,0.85999995,1051.7148459999999,88.80658191252436
drag1,17,661.38763,1135.4086,0.88,1133.096,73.24192808842814
drag1,78,947.12305,1348.2977,0.71999997,1653.992385,68.19603513635663
drag1,54,86.91952,1249.3492,1.15,2022.211846,79.27565397683887
drag1,22,390.6383,1516.2103,0.96999997,2262.558231,76.11741781106909
drag1,18,410.12378,1238.355,1.05,1676.757539,52.118837445567195
drag1,55,87.93658,1571.1637,0.76,1368.6889999999999,33.99134042244824
drag1,67,798.26086,1394.1516,1.17,1810.48977,60.36637219848174
drag1,82,562.4792,1696.1166,0.84,2493.523154,73.62835686751555
drag1,84,791.26733,1700.1145,1.0699999,1226.118154,72.9865360480097
drag1,44,562.4792,1415.2628,0.91999996,2189.947385,61.52274370752937
drag1,38,544.49585,1130.4113,0.90999997,1410.861539,66.93240834709503
drag1,45,236.78076,1370.2863,1.12,1908.2538459999998,62.12244090668834
drag1,44,502.5347,1372.2853,1.0,2069.9780769999998,77.0066544992993
drag1,39,265.75394,1115.4191,1.1,1410.8296149999999,66.85934879797271
drag1,56,89.41721,1392.2748,0.84,1657.319154,58.74166832748861
drag1,81,371.65588,1664.1332,0.79999995,1523.2839239999998,70.38788545053242
drag1,20,407.62256,1415.9956,0.95,1307.002231,50.10321669203493
drag1,79,103.90379,1662.1343,0.97999996,2391.646385,65.54925331251533
drag1,33,557.4838,722.6236,1.0799999,2507.303693,36.49708656276429
drag1,35,249.76874,957.5013,0.94,1247.0028459999999,62.98742317623622
drag1,34,525.5134,978.49036,1.01,1490.06677,56.50510543457425
drag1,32,238.77892,674.6486,1.01,1715.249462,82.44302324766774
drag1,9,345.1804,784.5914,1.13,1477.949539,75.11501770696985
drag1,8,662.38666,547.7147,1.26,1459.736692,59.866850412111226
drag1,6,390.6383,524.7267,1.03,2381.7442309999997,61.28550742538249
drag1,7,648.39966,778.5945,1.14,1471.389539,64.11454436614503
drag1,14,376.80402,119.93753,1.1899999,1361.3247689999998,75.7235704106382
drag1,47,103.90379,374.80478,1.2099999,1857.689923,64.07741271408473
drag1,46,70.93432,98.94846,1.06,1779.223154,97.85866149701802
drag1,10,373.65402,387.798,1.22,1501.865615,34.03015598053859
drag1,4,666.383,665.65326,1.25,1452.950692,55.69826758313815
drag1,73,964.1073,953.50336,1.11,1044.4279999999999,53.211513865969856
drag1,72,986.087,742.6132,0.95,1347.6609999999998,35.94986402104916
drag1,3,701.6484,955.8002,1.22,2751.9137699999997,67.8024693355465
scale2,25,22.427485,2887.4736159999998
scale2,9,-167.67178,4208.164846
scale2,25,13.629066,3674.398538
scale2,9,-254.00935,2624.6793079999998
scale2,25,-5.2499714,3000.086385
scale2,9,66.38168,4115.84877
scale2,25,-14.151552,4196.147846
scale2,9,-465.255,5434.056385
scale2,28,38.5723,2665.334539
scale2,10,219.47246,4074.723692
scale2,29,-336.33188,4841.002614999999
scale2,25,41.707527,3227.831846
scale2,9,-416.70117,4239.111154
scale2,28,23.12709,3135.37
scale2,10,-5.0579967,3390.0466159999996
scale2,29,15.583683,5659.713538999999
scale2,12,3.571106,3658.8929239999998
scale2,30,15.286091,3800.654154
scale2,13,4.791939,3842.731847
scale2,32,22.283976,3544.766462
scale2,15,79.294716,3133.4203079999997
