rotate2,2,0.8169937,2663.621385
rotate2,13,0.8169937,93.42261599999999
rotate2,8,-70.56522,528.8126159999999
rotate2,2,-0.4270935,6869.164154
rotate2,13,-1.5175323,5206.195538999999
rotate2,8,3.3906326,2583.399769
rotate2,3,-2.0975647,4738.1971539999995
rotate2,7,-5.64283,3849.133077
rotate2,12,-55.68589,3421.902
rotate2,1,-0.4532013,4780.7333849999995
rotate2,11,-2.3366165,4133.557693
rotate2,6,4.444748,3238.0829999999996
rotate2,10,1.1473007,3156.8620779999997
rotate2,5,-0.35829926,4411.186
rotate2,15,2.0413742,10663.929462
rotate2,9,0.43408966,4205.790231
rotate2,4,2.0595627,3666.135616
rotate2,14,-21.671238,7034.3462309999995
rotate2,14,-58.13589,1303.612846
rotate2,2,0.0,59.278999999999996
rotate2,13,0.0,28.767847
rotate2,2,0.6943741,5872.095385
rotate2,13,3.1606293,7587.540692
rotate2,8,0.397377,2871.0626159999997
rotate2,3,0.5882721,5536.0753079999995
rotate2,7,0.12571716,4257.347693
rotate2,12,2.5611954,3759.290923
rotate2,1,-0.5755081,8582.072924
rotate2,11,0.09462738,5842.391076999999
rotate2,6,0.5138931,3442.146001
rotate2,10,1.0767746,4628.115538999999
rotate2,5,3.8637161,3483.855616
rotate2,15,-4.7290955,7795.431847
rotate2,9,1.8183823,3522.8239999999996
rotate2,4,-1.2571487,4186.896538999999
rotate2,14,-33.916653,3977.2700769999997
rotate1,9,0.75967884,1900.912693
rotate1,4,0.96498966,3014.808
rotate1,13,0.96498966,20.214847
rotate1,6,0.96498966,181.575462
rotate1,9,2.8220863,3155.6634609999996
rotate1,4,2.8920536,2055.866462
rotate1,13,0.18460655,2243.556384
rotate1,6,6.993412,1583.9862309999999
rotate1,15,5.1136494,2830.8768459999997
rotate1,2,6.1947403,1705.993923
rotate1,10,2.6305141,1356.898385
rotate1,5,7.572157,1716.823385
rotate1,14,2.4654045,2208.650307
rotate1,8,-1.9836721,2328.550384
rotate1,11,2.143034,2215.958615
rotate1,7,1.5127697,1318.2789229999998
rotate1,1,0.37269878,1310.1595379999999
rotate1,12,1.0971489,1512.4289999999999
rotate1,3,1.2310448,1511.949308
tap2,6,138,480,167.84459,504.7371,0.87,1567491519528
tap2,7,759,1101,793.2655,1142.405,0.84999996,1567491520440
tap2,8,138,1101,172.83997,1129.4117,0.89,1567491521328
tap2,9,759,480,800.25903,570.70276,1.02,1567491522308
tap2,164,0,687,39.962997,773.59705,0.64,1567491523298
tap2,183,621,1308,675.37463,1358.2925,1.01,1567491524432
tap2,182,0,1308,45.957447,1351.2961,0.65999997,1567491525331
tap2,163,621,687,682.36816,759.6044,0.95,1567491526127
tap2,242,345,66,398.6309,141.92607,0.84999996,1567491527322
tap2,243,552,1032,616.42926,1071.4419,0.88,1567491528108
tap2,244,345,1032,378.6494,1123.4149,0.85999995,1567491528823
tap2,245,552,66,611.43384,97.94898,0.87,1567491529905
tap2,42,69,411,101.90564,460.76,0.87,1567491530804
tap2,43,690,1032,757.2988,1063.446,0.95,1567491531795
tap2,45,690,411,755.30066,457.76157,0.97999996,1567491532601
tap2,44,69,1032,117.89084,1106.4237,0.79999995,1567491533438
tap2,322,345,756,378.6494,832.56635,0.95,1567491534153
tap2,321,483,1653,496.54025,1716.1062,0.83,1567491534858
tap2,316,345,1653,428.60315,1718.1051,0.84,1567491535665
tap2,323,483,756,544.49585,807.57935,0.91999996,1567491536451
tap2,2,138,549,200.81406,636.6684,0.85999995,1567491537258
tap2,3,759,1170,804.2553,1239.3545,0.97999996,1567491538096
tap2,4,138,1170,172.83997,1261.343,0.85999995,1567491538831
tap2,5,759,549,838.2239,662.65485,0.84999996,1567491539556
tap2,11,759,1032,799.25995,1096.429,0.93,1567491540322
tap2,10,138,411,189.82423,515.7314,0.84,1567491541190
tap2,12,138,1032,199.81499,1149.4014,0.9,1567491541956
tap2,13,759,411,771.2858,443.76886,0.95,1567491542691
tap2,15,759,963,791.26733,1039.4586,0.94,1567491543436
tap2,14,138,342,175.83719,376.80374,0.84999996,1567491544294
tap2,17,759,342,806.2535,421.7803,0.85999995,1567491545040
tap2,16,138,963,162.84921,1039.4586,0.84,1567491545856
tap2,122,207,66,273.74652,183.9042,0.91999996,1567491546714
tap2,123,828,687,874.19055,746.61115,0.94,1567491547593
tap2,124,207,687,218.79741,726.6215,0.91999996,1567491548317
tap2,125,828,66,864.1998,144.92451,0.75,1567491549328
tap2,135,621,1170,679.371,1217.366,0.91999996,1567491550002
tap2,134,0,549,83.922295,624.6746,0.88,1567491550799
tap2,136,0,1170,77.92784,1249.3492,0.71,1567491551565
tap2,137,621,549,718.3349,655.6585,0.76,1567491552279
tap2,130,69,66,133.87604,213.8886,0.82,1567491553229
tap2,131,690,687,708.3441,733.61786,0.95,1567491554169
tap2,133,690,66,737.3173,137.92816,0.95,1567491555006
tap2,132,69,687,162.84921,745.61163,0.84,1567491555803
tap2,127,759,687,776.28125,716.6267,0.96999997,1567491556477
tap2,126,138,66,207.80759,179.9063,0.83,1567491557447
tap2,128,138,687,166.84552,754.60693,0.84999996,1567491558315
tap2,129,759,66,806.2535,142.92555,0.83,1567491559091
tap2,18,138,273,207.80759,331.82718,0.84,1567491559888
tap2,19,759,894,782.2757,1008.47473,0.88,1567491560684
tap2,20,138,894,185.82794,948.506,0.85999995,1567491561389
tap2,21,759,273,827.2341,359.8126,0.75,1567491562134
tap2,35,828,1170,772.2849,1212.3685,0.98999995,1567491564115
tap2,34,207,549,281.73914,646.6632,1.02,1567491564973
tap2,36,207,1170,311.71136,1308.3186,1.04,1567491565709
tap2,37,828,549,872.19244,561.70746,0.96999997,1567491566505
tap2,26,138,135,182.83072,191.90005,0.90999997,1567491567424
tap2,27,759,756,806.2535,811.5773,0.91999996,1567491568139
tap2,28,138,756,227.7891,809.5783,0.96999997,1567491568864
tap2,29,759,135,791.26733,195.89796,0.97999996,1567491569681
tap2,43,690,1032,705.3469,1112.4205,0.91999996,1567491570345
tap2,42,69,411,148.86217,484.74753,0.84999996,1567491571141
tap2,45,690,411,713.3395,500.7392,0.97999996,1567491571836
tap2,44,69,1032,105.90195,1096.429,0.89,1567491572531
tap2,24,138,825,199.81499,885.53876,0.87,1567491573215
tap2,25,759,204,793.2655,302.84225,0.87,1567491573950
tap2,22,138,204,204.81036,277.8553,0.9,1567491574849
tap2,23,759,825,786.272,923.519,1.0,1567491575697
tap2,38,69,480,83.922295,517.73035,0.89,1567491576473
tap2,39,690,1101,701.3506,1188.381,1.09,1567491577566
tap2,40,69,1101,136.87326,1144.4039,0.81,1567491578240
tap2,41,690,480,720.333,540.7184,1.06,1567491579037
tap2,33,690,549,686.3645,637.66785,0.98999995,1567491579802
tap2,32,69,1170,126.882515,1275.3357,0.78,1567491580568
tap2,30,69,549,164.84737,628.67255,0.71999997,1567491581436
tap2,31,690,1170,707.34503,1239.3545,0.9,1567491582396
tap2,46,69,342,192.82146,416.78293,0.79999995,1567491583234
tap2,47,690,963,687.3635,1030.4633,0.9,1567491584000
tap2,48,69,963,115.89269,1001.4784,0.84,1567491584674
tap2,49,690,342,695.35614,443.76886,0.88,1567491585440
tap2,108,276,963,278.7419,1018.46954,0.94,1567491586196
tap2,231,897,1584,916.15173,1656.1373,1.01,1567491587962
tap2,230,276,1584,351.67438,1646.1426,0.9,1567491588698
tap2,107,897,963,891.17487,1049.4534,0.84,1567491589392
tap2,143,621,1032,663.38574,1095.4294,0.96,1567491590097
tap2,232,0,1653,75.929695,1684.1228,0.76,1567491590985
tap2,233,621,1653,616.42926,1679.1254,0.87,1567491591608
tap2,144,0,1032,100.90657,1041.4575,0.78,1567491592476
tap2,44,69,1032,128.88066,1118.4175,0.85999995,1567491593242
tap2,235,690,1653,674.3756,1696.1166,0.78999996,1567491593987
tap2,43,690,1032,729.3247,1172.3894,0.81,1567491594682
tap2,234,69,1653,117.89084,1695.1171,0.77,1567491595458
tap2,12,138,1032,160.85106,1128.4122,0.88,1567491596203
tap2,237,759,1653,767.28955,1724.1019,0.90999997,1567491596959
tap2,11,759,1032,787.27106,1159.3961,1.02,1567491597582
tap2,236,138,1653,223.79279,1668.1311,1.05,1567491598297
tap2,238,207,1653,303.71878,1742.0927,0.94,1567491599032
tap2,67,828,1032,910.1573,1110.4216,0.9,1567491599747
tap2,68,207,1032,250.7678,1066.4446,0.89,1567491600544
tap2,239,828,1653,864.1998,1708.1104,0.96,1567491601351
tap2,104,276,1032,354.6716,1125.4138,1.02,1567491602066
tap2,241,897,1653,884.18134,1692.1187,0.90999997,1567491602760
tap2,240,276,1653,334.6901,1666.1322,0.93,1567491603424
tap2,103,897,1032,861.2026,1164.3936,0.94,1567491604057
tap2,50,69,273,112.89547,321.83237,0.94,1567491605446
tap2,51,690,894,762.2942,901.53046,0.98999995,1567491606182
tap2,52,69,894,116.89177,881.54083,0.93,1567491606907
tap2,53,690,273,742.3127,285.8511,1.02,1567491607683
tap2,55,690,825,784.2738,879.5419,0.90999997,1567491608367
tap2,54,69,204,116.89177,261.86362,1.01,1567491609276
tap2,56,69,825,136.87326,852.55597,0.93,1567491610031
tap2,57,690,204,752.3034,336.82455,0.84999996,1567491610706
tap2,59,690,756,742.3127,789.58875,1.04,1567491611604
tap2,58,69,135,157.85384,205.89276,0.85999995,1567491612442
tap2,61,690,135,689.3617,240.87454,0.84,1567491613320
tap2,60,69,756,115.89269,884.5393,0.85999995,1567491614117
tap2,62,207,480,206.80852,546.7152,1.03,1567491614903
tap2,63,828,1101,829.2322,1114.4196,0.91999996,1567491615904
tap2,64,207,1101,279.74097,1143.4044,0.85999995,1567491616599
tap2,65,828,480,895.17114,511.73346,0.9,1567491617385
tap2,290,345,480,354.6716,547.7147,0.97999996,1567491618151
tap2,291,552,1446,585.4579,1559.1879,0.95,1567491619285
tap2,293,552,480,613.432,549.7137,0.95,1567491620081
tap2,292,345,1446,398.6309,1541.1973,1.0,1567491620745
tap2,141,621,480,697.3543,603.68555,0.91999996,1567491621398
tap2,295,414,1446,459.57446,1559.1879,0.91999996,1567491622032
tap2,294,414,480,478.5569,550.71313,0.89,1567491622736
tap2,203,621,1446,528.5106,1445.2472,0.89,1567491623369
tap2,297,483,1446,504.53284,1450.2446,0.95,1567491624013
tap2,41,690,480,746.30896,531.723,0.93,1567491624759
tap2,296,483,480,542.4977,540.7184,1.1,1567491625494
tap2,205,690,1446,684.36633,1490.2238,0.98999995,1567491626576
tap2,319,414,1653,458.5754,1667.1317,1.04,1567491627332
tap2,325,552,756,594.4496,833.56586,1.01,1567491628108
tap2,324,414,756,436.59573,788.58923,1.04,1567491628792
tap2,315,552,1653,576.46625,1640.1458,0.96999997,1567491629467
tap2,298,345,549,400.62906,628.67255,1.0,1567491630171
tap2,299,552,1515,606.4385,1553.191,1.0,1567491630794
tap2,301,552,549,642.4052,666.6528,0.98999995,1567491631489
tap2,300,345,1515,433.5985,1529.2035,1.0,1567491632173
tap2,326,345,825,399.62997,865.5492,0.96999997,1567491632899
tap2,256,483,135,552.48846,199.89589,0.91999996,1567491633726
tap2,250,345,135,366.6605,244.87245,0.90999997,1567491634553
tap2,327,483,825,568.47363,872.54553,0.87,1567491635248
tap2,67,828,1032,867.197,1010.4737,0.97999996,1567491636535
tap2,66,207,411,271.74838,519.7293,0.88,1567491637311
tap2,68,207,1032,264.75485,1054.4508,0.84999996,1567491638087
tap2,69,828,411,829.2322,494.7423,0.82,1567491638792
tap2,72,207,963,292.72894,1019.469,0.87,1567491639476
tap2,73,828,342,823.23773,462.75897,0.83,1567491640181
tap2,70,207,342,209.80574,464.75793,0.90999997,1567491640988
tap2,71,828,963,841.22107,1034.4612,0.79999995,1567491641652
tap2,76,207,894,239.77798,972.49347,0.91999996,1567491642336
tap2,77,828,273,877.1878,333.8261,0.78,1567491643061
tap2,74,207,273,243.77429,396.79333,0.87,1567491643838
tap2,75,828,894,829.2322,944.50806,0.83,1567491644532
tap2,80,207,825,271.74838,916.52264,0.85999995,1567491645186
tap2,81,828,204,832.22943,235.87714,1.0,1567491646054
tap2,78,207,204,226.79001,288.84955,0.90999997,1567491646809
tap2,79,828,825,858.2054,860.55176,0.93,1567491647494
tap2,84,207,756,186.82701,814.57574,0.94,1567491648219
tap2,85,828,135,847.2156,221.88443,0.82,1567491649077
tap2,82,207,135,221.79463,217.8865,0.84,1567491649935
tap2,83,828,756,851.21185,843.5606,0.89,1567491650680
tap2,89,621,618,655.3932,751.6085,0.88,1567491651303
tap2,88,0,1239,66.93802,1277.3347,0.69,1567491652080
tap2,87,621,1239,634.4126,1212.3685,0.75,1567491652682
tap2,86,0,618,71.933395,672.64966,0.72999996,1567491653571
tap2,305,483,1515,519.519,1494.2217,0.88,1567491654378
tap2,33,690,549,772.2849,613.68036,0.82,1567491655154
tap2,304,483,549,531.5079,637.66785,0.88,1567491655869
tap2,215,690,1515,693.35803,1516.2103,0.77,1567491656972
tap2,309,552,618,616.42926,745.61163,0.90999997,1567491657657
tap2,308,345,1584,387.64108,1579.1775,0.94,1567491658310
tap2,307,552,1584,530.5088,1617.1577,0.85999995,1567491659107
tap2,306,345,618,402.6272,659.65643,0.96,1567491659853
tap2,258,345,204,366.6605,259.86465,0.84,1567491660639
tap2,331,483,894,554.4866,986.4862,0.97999996,1567491661303
tap2,330,345,894,398.6309,978.49036,0.96,1567491661967
tap2,264,483,204,604.4403,280.85373,0.82,1567491662722
tap2,223,621,1584,626.42,1586.1738,0.88,1567491663458
tap2,310,414,618,495.54117,685.6429,1.04,1567491664122
tap2,89,621,618,673.3765,672.64966,0.93,1567491664806
tap2,311,414,1584,421.60962,1631.1504,0.95,1567491665511
tap2,261,552,204,635.4117,339.823,1.0,1567491666236
tap2,322,345,756,400.62906,807.57935,1.0,1567491667032
tap2,262,414,204,454.5791,268.85995,0.94,1567491667808
tap2,333,552,894,585.4579,901.53046,1.01,1567491668401
tap2,312,483,618,561.4801,672.64966,1.0,1567491669054
tap2,225,690,1584,754.3016,1581.1764,0.94,1567491669698
tap2,93,690,618,786.272,771.5981,0.76,1567491670321
tap2,313,483,1584,553.4875,1602.1655,0.66999996,1567491670985
tap2,91,690,1239,739.3154,1307.3191,0.96,1567491671751
tap2,90,69,618,158.85292,661.6554,0.84999996,1567491672537
tap2,93,690,618,714.33856,646.6632,0.91999996,1567491673221
tap2,92,69,1239,83.922295,1301.3221,0.84,1567491673916
tap2,108,276,963,330.69382,1025.4658,0.96999997,1567491674570
tap2,109,897,342,903.16376,426.7777,0.97999996,1567491675336
tap2,106,276,342,312.71045,383.8001,0.90999997,1567491676173
tap2,107,897,963,898.1684,1070.4425,0.85999995,1567491676857
tap2,100,276,1101,372.65494,1161.395,0.88,1567491677470
tap2,101,897,480,983.0897,605.6845,0.83,1567491678103
tap2,99,897,1101,909.1582,1088.4331,0.88,1567491678961
tap2,98,276,480,300.72156,580.6975,0.90999997,1567491679707
tap2,105,897,411,882.18317,397.79282,0.89,1567491680401
tap2,104,276,1032,311.71136,1169.3909,0.93,1567491681045
tap2,102,276,411,353.67252,423.77927,0.93,1567491681770
tap2,103,897,1032,900.1665,1061.4471,0.94,1567491682444
tap2,97,897,549,896.1702,623.6752,0.95,1567491683169
tap2,96,276,1170,355.6707,1249.3492,0.93,1567491683803
tap2,94,276,549,330.69382,662.65485,0.89,1567491684528
tap2,95,897,1170,867.197,1229.3596,0.93,1567491685161
tap2,111,897,894,868.1961,936.5122,0.96,1567491685835
tap2,110,276,273,267.75208,335.82507,1.0,1567491686621
tap2,112,276,894,310.7123,942.5091,0.82,1567491687336
tap2,113,897,273,921.1471,343.82092,0.84,1567491688030
tap2,116,276,825,305.71692,945.5075,0.84999996,1567491688684
tap2,117,897,204,905.16187,321.83237,0.82,1567491689348
tap2,114,276,204,338.6864,276.8558,0.88,1567491690135
tap2,115,897,825,935.13416,929.51587,0.66999996,1567491690860
tap2,119,897,756,963.1082,784.5914,0.88,1567491691697
tap2,118,276,135,323.7003,206.89224,0.90999997,1567491692483
tap2,121,897,135,902.1647,217.8865,0.90999997,1567491693270
tap2,120,276,756,326.6975,798.58405,0.82,1567491693882
