scale2,25,-462.54514,2255.884231
scale2,9,-463.65622,1668.956539
scale2,28,-472.41177,340.877846
scale2,10,-105.11908,1264.041847
scale2,25,96.998116,1519.8346159999999
scale2,9,-463.40778,3168.0972309999997
scale2,28,5.427532,2779.7651539999997
scale2,10,-462.0857,2829.775231
scale2,29,116.90664,2180.260307
scale2,12,-65.74962,2164.748154
scale2,30,-460.62607,1927.542538
scale2,13,347.75565,1337.475385
scale2,32,-150.82315,2384.830846
scale2,15,-562.6845,1675.6026929999998
scale2,34,-456.0824,1563.992924
scale2,17,-451.5888,1767.383384
scale2,1,-209.97339,2472.345308
scale2,20,-466.1413,1785.4736149999999
scale2,3,-10.239864,2606.083077
scale2,24,-4.732647,1095.144231
scale2,16,-18.340942,1049.022539
scale2,2,3.0348988,4157.503
scale2,23,-287.69614,3053.8100769999996
scale2,25,0.0,1.356538
scale2,25,54.995132,1478.9593069999999
scale2,9,-11.761185,1347.865615
scale2,28,0.22344589,1685.126846
scale2,10,0.23867798,1545.465231
scale2,29,-3.3099575,2055.3611539999997
scale2,12,-14.331694,1999.068308
scale2,30,38.572235,1747.784154
scale2,13,-93.137535,2096.300692
scale2,32,-11.458368,2278.44377
scale2,15,-459.4214,2514.283539
scale2,34,27.093853,1899.952693
scale2,17,-24.929764,1728.218308
scale2,1,-432.49078,3923.733077
scale2,20,-567.84766,1848.273539
scale2,3,-464.19794,2585.881462
scale2,24,-453.36508,2288.927846
scale2,16,-569.5702,1522.710077
scale2,2,-206.87276,2401.310923
scale2,23,-462.11996,2210.764616
scale2,7,-192.5318,2789.226538
scale2,11,-549.4721,1592.5396919999998
scale2,14,-553.2032,1501.9762309999999
scale2,26,-448.48352,1666.349153
scale2,35,3.9244022,1512.1198459999998
scale2,21,842.1525,1460.643384
scale2,22,-461.13687,2102.556692
scale2,27,-174.76968,1685.2900769999999
scale2,36,-90.42682,1961.175154
scale2,31,91.602615,1840.105308
scale2,19,-465.5217,2106.245461
scale2,4,-269.32242,3218.9640769999996
scale2,8,-90.694016,5120.03477
scale2,5,-559.0024,1697.577231
scale2,33,-468.1365,1890.086001
scale2,18,-552.2904,1980.000539
scale2,6,-458.94742,1491.423231
scale2,25,28.742317,2184.281923
scale2,9,-152.22691,3115.600462
scale2,28,45.38759,2186.085538
scale2,10,-466.44318,2045.364308
scale2,29,30.111002,2339.778692
scale2,12,18.34774,1939.6051539999999
scale2,30,-454.61578,6110.294769
scale2,13,-465.88455,1859.444154
scale2,32,162.1521,1496.281385
scale2,15,60.749462,1522.179077
scale2,34,-465.96002,40.596537999999995
scale2,17,-420.05603,753.054846
scale2,1,-261.34775,886.2299999999999
scale2,25,214.31375,1039.640001
scale2,9,-546.3889,1296.389692
scale2,28,26.843657,2175.661385
scale2,10,-554.19574,1440.053154
scale2,29,125.84938,1442.346307
scale2,12,136.90392,1205.572615
scale2,30,9.568142,1264.692846
scale2,13,-455.67422,1339.959539
scale2,32,81.82098,1428.408308
scale2,15,-436.0415,1420.714538
scale2,34,-439.2872,1379.47023
scale2,17,-530.6101,2605.797
scale2,1,-155.23657,1992.682
scale2,20,70.71912,1715.929923
scale2,3,-441.6054,1601.9205379999999
scale2,24,88.833405,1819.475769
scale2,16,90.05965,1493.8366919999999
scale2,2,-98.659325,1585.1631539999998
scale2,23,67.27748,1706.713385
scale2,7,-495.7716,1356.833846
scale2,11,21.762749,1747.5459999999998
scale2,14,-149.29776,1656.7736149999998
scale2,26,115.27403,1542.5697699999998
scale2,35,25.097443,1899.0283849999998
scale2,21,22.831701,1697.4245389999999
scale2,22,43.14312,1319.888
scale2,27,-13.693457,1665.356231
scale2,36,28.82773,2259.748615
scale2,31,-459.37457,1574.138538
scale2,19,29.118776,1961.963847
scale2,4,-150.61122,1911.479539
scale2,8,138.4382,1328.008
scale2,5,-461.34546,1665.4228469999998
scale2,33,-483.92584,281.098
scale2,18,-143.39253,997.2873079999999
scale2,6,-454.3648,1571.103692
scale2,6,-451.85263,1261.6818469999998
scale1,27,128.93204,804.334384
scale1,46,68.56863,1152.617615
scale1,26,47.763233,947.696077
scale1,4,-33.98873,1499.934231
scale1,43,125.47149,1021.9428469999999
scale1,25,45.39331,876.5570769999999
scale1,42,71.840805,1029.5044619999999
scale1,23,54.393208,948.017153
scale1,5,-21.003662,937.2179239999999
scale1,24,-5.058449,1091.1180769999999
scale1,19,35.681396,927.458846
scale1,2,-4.7626247,998.2539999999999
scale1,44,107.62454,796.236693
scale1,65,90.93277,988.602462
scale1,45,20.178314,1121.466924
scale1,28,39.617626,1060.016923
scale1,13,27.588215,929.1438459999999
scale1,56,78.77016,835.446692
scale1,40,30.622742,794.642077
scale1,41,95.71677,1050.195692
scale1,6,-1.7704811,855.712846
scale1,51,59.171677,875.314308
scale1,36,83.97136,898.464923
scale1,21,39.645298,786.189769
scale1,8,-7.600033,1059.845846
scale1,57,144.74268,814.504615
scale1,39,173.56754,733.081692
scale1,9,-53.736877,950.467462
scale1,58,21.449673,970.3186159999999
scale1,47,45.244377,775.899692
scale1,1,23.358376,1254.4627699999999
scale1,35,193.52675,896.2529999999999
scale1,3,3.3785706,927.5538459999999
scale1,17,58.3465,774.156154
scale1,53,50.69665,805.074308
scale1,34,54.947742,682.1793839999999
scale1,18,14.984081,1203.534384
scale1,50,16.08007,865.033231
scale1,62,260.93893,1276.8905379999999
scale1,66,14.042587,1663.098385
scale1,20,77.839615,695.433539
scale1,37,-1.9292164,1042.3306149999999
scale1,32,-11.191944,836.260308
scale1,31,80.116974,1530.346153
scale1,49,50.471294,800.497846
scale1,7,-204.18811,1182.7620769999999
scale1,15,-197.39891,988.500154
scale1,10,-145.41081,1042.323154
scale1,60,80.69211,1897.5079999999998
scale1,63,134.34741,1533.161077
scale1,59,59.62713,1809.128616
scale1,55,60.734894,755.8196929999999
scale1,14,-146.23926,1000.5079999999999
scale1,12,20.870281,825.16477
scale1,54,109.07611,1121.839538
scale1,52,-221.08508,1570.234769
scale1,48,421.93597,769.760462
scale1,30,79.05058,784.4069999999999
scale1,16,-140.65985,947.655769
scale1,11,-22.607014,856.0216919999999
scale1,61,145.26573,1632.843615
scale1,38,151.47888,971.4723849999999
scale1,29,77.32793,1223.303154
scale1,64,137.76471,978.256615
scale1,22,-133.1021,807.7601539999999
scale1,33,72.365265,980.5169999999999
rotate2,2,-0.78526306,3383.399231
rotate2,13,-4.451248,3527.874616
rotate2,8,-4.451248,40.628077
rotate2,3,7.0773315,3073.436615
rotate2,2,4.285904,3147.491
rotate2,13,-2.5228806,7746.136154
rotate2,8,-2.5228806,71.115462
rotate2,3,-75.0,292.69861599999996
rotate2,2,3.5247498,2776.744308
rotate2,2,-75.0,69.49822999999999
rotate2,13,-75.0,222.38723
rotate2,2,3.4849472,3270.0933069999996
rotate2,13,4.167053,3352.9713079999997
rotate2,8,6.0410385,3042.763846
rotate2,3,4.408989,2903.1104619999996
rotate2,7,4.4835663,2248.372923
rotate2,12,9.715065,2206.553769
