successful,drag,num[i],x1,y1,z1,totaltime,offset
1,drag1,2,249.65326,437.65808,0.19999999,2772.481077,51.95419895714892
1,drag1,3,440.38837,632.50586,0.19999999,2608.4369229999998,45.11715202462259
1,drag1,4,427.4064,451.64716,0.19999999,2255.237538,61.19336148296994
1,drag1,5,268.62692,623.5129,0.19999999,3667.003461,49.12007317839396
1,drag1,9,261.63663,568.5558,0.19999999,1892.719924,48.97854959339409
1,drag1,17,445.38144,727.4317,0.19999999,3571.1671539999998,52.10918667418237
1,drag1,16,258.64078,727.4317,0.19999999,2200.644154,53.092094214859635
1,drag1,7,444.3828,539.5784,0.19999999,2489.689847,47.86881045592965
1,drag1,4,441.38696,452.64636,0.19999999,2533.137308,58.95382181458978
1,drag1,10,270.62415,252.80249,0.19999999,3388.409308,56.06030753531176
1,drag1,2,256.64355,435.65964,0.19999999,2972.412461,51.46391352773732
1,drag1,11,452.3717,261.79547,0.19999999,2856.065846,51.81182402618943
1,drag1,4,455.36755,434.66043,0.19999999,2897.041846,47.37872717090944
1,drag1,18,267.6283,818.36066,0.19999999,3974.2696929999997,40.26780309243997
1,drag1,2,256.64355,421.67056,0.19999999,2919.299,51.739425038411824
1,drag1,19,465.3537,812.36536,0.19999999,3704.461308,42.65399682173378
1,drag1,13,454.36893,144.88681,0.19999999,3306.4223079999997,51.9031728853734
1,drag1,6,253.64772,339.7346,0.19999999,2644.384846,48.728457204340465
1,drag1,12,271.62274,179.85948,0.19999999,3865.211461,46.0835155647043
1,drag1,8,466.3523,349.72678,0.19999999,2939.283846,47.45737945392553
1,drag1,19,452.3717,804.3716,0.19999999,3227.333769,43.38527595994552
1,drag1,22,257.64218,997.22095,0.19999999,3588.4449999999997,42.20091004920923
1,drag1,18,261.63663,801.3739,0.19999999,2084.598462,54.81077979549822
1,drag1,23,472.54688,983.2319,0.19999999,2391.279154,45.809458019636
1,drag1,14,275.61722,32.97424,0.19999999,5474.180539,53.25386754833564
1,drag1,11,464.35507,245.80797,0.19999999,3176.6780009999998,45.171354532954545
1,drag1,10,264.63245,242.8103,0.19999999,2957.976462,55.080548268317685
1,drag1,15,463.35645,69.94536,0.19999999,3875.6180769999996,51.818527275526115
1,drag1,17,468.34952,721.4364,0.19999999,4263.4195389999995,48.48712158203125
1,drag1,20,266.6297,901.29584,0.19999999,3470.2298459999997,46.130565886630066
1,drag1,21,450.37448,892.30286,0.19999999,2391.985769,48.30089943640348
1,drag1,16,267.6283,699.45355,0.19999999,2370.699538,53.82142609172217
1,drag1,24,167.767,60.95238,0.19999999,4166.406847,51.66688260598003
1,drag1,26,367.4896,244.80875,0.19999999,2763.160231,50.140487058651274
1,drag1,27,166.76839,243.80952,0.19999999,2335.5124619999997,50.966194501436526
1,drag1,25,370.48544,64.94926,0.19999999,3197.392462,53.23570206134702
1,drag1,66,548.2386,1007.21313,0.19999999,3359.2086919999997,47.744397331861634
1,drag1,41,355.50626,819.35986,0.19999999,5216.8253079999995,46.168822341633906
1,drag1,42,371.48407,998.22015,0.19999999,2148.047923,41.16363044716965
1,drag1,65,560.2219,814.3638,0.19999999,3899.3756919999996,51.24656691479246
1,drag1,36,176.75452,524.59015,0.19999999,2545.555692,49.79748847333377
1,drag1,38,363.49515,721.4364,0.19999999,3902.024846,50.4363822071692
1,drag1,39,167.767,715.44104,0.19999999,3189.3258459999997,58.07484907793782
1,drag1,37,348.51596,535.5816,0.19999999,2571.578308,47.83572123618195
1,drag1,16,271.62274,718.4387,0.19999999,3746.5150009999998,48.38287168120675
