      ,,47.955597,663.65436,0.78999996
      ,,48.954063,661.6566,0.82
      ,,63.354305,658.00995,0.9
      ,,78.09718,656.65796,0.95
      ,,90.00743,656.65796,0.96999997
      ,,102.93596,656.65796,0.96999997
      ,,113.80378,655.00226,0.96999997
      ,,128.53171,651.7478,0.96999997
      ,,141.84021,650.3796,0.96999997
      ,,154.44304,647.5894,0.96999997
      ,,166.03792,646.6632,0.96999997
      ,,177.0002,645.6637,0.96999997
      ,,189.86314,644.158,0.96999997
      ,,202.08125,643.66473,0.96999997
      ,,211.52757,642.5448,0.96999997
      ,,222.31761,642.6653,0.96999997
      ,,233.9794,642.6653,0.96999997
      ,,245.05164,643.66473,0.96999997
      ,,254.59274,643.66473,0.96999997
      ,,263.35596,645.81354,0.96999997
      ,,269.69043,646.6632,0.96999997
      ,,277.9395,649.26025,0.96999997
      ,,285.55725,654.4808,0.96999997
      ,,292.3941,659.9049,0.96999997
      ,,298.8747,663.1152,0.96999997
      ,,303.8828,664.6948,0.96999997
      ,,309.09473,668.34235,0.96999997
      ,,313.67145,669.6512,0.96999997
      ,,317.63455,669.6512,0.96999997
      ,,321.97385,670.92255,0.96999997
      ,,327.8644,670.6507,0.96999997
      ,,330.58636,670.6507,0.96999997
      ,,333.3973,671.65015,0.96999997
      ,,336.2012,671.65015,0.96999997
      ,,339.32706,671.65015,0.97999996
      ,,340.8195,672.78467,1.0
      ,,342.62494,672.64966,1.0
      ,,344.18127,672.64966,1.01
      ,,344.96423,672.64966,1.01
      ,,345.8683,673.8375,1.02
      ,,346.86472,674.8344,1.04
      ,,348.06958,674.6486,1.04
      ,,348.87997,674.6486,1.04
      ,,349.67624,674.6486,1.04
      ,,350.50934,674.6486,1.05
      ,,350.6753,674.6486,1.06
      ,,350.6753,674.6486,1.0699999
      ,,352.0649,674.6486,1.0799999
      ,,351.67438,674.6486,1.09
      ,,351.67438,674.6486,1.11
      ,,354.07,673.25146,1.11
      ,,355.17114,673.6491,1.11
      ,,354.6716,671.0096,1.11
      ,,354.6716,669.20703,1.11
      ,,354.6716,668.3905,1.11
      ,,354.6716,667.2632,1.11
      ,,354.6716,666.6528,1.11
      ,,354.6716,665.342,1.13
      ,,354.6716,664.5959,1.13
      ,,354.6716,662.72345,1.13
      ,,354.6716,662.1551,1.13
      ,,354.6716,661.58325,1.13
      ,,354.6716,660.582,1.13
      ,,354.6716,659.3963,1.13
      ,,354.6716,658.6569,1.14
      ,,354.6716,658.6569,0.97999996
      ,,354.6716,657.6575,0.97999996
drag1,2,354.6716,657.6575,0.97999996,1737.490846,62.848351278889155
      ,,352.67346,747.6106,1.13
      ,,362.233,747.6106,1.13
      ,,382.4912,749.08405,1.13
      ,,404.80533,753.2646,1.13
      ,,428.3451,762.79114,1.13
      ,,452.11313,778.34735,1.13
      ,,473.78363,790.0013,1.13
      ,,498.7071,803.0306,1.13
      ,,523.3763,818.6312,1.13
      ,,546.5142,837.3324,1.13
      ,,567.17346,857.2521,1.13
      ,,585.5064,874.4741,1.13
      ,,595.8715,888.01465,1.13
      ,,603.4229,900.99854,1.13
      ,,611.9365,911.02856,1.13
      ,,622.0669,920.9489,1.13
      ,,627.208,930.1634,1.13
      ,,631.89844,938.2202,1.13
      ,,636.03796,945.67664,1.13
      ,,640.1211,951.5751,1.13
      ,,644.7283,961.475,1.13
      ,,648.369,968.3729,1.13
      ,,651.17706,970.2746,1.13
      ,,652.39594,973.0827,1.13
      ,,653.7901,974.88763,1.13
      ,,654.6089,975.4919,1.13
      ,,654.3941,976.99115,1.13
      ,,655.0354,979.1319,1.13
      ,,655.8927,979.9895,1.13
      ,,655.3932,980.68506,1.13
      ,,656.42993,981.52655,1.13
      ,,657.5815,982.6786,1.13
      ,,656.37976,982.4883,1.13
      ,,655.3081,982.4883,1.13
      ,,654.19855,982.4883,1.13
      ,,653.26764,982.4883,1.13
      ,,653.395,981.48773,1.13
      ,,651.89636,981.4888,1.13
      ,,649.9645,980.4893,1.13
      ,,650.39777,979.4763,1.13
      ,,648.8992,979.4898,1.13
      ,,649.3987,979.4898,1.0799999
      ,,649.3987,979.4898,0.87
drag1,3,649.3987,979.4898,0.87,1428.9930769999999,56.80079943746023
      ,,720.333,1087.4336,0.88
      ,,720.333,1073.0693,0.88
      ,,720.333,1036.4067,0.88
      ,,717.9401,1013.89124,0.88
      ,,713.30475,999.34033,0.88
      ,,708.82513,983.77155,0.88
      ,,705.42194,967.8711,0.88
      ,,701.80634,951.785,0.88
      ,,699.28174,934.73456,0.88
      ,,696.5796,912.9843,0.88
      ,,694.6576,888.4476,0.88
      ,,692.8551,871.02246,0.88
      ,,689.7229,855.6812,0.88
      ,,688.2453,839.50586,0.88
      ,,686.4446,825.13135,0.88
      ,,684.62787,808.6732,0.88
      ,,683.36725,793.1716,0.88
      ,,682.00793,780.0697,0.88
      ,,681.3691,773.005,0.88
      ,,680.3945,761.7745,0.88
      ,,680.37006,751.6857,0.88
      ,,680.37006,739.975,0.88
      ,,680.37006,730.54156,0.88
      ,,680.37006,725.0119,0.88
      ,,680.37006,717.51575,0.88
      ,,680.37006,710.9744,0.88
      ,,680.37006,707.3356,0.88
      ,,680.37006,703.7292,0.88
      ,,680.37006,697.8428,0.88
      ,,680.37006,692.483,0.88
      ,,680.37006,689.64075,0.88
      ,,680.37006,689.28687,0.88
      ,,680.37006,689.1356,0.9
      ,,680.37006,688.6413,0.93
