     ,f1d,570.4718,715.62726,0.32999998
     ,f2d,456.57724,855.5544,0.42
     ,f1m,570.4718,717.6295,0.32999998,f2m,456.57724,855.5544,0.42
     ,f1m,558.7033,722.926,0.32999998,f2m,456.57724,855.5544,0.42
     ,f1m,549.20966,726.26263,0.32999998,f2m,456.57724,855.5544,0.42
     ,f1m,548.4921,728.0685,0.32999998,f2m,456.57724,855.5544,0.42
     ,f1m,546.5762,728.6205,0.32999998,f2m,456.57724,855.5544,0.42
     ,f1m,544.7703,729.62,0.32999998,f2m,456.57724,855.5544,0.42
     ,f1m,543.49677,729.62,0.32999998,f2m,456.57724,855.5544,0.48
     ,f1m,542.1729,730.94434,0.35,f2m,456.57724,855.5544,0.55
     ,f1m,541.4248,731.6928,0.38,f2m,456.57724,855.5544,0.57
     ,f1m,541.4986,732.57495,0.41,f2m,456.57724,855.5544,0.59
     ,f1m,541.4986,734.3836,0.41,f2m,456.57724,855.5544,0.64
     ,f1m,541.4986,736.191,0.42999998,f2m,456.57724,855.5544,0.65999997
     ,f1m,541.4986,737.1161,0.44,f2m,456.57724,855.5544,0.69
     ,f1m,541.4986,736.61633,0.45999998,f2m,456.57724,855.5544,0.69
     ,f1m,541.4986,736.61633,0.48999998,f2m,456.57724,855.5544,0.7
     ,f1m,541.4986,736.61633,0.48999998,f2m,448.52362,863.4236,0.7
     ,f1m,541.4986,735.9951,0.5,f2m,438.10837,874.0307,0.71999997
     ,f1m,542.9241,734.19086,0.5,f2m,430.89398,882.67413,0.71999997
     ,f1m,544.7388,732.37537,0.5,f2m,424.87714,888.2668,0.71999997
     ,f1m,547.5507,730.5617,0.5,f2m,419.43842,892.70825,0.71999997
     ,f1m,548.4921,728.6205,0.5,f2m,413.9182,899.0795,0.71999997
     ,f1m,549.16223,726.2802,0.5,f2m,408.6094,901.20135,0.71999997
     ,f1m,552.4389,722.6732,0.5,f2m,404.67493,903.0048,0.71999997
     ,f1m,553.77594,720.0474,0.5,f2m,402.33868,905.81696,0.71999997
     ,f1m,557.6955,715.30963,0.5,f2m,400.62906,906.52783,0.71999997
     ,f1m,560.39087,712.71906,0.5,f2m,398.72104,908.4366,0.71999997
     ,f1m,561.0955,709.4004,0.5,f2m,397.01733,910.141,0.71999997
     ,f1m,564.52185,705.58795,0.5,f2m,394.11282,911.56976,0.71999997
     ,f1m,566.8105,704.633,0.5,f2m,392.3014,913.8593,0.71999997
     ,f1m,570.6103,702.63403,0.5,f2m,389.50073,916.6612,0.71999997
     ,f1m,572.41907,699.68646,0.5,f2m,386.69287,919.47015,0.71999997
     ,f1m,575.2317,697.8722,0.5,f2m,384.87933,921.52,0.71999997
     ,f1m,577.0249,696.0783,0.5,f2m,382.52753,923.07837,0.71999997
     ,f1m,581.6008,691.5004,0.5,f2m,378.88956,924.898,0.71999997
     ,f1m,588.25543,686.04254,0.5,f2m,376.45142,927.71686,0.71999997
     ,f1m,593.47144,681.631,0.5,f2m,372.64096,930.5293,0.71999997
     ,f1m,594.4496,679.82983,0.5,f2m,370.84055,934.1456,0.71999997
     ,f1m,596.075,679.0195,0.5,f2m,369.6577,935.13983,0.71999997
     ,f1m,597.8804,677.2133,0.5,f2m,368.22513,935.51276,0.71999997
     ,f1m,598.69653,675.3973,0.51,f2m,366.40982,938.76196,0.71999997
     ,f1m,600.5041,675.6481,0.51,f2m,365.60135,941.5697,0.71999997
     ,f1m,602.3089,673.7825,0.51,f2m,363.92993,942.37573,0.71999997
     ,f1m,603.4413,672.2914,0.51,f2m,361.98563,943.50854,0.71999997
     ,f1m,604.91974,671.65015,0.51,f2m,360.18658,944.98773,0.71999997
     ,f1m,604.4403,670.6507,0.51,f2m,359.667,945.80975,0.71999997
     ,f1m,604.4403,670.6507,0.51,f2m,358.16837,947.0068,0.71999997
     ,f1m,604.4403,669.7367,0.51,f2m,358.6679,947.5065,0.71999997
     ,f1m,604.4403,669.1514,0.51,f2m,358.6679,947.5065,0.71999997
     ,f1m,605.5951,668.65173,0.51,f2m,357.66882,948.506,0.71999997
     ,f1m,605.4394,667.6522,0.51,f2m,356.72073,949.50543,0.71999997
     ,f1m,605.4394,667.6522,0.51,f2m,355.79022,949.50543,0.71999997
     ,f1m,605.4394,666.6528,0.51,f2m,355.6707,949.50543,0.72999996
     ,f1m,605.4394,666.6528,0.51,f2m,355.6707,949.50543,0.75
     ,f1m,605.4394,666.6528,0.51,f2m,355.6707,950.66754,0.78
     ,f1m,605.4394,666.6528,0.51,f2m,355.6707,950.50494,0.78999996
     ,f1m,605.4394,666.6528,0.51,f2m,354.6716,950.50494,0.78999996
     ,f1m,605.4394,666.6528,0.51,f2m,353.67252,950.50494,0.82
     ,f1m,605.4394,665.2404,0.51,f2m,353.67252,950.50494,0.84999996
     ,f1m,605.4394,664.15405,0.51,f2m,353.67252,952.00415,0.84999996
     ,f1m,605.4394,664.6538,0.51,f2m,353.67252,951.5044,0.85999995
     ,f1m,606.6028,664.6538,0.51,f2m,353.67252,951.5044,0.85999995
     ,f1m,606.4385,664.6538,0.51,f2m,353.67252,951.5044,0.87
     ,f1m,606.4385,664.6538,0.51,f2m,353.67252,951.5044,0.89
     ,f1m,607.4777,664.6538,0.51,f2m,353.67252,952.54407,0.9
     ,f1m,609.2856,663.65436,0.51,f2m,353.67252,953.50336,0.91999996
     ,f1m,610.9422,663.65436,0.51,f2m,355.179,954.011,0.91999996
     ,f1m,612.74744,663.65436,0.51,f2m,355.6707,955.81696,0.91999996
     ,f1m,613.9315,663.65436,0.51,f2m,355.6707,957.00146,0.91999996
     ,f1m,614.6182,662.46765,0.51,f2m,355.6707,956.5018,0.91999996
     ,f1m,615.5231,662.65485,0.51,f2m,355.6707,956.5018,0.91999996
     ,f1m,617.615,661.6554,0.51,f2m,355.6707,956.5018,0.91999996
     ,f1m,617.4283,660.1561,0.51,f2m,355.6707,956.5018,0.91999996
     ,f1m,617.4283,659.54443,0.51,f2m,355.6707,956.5018,0.91999996
     ,f1m,617.4283,659.65643,0.51,f2m,355.6707,955.00256,0.75
     ,f1u,617.4283,659.65643,0.51,f2u,355.6707,955.00256,0.75
scale1,27,26.981838,1674.853077
     ,f1d,581.4616,1314.3154,0.24
     ,f2d,689.3617,1134.4092,0.29
     ,f1m,581.4616,1314.3154,0.25,f2m,689.3617,1134.4092,0.29
     ,f1m,581.4616,1314.3154,0.31,f2m,689.3617,1134.4092,0.29
     ,f1m,581.4616,1314.3154,0.34,f2m,689.3617,1134.4092,0.29
     ,f1m,581.4616,1314.3154,0.39,f2m,689.3617,1134.4092,0.29
     ,f1m,581.4616,1314.3154,0.42999998,f2m,689.3617,1134.4092,0.29
     ,f1m,581.4616,1314.3154,0.45999998,f2m,689.3617,1134.4092,0.29
     ,f1m,574.70605,1320.693,0.5,f2m,689.3617,1134.4092,0.29
     ,f1m,564.8435,1325.2487,0.5,f2m,689.3617,1134.4092,0.29
     ,f1m,563.5992,1327.0668,0.51,f2m,689.3617,1134.4092,0.29
     ,f1m,560.3427,1330.0149,0.51,f2m,689.3617,1134.4092,0.29999998
     ,f1m,556.0462,1334.7438,0.51,f2m,689.3617,1134.4092,0.32999998
     ,f1m,554.53784,1339.1998,0.51,f2m,689.3617,1134.4092,0.32999998
     ,f1m,552.98785,1343.5504,0.51,f2m,689.3617,1134.4092,0.32999998
     ,f1m,550.92365,1346.4312,0.52,f2m,689.3617,1134.4092,0.32999998
     ,f1m,549.1153,1348.6738,0.52,f2m,689.3617,1134.4092,0.35
     ,f1m,548.4921,1349.2972,0.53,f2m,691.7366,1133.2212,0.35
     ,f1m,546.4973,1350.2933,0.53,f2m,697.34436,1133.4097,0.35
     ,f1m,545.6966,1352.0939,0.53,f2m,700.14984,1132.6119,0.35999998
     ,f1m,545.49493,1352.2957,0.53,f2m,701.97046,1131.4106,0.35999998
     ,f1m,545.49493,1352.2957,0.53,f2m,703.7814,1129.9785,0.39
     ,f1m,544.49585,1354.5425,0.53,f2m,708.83984,1129.1638,0.39
     ,f1m,542.4426,1356.3486,0.53,f2m,709.39825,1129.4117,0.39
     ,f1m,540.6382,1359.1532,0.53,f2m,710.2036,1129.4117,0.39
     ,f1m,538.15283,1360.9656,0.53999996,f2m,712.0152,1126.7386,0.39
     ,f1m,536.0174,1362.7764,0.53999996,f2m,712.34045,1124.9277,0.39
     ,f1m,534.2147,1365.5792,0.55,f2m,713.3395,1123.1245,0.39
     ,f1m,533.50604,1366.2883,0.55,f2m,713.3395,1123.4149,0.41
     ,f1m,532.59796,1368.1963,0.55,f2m,714.33856,1122.4154,0.41
     ,f1m,530.80835,1369.9866,0.55,f2m,716.0372,1121.4159,0.41
     ,f1m,528.4564,1371.8126,0.55,f2m,717.3358,1120.4164,0.41
     ,f1m,524.8361,1373.6234,0.55,f2m,718.6735,1119.0782,0.41
     ,f1m,520.06024,1375.4364,0.55,f2m,718.3349,1118.4175,0.41
     ,f1m,517.56586,1378.237,0.55,f2m,719.28894,1118.4175,0.41
     ,f1m,515.76013,1379.2816,0.55,f2m,720.0956,1117.6555,0.41
     ,f1m,513.52454,1380.2811,0.55,f2m,721.4917,1115.839,0.41
     ,f1m,512.1419,1381.6642,0.55,f2m,722.3312,1115.4191,0.41
     ,f1m,510.33145,1383.4755,0.55,f2m,724.52515,1112.2246,0.41
     ,f1m,508.52722,1383.2795,0.55,f2m,725.3303,1112.4205,0.41
     ,f1m,505.9175,1385.0856,0.55,f2m,726.13464,1111.614,0.41
     ,f1m,503.91565,1385.2784,0.55,f2m,726.32745,1110.4216,0.42
     ,f1m,502.1346,1388.078,0.58,f2m,727.7266,1110.4216,0.42
     ,f1m,502.5347,1391.751,0.59,f2m,730.79913,1109.1843,0.42999998
     ,f1m,501.48776,1394.3695,0.59,f2m,731.3707,1108.3749,0.42999998
     ,f1m,498.82248,1395.2733,0.59,f2m,732.1799,1106.5658,0.44
     ,f1m,496.86847,1396.9438,0.59,f2m,732.3219,1104.4248,0.45
     ,f1m,493.58292,1398.7515,0.59,f2m,732.3219,1104.4248,0.45999998
     ,f1m,493.24353,1400.5703,0.59,f2m,733.321,1104.4248,0.47
     ,f1m,493.54303,1401.3226,0.59,f2m,733.321,1104.4248,0.47
     ,f1m,492.63394,1403.1791,0.59,f2m,733.321,1104.4248,0.47
     ,f1m,492.54395,1404.2686,0.59,f2m,733.321,1104.4248,0.47
     ,f1m,491.01614,1405.797,0.59,f2m,733.321,1104.4248,0.48
     ,f1m,490.5458,1406.2676,0.59,f2m,733.321,1104.4248,0.48999998
     ,f1m,489.54672,1406.2676,0.59,f2m,734.4743,1103.271,0.48999998
     ,f1m,488.54764,1406.2676,0.59,f2m,734.32007,1102.4657,0.48999998
     ,f1m,487.67093,1406.2676,0.59,f2m,734.32007,1102.4258,0.48999998
     ,f1m,485.9779,1406.2676,0.59,f2m,734.32007,1102.4258,0.48999998
     ,f1m,485.05087,1406.2676,0.59,f2m,734.32007,1102.4258,0.48999998
     ,f1m,485.5504,1407.2687,0.59,f2m,734.32007,1102.4258,0.48999998
     ,f1m,484.7353,1408.2665,0.59,f2m,734.32007,1102.4258,0.48999998
     ,f1m,483.73712,1408.2665,0.59,f2m,734.32007,1102.4258,0.48999998
     ,f1m,483.15976,1408.2665,0.59,f2m,734.32007,1102.4258,0.48999998
     ,f1m,483.55228,1409.3481,0.59,f2m,734.32007,1102.4258,0.48999998
     ,f1m,482.06784,1411.7504,0.59,f2m,734.32007,1102.4258,0.48999998
     ,f1m,482.5532,1412.7642,0.59,f2m,734.32007,1102.4258,0.48999998
     ,f1m,482.5532,1412.2644,0.59999996,f2m,734.32007,1102.4258,0.48999998
     ,f1m,482.5532,1412.2644,0.61,f2m,734.32007,1102.4258,0.48999998
     ,f1m,481.5541,1412.7634,0.61,f2m,734.32007,1102.4258,0.48999998
     ,f1m,481.5541,1413.2639,0.63,f2m,734.32007,1102.4258,0.48999998
