index,MT,d
12--3,1624351122891,56.85150156746673
13--4,779,274.0763881381542
14--5,808,182.85987389971265
15--9,873,275.0214262899778
19--17,750,98.3350996957271
117--16,864,263.4663589703402
116--7,812,194.9857500160729
17--4,703,292.636370144373
14--10,763,95.11478024568794
110--2,768,297.505496720488
12--11,809,198.00668744656426
111--4,767,250.79660228704714
14--18,871,180.99374271669714
118--2,807,431.725778576377
12--19,870,366.241853704689
119--13,984,404.85454907479664
113--6,1387,669.4888450702409
16--12,845,288.589430372119
112--8,771,185.37723256172598
18--19,817,264.2027458811683
119--22,910,485.6370637554564
122--18,888,274.8715384197573
118--23,790,180.8835141634883
123--14,819,278.31080148780933
114--11,1703,989.3944296473029
111--10,913,286.9046106742305
110--15,859,213.81770496327064
115--17,857,271.00221495451206
117--20,946,649.5301698580877
120--21,853,286.7742376637798
121--16,828,206.18939144745104
116--9,867,286.8029709371344
19--8,847,190.91619433522413
18--6,711,274.10777373482074
16--7,881,212.04525474784703
17--24,844,270.63525544612855
124--26,1104,564.5848090499478
126--27,840,271.9618633003654
127--25,838,194.79361953954825
125--66,865,258.4889650347591
166--41,957,967.2514724082235
141--42,866,287.66935858959357
142--65,788,188.7112968237778
165--36,771,265.2093317360162
136--38,947,486.1159682773936
138--39,822,266.29173359504927
139--37,1048,182.92093557623264
137--16,771,240.5622961373422
116--56,843,213.77659884717835
156--20,938,274.7869800672515
120--53,829,190.82929476344995
153--59,875,299.49578720552694
159--30,1203,737.299655259034
130--29,777,268.5854812383438
129--60,832,199.06149241091072
160--33,852,261.6627518319322
133--62,760,225.5691693259405
162--61,816,270.8529481410905
161--34,787,194.35206636359953
134--6,824,258.5206291414326
16--48,872,284.9255052248724
148--12,952,301.5622925836439
112--49,847,175.48705681707295
149--51,847,281.8498186177508
151--2,761,312.39556289924934
12--5,788,291.01228217540734
15--50,805,182.07041962721368
150--37,882,267.2288982832991
137--64,788,305.3988830774775
164--38,1138,272.650222231629
138--63,704,192.04852393801644
163--29,797,269.24744035286653
129--31,908,437.4972632661451
131--28,736,272.43575857858286
128--30,762,188.618765331643
130--42,770,231.72099870436801
142--40,948,656.4879421557995
140--41,821,256.74448155139663
141--43,785,190.32756155675986
143--45,873,265.586944104844
145--82,740,89.60639395989269
182--80,827,286.08754615224814
180--44,752,204.95939761424566
144--57,725,264.4061203587145
157--26,1141,910.7823492663655
126--58,659,304.73917675577917
158--25,696,227.79121952497738
125--64,866,295.9629739604656
164--44,1012,708.429481371902
144--38,838,280.8489008369944
138--67,760,187.85321044921875
167--9,748,272.8746522173605
19--53,917,449.63961790372355
153--16,808,260.2363559770487
116--52,978,197.88689518579048
152--74,761,261.79449587749707
174--17,992,559.2554638076303
117--75,656,274.41534285877236
175--7,6314,209.1139864181326
17--38,836,263.58429739171436
138--45,856,213.6151133618753
145--44,892,268.409378091561
144--39,778,198.7265110688121
139--14,774,256.34277404078045
114--47,1384,720.5525747828572
147--46,725,287.40782123598717
146--10,823,210.92041743433168
110--22,753,271.7742616506025
122--86,873,762.6659748394005
186--55,872,278.42200595487304
155--88,810,173.8756067629008
188--70,746,250.35979900249694
170--8,1197,1115.2811040169977
18--13,718,304.5799627105156
113--71,720,239.98099197253438
171--78,740,283.4896648062324
178--83,888,572.5666679414238
183--21,752,284.38321567589975
121--85,715,193.94114890771365
185--19,735,238.06078386724909
119--77,760,325.8564182075739
177--76,632,281.9322141793106
176--23,695,161.87353515625
123--15,770,250.28452423205025
115--69,1536,954.2549780973858
169--11,783,267.7241494048806
111--68,753,178.79638858819385
168--21,804,256.5145848691815
121--75,899,862.2526014841463
175--17,838,250.53634451443835
117--78,821,167.95730091150466
178--54,837,291.9729251580209
154--22,975,607.5267008264958
122--18,706,275.6562381663797
118--55,772,205.86103351760968
155--4,780,270.5706017025457
14--73,1099,688.5810607696284
173--72,778,255.71255249307924
172--3,700,187.98322506542897
13--90,821,279.7403539837546
190--77,855,546.7271472920812
177--23,769,246.63051262818504
123--92,753,205.89256972366303
192--67,742,297.4315783400642
167--82,770,315.02765599972895
182--84,840,263.410721600903
184--44,761,175.78551136421277
144--38,770,240.98267704961722
138--45,829,189.85431095840127
145--44,845,277.6164238814517
144--39,765,189.25558777743174
139--42,825,262.0595988405645
142--87,786,328.0711620337548
187--89,819,269.31780924043966
189--43,733,203.71707153320313
143--42,798,254.17964514064394
142--91,767,194.3098720468771
191--89,686,248.15813160568337
189--66,717,169.1910260942476
166--56,753,265.89585827184317
156--81,876,482.42251293481894
181--20,779,276.4473158627215
120--79,752,206.84808226500087
179--33,820,290.8531506668535
133--35,1189,739.3324055601814
135--34,825,276.9712468277677
134--32,874,202.1338474100357
