index,MT,d
12--3,1624171701418,79.07182050216667
13--4,1218,263.5083627531863
14--5,1084,182.92527408928348
15--9,1005,295.30777100071145
19--17,1134,130.9929004481066
117--16,943,264.9577857195632
116--7,920,188.73788452148438
17--4,875,275.0214281612417
14--10,928,100.20474491616987
110--2,983,248.04249616205567
12--11,995,175.86257934570313
111--4,893,262.81596526792623
14--18,890,174.87480870633175
118--2,905,434.30912514197064
12--19,1185,383.8301530552336
119--13,1001,434.300012368114
113--6,867,658.8193814971232
16--12,826,276.2737572195345
112--8,1065,189.86217432570896
18--19,904,266.2974964047576
119--22,863,482.6601160660114
122--18,878,263.8147337393386
118--23,867,202.04234259539237
123--14,988,261.64733791072746
114--11,1152,958.6690394805332
111--10,1097,274.7758952883044
110--15,914,202.01907849372196
115--17,984,252.16411068051076
117--20,881,650.7401259377597
120--21,742,288.19122031945494
121--16,709,209.05426915969215
116--9,747,304.80289815227076
19--8,826,139.25001098159692
18--6,733,294.12027395303915
16--7,890,174.75726318359375
17--24,884,253.27272417580627
124--26,1350,551.5771472756286
126--27,894,252.28795473155122
127--25,935,199.7226104736328
125--66,905,262.9019445918154
166--41,1015,928.8747097372399
141--42,714,265.67366937736176
142--65,1046,198.06837513604003
165--36,854,272.88836146953076
136--38,904,466.0808680250123
138--39,1047,239.0035747553288
139--37,955,193.3142512239592
137--16,796,277.3117534618214
116--56,918,210.60508535798283
156--20,1057,291.01527766828644
120--53,830,180.77381862119185
153--59,936,262.05962058703767
159--30,1019,753.5049712336622
130--29,946,253.54701755960875
129--60,949,177.4111490955555
160--33,1152,266.0288368195007
133--62,833,205.07877657218467
162--61,1087,286.0918368969296
161--34,844,177.87670570988934
134--6,743,245.1080346281637
16--48,735,306.8836717735786
148--12,1022,285.12826341893305
112--49,889,208.97906262201414
149--51,935,281.8391197304578
151--2,969,285.7767333984375
12--5,901,267.75169361556317
15--50,822,187.87712808272178
150--37,908,279.7268089587738
137--64,838,331.8441249383522
164--38,918,255.8804170799697
138--63,859,209.73016343418078
163--29,686,268.4731295219273
129--31,809,445.7212350622279
131--28,777,249.03290966781358
128--30,970,177.1085570606827
130--42,1039,260.7827926053613
142--40,882,645.49560546875
140--41,851,271.40891795332254
141--43,916,199.74510563156775
143--45,995,260.06629077574746
145--82,854,82.79203594221912
182--80,1231,286.06836031703597
180--44,976,177.76437666653536
144--57,837,267.8660740553869
157--26,1137,856.8460655923351
126--58,968,257.75186674679736
158--25,1111,200.21191086074583
125--64,1335,276.9015808063511
164--44,972,679.7923482248096
144--38,781,275.5676267233966
138--67,775,192.85970696497287
167--9,1149,275.4855751488066
19--53,934,469.1376622433426
153--16,1005,268.4402854544274
116--52,1109,184.96217510324004
152--74,939,276.2263819948174
174--17,877,571.3325040212217
117--75,842,280.7462641428446
175--7,869,190.74557688724232
17--38,775,274.7869800672515
138--45,771,197.07749210723702
145--44,866,275.4855324221042
144--39,1100,202.740607578535
139--14,883,270.7874858414494
114--47,1087,695.4243432906583
147--46,911,268.20535291908425
146--10,967,191.06239327537995
110--22,890,283.9532275497597
122--86,874,758.4081281293502
186--55,1038,250.56609156267348
155--88,815,152.88375458143165
188--70,1180,249.634443082489
170--8,8192,1123.4466575445963
18--13,914,280.07592066464207
113--71,834,187.9195862990796
171--78,1367,268.4093996641981
178--83,986,562.56403102738
183--21,777,268.409378091561
121--85,799,210.85654926771636
185--19,2039,263.68436101701343
119--77,816,307.560835010223
177--76,1233,252.87216317209302
176--23,776,184.85828802593704
123--15,883,283.9611456425919
115--69,1245,940.2913647761245
169--11,1268,254.9902906684541
111--68,838,160.82637624651582
168--21,1087,264.48482269653607
121--75,1035,867.7376606984482
175--17,830,269.14107463184723
117--78,875,186.8140587689523
178--54,1117,256.5145848691815
154--22,960,588.6215240828548
122--18,1086,293.8707650377024
118--55,896,191.017963077128
155--4,992,268.702579784916
14--73,905,683.0947228312693
173--72,1128,254.2825846167053
172--3,732,174.8634033203125
13--90,807,256.7444406942227
190--77,1198,547.6633173529578
177--23,916,274.9143008085047
123--92,992,183.0721964685282
192--67,1289,247.92608304229373
167--82,810,288.41236281122104
182--84,884,289.09387445831317
184--44,904,170.32322438103188
144--38,855,265.67360522934086
138--45,862,204.1377069283137
145--44,939,276.9015590016251
144--39,900,182.8429965624081
139--42,1047,267.2426163557951
142--87,1030,318.7571693654682
187--89,1030,259.97040543366006
189--43,978,199.73260822726095
143--42,934,260.47521013948455
142--91,948,191.757135957516
191--89,1012,239.67728411977998
189--66,810,193.93953824985505
166--56,803,271.587269886525
156--81,883,506.6675933147509
181--20,992,273.45947681480135
120--79,863,176.14590551804145
179--33,956,271.94285138398806
133--35,938,721.8196743834219
135--34,849,274.1962839428058
134--32,867,200.78339045686386
