index,MT,d
12--3,1624180423943,56.219320684352944
13--4,2304,494.54954973405955
14--5,1438,303.7412341459167
15--9,864,262.84931598665247
19--17,733,113.26656331545847
117--16,642,267.06557312439764
116--7,642,200.14294567507034
17--4,980,260.94307764401697
14--10,654,134.71543870470444
110--2,819,303.7452384842722
12--11,705,210.97472681933385
111--4,2180,296.5820535535446
14--18,5856,149.538664912672
118--2,1007,464.39824673395833
12--19,1096,362.73863819581834
119--13,1220,421.6409573917155
113--6,1268,652.7377779776224
16--12,1039,246.5594173530389
112--8,981,172.4334316833959
18--19,963,271.2901562075311
119--22,1038,465.60183437861923
122--18,970,296.02105215481447
118--23,757,193.87171996857134
123--14,957,267.74568338756376
114--11,1068,970.4547020107693
111--10,818,278.58069710254324
110--15,830,218.73277844196863
115--17,722,272.19878576167997
117--20,907,655.0437916839522
120--21,886,282.6201714816094
121--16,832,202.0326305653142
116--9,891,293.85292721071716
19--8,794,184.07592326244276
18--6,678,299.64556579201053
16--7,921,225.32912485558387
17--24,746,304.46986272388085
124--26,1008,582.8914607799001
126--27,650,267.7516830303884
127--25,850,214.89003931721868
125--66,798,282.50418516085244
166--41,1664,959.0881635670814
141--42,899,366.79275458233064
142--65,1090,188.8762382860775
165--36,909,260.94306841769475
136--38,1002,462.3600845200149
138--39,1075,274.0903615373018
139--37,1118,196.93221714656272
137--16,861,281.469660789311
116--56,1289,201.36903580391987
156--20,1056,287.1855004910402
120--53,803,199.02773306972824
153--59,1153,271.27037476484315
159--30,6106,727.4036545187109
130--29,786,270.5353979097548
129--60,733,201.93122713042152
160--33,727,293.2040453914328
133--62,831,192.13759083378312
162--61,787,273.3632561585906
161--34,778,192.59976411631803
134--6,806,261.4885648980923
16--48,863,295.4604998395022
148--12,947,266.50746497905493
112--49,856,184.7866390782954
149--51,1196,232.19080563374766
151--2,927,338.58545004527457
12--5,1118,268.46541228022664
15--50,614,167.11148453177879
150--37,617,284.3044058667412
137--64,548,314.1386670796112
164--38,1509,279.99054538495756
138--63,547,191.59665510191599
163--29,512,269.3457046839416
129--31,597,439.4259691628757
131--28,586,242.51276576693346
128--30,589,163.78738787077296
130--42,512,268.5974849200147
142--40,721,633.6002333893538
140--41,742,267.85488529006636
141--43,922,217.15008553371376
143--45,685,244.71368226594342
145--82,859,61.561688049070426
182--80,706,283.2517616960549
180--44,734,213.23199718662843
144--57,595,276.07316019524285
157--26,724,857.5179561149437
126--58,587,215.75770446000558
158--25,542,191.83458312165928
125--64,696,258.5302258183343
164--44,716,673.4566653298364
144--38,674,262.0015174883233
138--67,619,216.5175130761574
167--9,643,267.71016568411534
19--53,624,447.0269976220192
153--16,724,270.6400348844124
116--52,633,184.5836172877469
152--74,831,273.43154341545943
174--17,617,532.3207661770967
117--75,729,224.21998045137815
175--7,601,177.77115899986498
17--38,643,274.7732931039267
138--45,630,218.0515873717839
145--44,663,231.79162944964526
144--39,577,173.77015857092366
139--14,703,266.362375926604
114--47,799,667.8344922560765
147--46,791,270.8741824951014
146--10,699,158.58566215070616
110--22,720,253.5863663623526
122--86,908,740.7184270063643
186--55,967,233.97335492983427
155--88,778,162.95599446420096
188--70,744,276.761155617642
170--8,748,1082.1696163163988
18--13,643,252.3530598740732
113--71,595,178.90485865906186
171--78,652,227.80335162617337
178--83,768,513.6608846129974
183--21,752,293.00474014285015
121--85,604,177.8722971556019
185--19,624,246.7053195101852
119--77,835,315.09897586631104
177--76,707,253.35628011658272
176--23,651,240.2760735537649
123--15,706,329.2971724244807
115--69,906,947.3271765022888
169--11,757,261.18944984789937
111--68,702,210.8233980762977
168--21,3400,300.9125746735831
121--75,1191,846.9720403934665
175--17,2395,237.93729529124306
117--78,910,186.0157065935088
178--54,783,228.20456852422063
154--22,938,554.5880195849411
122--18,738,289.9932135117261
118--55,543,190.55791065485084
155--4,6746,287.4896133233958
14--73,834,693.3148434500268
173--72,1349,257.1213926132472
172--3,739,189.40104688097784
13--90,1582,288.37744486140406
190--77,983,589.7559669061247
177--23,874,273.3659963540018
123--92,780,173.72217056659932
192--67,2847,264.51293891561795
167--82,633,289.4243651940397
182--84,737,259.3010459900117
184--44,1137,203.02480689558814
144--38,629,308.3468532957814
138--45,708,228.53974566816444
145--44,781,278.5828138346456
144--39,578,202.611257440906
139--42,730,289.0624199030546
142--87,625,337.4201862641507
187--89,1204,275.35513861440865
189--43,812,206.9542533063246
143--42,732,286.37439218289074
142--91,630,213.78726828095114
191--89,724,267.8204858810907
189--66,912,177.8233113524452
166--56,665,260.90874931348816
156--81,1154,534.6669676450964
181--20,730,311.90965043666625
120--79,664,201.47768431053413
179--33,652,248.01085399266174
133--35,911,691.8595626287357
135--34,623,244.23824071749786
134--32,514,189.76015871819016
