index,MT,d
12--3,1624170061792,64.78787786102104
13--4,1103,274.0763663311813
14--5,1173,201.85219665856283
15--9,1077,241.98973098182702
19--17,1168,82.79209873752939
117--16,903,270.6352344886263
116--7,924,204.91309943101783
17--4,971,260.665695716903
14--10,969,109.20751814797728
110--2,1306,261.35952171903864
12--11,1224,171.28207918712513
111--4,1638,263.71535758317964
14--18,1437,172.9687681560396
118--2,1311,430.7613836708973
12--19,1305,368.76062448402377
119--13,1173,416.9749214149097
113--6,1701,665.4801025390625
16--12,975,297.3924386754263
112--8,1350,227.61497063003466
18--19,1228,284.1269900917677
119--22,1254,470.76050082713385
122--18,1147,274.43252555771494
118--23,1250,215.8683813996307
123--14,1400,278.3589593107742
114--11,1640,968.0348575686461
111--10,1245,277.6121226679312
110--15,1378,199.62881658019475
115--17,1282,272.1409764178029
117--20,1293,662.5305892427813
120--21,1100,263.5748162741317
121--16,1167,178.64080104738764
116--9,1199,285.12827480884204
19--8,1121,199.8663261255818
18--6,1759,254.52670794691286
16--7,1150,181.75033579472603
17--24,1983,263.38853825813493
124--26,1421,552.8579181694648
126--27,1212,283.5404781634857
127--25,1146,193.93954108004706
125--66,1192,268.9544261476742
166--41,1337,991.7464678723817
141--42,1048,290.286097737742
142--65,1086,205.8779261515328
165--36,1038,286.25757570315136
136--38,1248,495.10078460974063
138--39,1167,283.95151765838335
139--37,1038,185.76620778348823
137--16,1266,254.38493631918405
116--56,967,196.25369519703946
156--20,1689,270.53394049892773
120--53,1022,170.11967223533892
153--59,1104,263.8683886846148
159--30,1385,726.004248964744
130--29,1119,249.34589146794622
129--60,1175,182.8571319580078
160--33,1185,263.07377275040477
133--62,1009,212.59831748566066
162--61,1065,239.073658119386
161--34,1301,188.87620825638885
134--6,886,275.56762784273377
16--48,1040,307.50472358016106
148--12,1064,278.52066988485365
112--49,974,216.22053920117202
149--51,993,273.16365205491604
151--2,922,279.89543738130266
12--5,1071,276.49687667265374
15--50,1122,192.16431817754372
150--37,1292,264.9267742536605
137--64,1073,306.35153077849094
164--38,1059,263.48654442529596
138--63,1055,173.86209646122728
163--29,1037,266.33135947046713
129--31,1393,419.9848912821432
131--28,913,250.0830013263829
128--30,977,204.05348682381958
130--42,1010,289.68143767688514
142--40,1062,679.5161408709209
140--41,993,261.5481037190522
141--43,1020,165.78182147591136
143--45,1049,268.54830443295253
145--82,1075,112.02392661784903
182--80,1056,270.20021123856594
180--44,1102,178.66076614119484
144--57,998,285.05042544559797
157--26,1786,859.352890855614
126--58,1130,246.38005921843546
158--25,1010,199.53626891831294
125--64,1057,262.3876072649392
164--44,1193,687.0663260286451
144--38,899,226.97625278463357
138--67,933,166.97120281068644
167--9,938,291.17427175445624
19--53,937,503.97463354692064
153--16,868,254.9560207580728
116--52,954,182.9548886902303
152--74,973,273.48241448574197
174--17,1357,558.353433908075
117--75,818,250.79660144929107
175--7,805,194.75247002487234
17--38,963,292.5861206021918
138--45,894,190.37301340167528
145--44,1106,274.8909157417511
144--39,1006,186.2529010659901
139--14,1031,256.5145737608996
114--47,1293,658.1152379431071
147--46,1268,260.82211413659815
146--10,1340,172.21640793962203
110--22,1140,256.40906171406476
122--86,1121,781.3895263671875
186--55,982,239.6944964025946
155--88,1004,209.1291354798598
188--70,2543,292.1804742437139
170--8,2448,1124.2722239205168
18--13,1203,248.63185859246968
113--71,1002,169.0126922544124
171--78,1072,262.95064054979184
178--83,1095,571.6406977121813
183--21,759,244.58779848540985
121--85,932,187.89573492934232
185--19,1189,285.6220640079594
119--77,932,359.85014418433894
177--76,1298,273.8460082038964
176--23,867,195.67519628972963
123--15,819,272.0568196107902
115--69,2117,956.4219174650664
169--11,1097,231.89662020782862
111--68,940,135.8332009560673
168--21,858,267.0894301172576
121--75,1157,842.1433323876513
175--17,866,249.4052627309446
117--78,925,177.79807384818753
178--54,952,255.84083035659992
154--22,1018,595.9686757569236
122--18,803,296.3191174095615
118--55,800,195.86863986261227
155--4,945,280.897161404414
14--73,1192,703.8725332690866
173--72,994,289.2515595539568
172--3,913,205.716820749715
13--90,985,252.27608037668512
190--77,2219,559.5771232274019
177--23,920,252.8839665619077
123--92,958,198.56811555769806
192--67,1160,281.6481647038044
167--82,1066,305.4121898714054
182--84,1376,273.08051362174956
184--44,1256,203.77832609682264
144--38,965,272.0192567157961
138--45,1147,202.47369855956705
145--44,1039,280.0073079806405
144--39,1183,179.81975457283377
139--42,1078,260.0765872618589
142--87,1323,339.4530404583581
187--89,1092,276.88548871365265
189--43,1164,212.04525992494587
143--42,1086,289.5995790901628
142--91,1167,181.0852701643986
191--89,2084,283.75832301856803
189--66,1030,214.71111414733704
166--56,963,264.4694417422353
156--81,1125,495.37000178631973
181--20,1129,278.4673456436144
120--79,882,204.03879686997377
179--33,1020,262.05370413962197
133--35,1310,716.9628338776031
135--34,1021,261.35065980479044
134--32,877,190.18063253879825
