index,MT,d
12--3,1624168486771,39.61617326354113
13--4,809,286.93863256343485
14--5,759,170.87815775909004
15--9,735,253.4272140041642
19--17,749,75.96693254820491
117--16,601,274.8652273056369
116--7,662,215.2962228209603
17--4,568,286.07703542732065
14--10,669,101.92037963867188
110--2,697,223.85669186841096
12--11,653,211.81265690236503
111--4,591,305.02059769387665
14--18,834,177.96191608983963
118--2,661,395.4544972868131
12--19,724,338.913445605818
119--13,668,396.69491944640424
113--6,842,603.5491569924267
16--12,751,270.3138709289567
112--8,762,163.94255946855705
18--19,581,245.9036501044529
119--22,731,492.5896514322209
122--18,732,233.6003804487558
118--23,706,179.33079746578284
123--14,750,256.51250090630094
114--11,932,946.0921462781499
111--10,554,265.8312164381837
110--15,648,192.73233032226563
115--17,651,232.38751406281523
117--20,678,627.5169168132228
120--21,690,271.2375488542483
121--16,584,216.73587737955623
116--9,623,276.2561180602947
19--8,623,161.4863214455454
18--6,517,285.3339857520117
16--7,658,195.75231651122854
17--24,587,269.99719944626264
124--26,855,558.1276057688941
126--27,669,261.44570428131266
127--25,696,178.79643435312195
125--66,696,260.04290797483907
166--41,928,953.006156384449
141--42,675,323.62007319446286
142--65,732,216.8397644053531
165--36,680,265.762054422696
136--38,662,513.2214096453494
138--39,609,316.0111362868097
139--37,681,226.72400508581703
137--16,613,260.3083085447379
116--56,636,250.58299338535696
156--20,635,253.5776470065133
120--53,614,155.0218424739784
153--59,714,247.6138617983602
159--30,678,739.4084137587489
130--29,715,284.44417637038504
129--60,742,163.86717995106233
160--33,614,195.02234848170008
133--62,621,241.85033303767614
162--61,589,279.46720235249035
161--34,548,199.33551061427042
134--6,617,289.196639927532
16--48,724,281.55032340498343
148--12,851,266.5682234360198
112--49,735,177.47606736307452
149--51,772,240.3363611920382
151--2,752,277.96242919545904
12--5,634,193.6139574418772
15--50,671,198.1228975160543
150--37,715,267.90066449710355
137--64,587,267.0035878627313
164--38,651,300.22421682482604
138--63,646,210.23894324356772
163--29,610,222.0027362119915
129--31,671,417.572401293211
131--28,715,266.4541832494852
128--30,761,203.9972341843421
130--42,596,266.9839332346113
142--40,805,639.8776872229735
140--41,660,268.7894729726937
141--43,626,183.8127239988002
143--45,775,277.67583268157665
145--82,734,74.27070197202579
182--80,828,257.2006745656751
180--44,857,187.80570850589152
144--57,641,245.99934006953063
157--26,915,862.9287291410401
126--58,751,266.2896692105725
158--25,625,178.3027598438642
125--64,696,255.9211747192259
164--44,743,690.394384079162
144--38,612,285.4822736895064
138--67,559,223.0126190859543
167--9,614,250.104984537087
19--53,710,461.50650243647635
153--16,731,245.4013669975496
116--52,614,149.64977879946255
152--74,751,240.73714987163342
174--17,824,574.5857973557644
117--75,642,293.9612077707211
175--7,677,185.18845142723598
17--38,579,294.3159368394016
138--45,639,202.11163423652914
145--44,782,234.68193192989665
144--39,624,165.7958517261357
139--14,567,273.98165873257165
114--47,926,652.1741479812121
147--46,838,245.91221704455074
146--10,968,171.8686238060441
110--22,648,246.82983628604276
122--86,863,776.5379791286605
186--55,795,242.35429825617211
155--88,769,190.36575017724067
188--70,857,267.4150151525789
170--8,1280,1125.3675305806967
18--13,638,230.97367670589736
113--71,726,158.6976199764058
171--78,592,257.8586747504381
178--83,700,547.1835836838609
183--21,595,289.27727372567574
121--85,614,212.40798655238262
185--19,753,269.0858531839983
119--77,596,319.26948651817713
177--76,660,295.2429422000623
176--23,571,149.8484094900687
123--15,623,267.34060928166906
115--69,1090,971.5368105366009
169--11,576,295.6683950707639
111--68,724,206.58849812042575
168--21,836,267.93802719093577
121--75,823,837.5385477834612
175--17,574,214.2236081054018
117--78,567,183.91861344248107
178--54,706,290.0724991147348
154--22,769,592.662298700003
122--18,719,273.19354193720756
118--55,610,193.22131976648552
155--4,782,247.25289832830052
14--73,664,661.6732572319238
173--72,630,290.50379785747015
172--3,534,214.8414676773849
13--90,660,239.47331047371063
190--77,852,560.6509538692707
177--23,807,242.27621927186914
123--92,674,207.3302170849043
192--67,917,278.3142107528405
167--82,602,316.6312016566894
182--84,845,261.8244115360024
184--44,697,189.39390893837654
144--38,677,275.51651524757494
138--45,643,187.5359462642118
145--44,705,260.7507044104412
144--39,670,187.90934948539422
139--42,717,259.2983880086243
142--87,728,358.1560300484833
187--89,680,191.9755396537108
189--43,670,177.30961809192675
143--42,660,262.207541453833
142--91,669,175.3988605338893
191--89,707,315.905511685058
189--66,712,228.402450772685
166--56,656,221.14141759039597
156--81,753,449.2550014381048
181--20,770,235.24001478371355
120--79,696,184.87980396897586
179--33,703,241.57337692962153
133--35,864,667.1457609746564
135--34,677,276.64666628820834
134--32,647,155.76598870646012
