index,MT,d
12--3,1624258422791,68.89977599878998
13--4,1027,273.16365338755446
14--5,2893,178.97886644779055
15--9,759,275.5165383653448
19--17,743,91.0659403526434
117--16,777,306.70520357051805
116--7,760,231.5436475263785
17--4,706,283.803097580201
14--10,751,76.26175192350846
110--2,849,288.202456713409
12--11,729,205.71682215706116
111--4,708,268.5974745383626
14--18,752,180.8697309446513
118--2,1026,425.02539017123445
12--19,834,358.72114705494954
119--13,792,392.9491412909435
113--6,971,637.7842417152475
16--12,688,254.34878144835554
112--8,772,211.2345787588478
18--19,676,271.4769187962029
119--22,966,499.6735788573614
122--18,1108,261.34894982155475
118--23,905,192.0164212319903
123--14,826,243.7151707478497
114--11,1216,974.9645276009082
111--10,781,300.9052075892025
110--15,742,214.7041227320614
115--17,807,263.38851673101163
117--20,905,652.527677388485
120--21,735,300.97966624067703
121--16,744,223.0692414406457
116--9,698,262.27284796351154
19--8,704,209.52572680687086
18--6,766,283.928271946993
16--7,686,216.75662158750447
17--24,779,282.21091874893386
124--26,1034,568.6975000315845
126--27,813,279.72679828201836
127--25,735,196.5527974902739
125--66,731,270.7874877421747
166--41,1031,973.5455865093297
141--42,803,296.972457791715
142--65,736,157.92723349946635
165--36,761,257.34935600141694
136--38,906,469.9103339064339
138--39,727,310.657819971963
139--37,750,195.96643046789046
137--16,741,263.12956128298896
116--56,685,227.21666086879188
156--20,807,248.68817477257247
120--53,779,208.97906430006847
153--59,779,317.9068529434277
159--30,1113,728.3213273935901
130--29,634,251.7179225504141
129--60,688,169.3663557463409
160--33,811,277.844134329559
133--62,668,213.25286240198457
162--61,843,265.28371194326394
161--34,760,179.14796880657659
134--6,662,248.64958845621368
16--48,932,267.314646640946
148--12,876,290.31236308540593
112--49,744,220.83820534021058
149--51,733,285.5268264580203
151--2,752,304.8028315495989
12--5,1076,277.9395354337478
15--50,722,176.87309292775973
150--37,857,255.7885085010973
137--64,872,325.28258986611826
164--38,895,253.6597523538826
138--63,808,189.33208293491697
163--29,680,260.6835018522865
129--31,954,439.7758212475556
131--28,704,292.01605490832634
128--30,716,196.88673057286172
130--42,789,275.59800729385364
142--40,1025,655.5251871531547
140--41,871,286.8654913945788
141--43,775,198.97505270486133
143--45,716,258.6128266735531
145--82,611,60.82719949682092
182--80,754,300.3034652880045
180--44,770,217.50734070278583
144--57,780,262.0812738761726
157--26,1238,880.4413389386003
126--58,649,283.7178665580063
158--25,857,181.36933584361216
125--64,772,287.13050583283155
164--44,1021,715.8871593656689
144--38,760,267.90618494197946
138--67,856,164.88331239207292
167--9,846,264.54023536811525
19--53,1030,475.37776349175374
153--16,747,259.6599351225295
116--52,713,201.04052629140608
152--74,835,280.3019398995519
174--17,1376,591.3950935653711
117--75,741,259.725673591292
175--7,885,192.79704442953147
17--38,839,279.08084199911667
138--45,675,179.6129147439333
145--44,806,315.189009526599
144--39,755,223.07180627898185
139--14,798,279.2301476763252
114--47,1302,666.7064601418643
147--46,724,294.40430720106093
146--10,697,218.8655096502331
110--22,734,270.39751937780255
122--86,952,730.8224724636963
186--55,2103,260.6965984386116
155--88,771,193.22131976648552
188--70,793,274.186007386837
170--8,1362,1110.008051464389
18--13,986,258.83166600025476
113--71,824,205.716820749715
171--78,928,276.9465193910647
178--83,1014,557.7396419891651
183--21,799,294.5528663016861
121--85,750,194.2827231360313
185--19,714,253.52814901710386
119--77,812,316.08394777605696
177--76,980,271.18821526105296
176--23,779,171.43745912329055
123--15,718,241.6759077682335
115--69,1444,948.7322760202355
169--11,859,272.66035164896283
111--68,730,181.74329157046137
168--21,726,267.7597844204073
121--75,921,891.6110361734701
175--17,677,275.25618867284464
117--78,679,191.1769282056648
178--54,885,265.81750724780966
154--22,1002,592.3763168558045
122--18,912,287.06366447932794
118--55,651,206.84808241233276
155--4,750,249.12641976112167
14--73,921,675.0594146357347
173--72,832,268.849446176057
172--3,711,193.16195849797296
13--90,690,265.3852757179689
190--77,938,575.5534876056372
177--23,751,281.34377139589014
123--92,661,209.11399020954215
192--67,788,280.3444974408571
167--82,725,308.9633007593039
182--84,684,255.2419872825067
184--44,792,183.96474811752148
144--38,786,272.6777998912602
138--45,710,181.03506165741047
145--44,775,261.1355935012571
144--39,687,206.77327296263175
139--42,777,292.23122742594506
142--87,876,373.8595812769314
187--89,779,268.331770563309
189--43,1348,192.85919318405635
143--42,714,269.82489736021586
142--91,809,205.50425649583704
191--89,894,280.7335638487152
189--66,689,163.96749489660166
166--56,777,275.0360165247063
156--81,1010,487.85925279149126
181--20,780,238.06084828438983
120--79,725,158.92612161601076
179--33,676,244.40842463067398
133--35,1093,709.3801047859978
135--34,668,289.2515881589196
134--32,754,210.15346492603726
