index,MT,d
12--3,1624174416755,66.92548151143377
13--4,843,274.06460528096756
14--5,798,194.15955634371247
15--9,789,248.77115791111424
19--17,677,79.98507813698671
117--16,721,249.5128017671749
116--7,699,129.47434553724145
17--4,689,247.283794515493
14--10,921,66.95514002013428
110--2,834,268.93142502159327
12--11,830,212.601513988908
111--4,780,284.4441966320745
14--18,824,172.00785256472585
118--2,781,409.05739248604834
12--19,907,376.73874702690074
119--13,652,437.44008831860106
113--6,779,672.3332585723055
16--12,699,263.55640643248364
112--8,747,222.86171297832973
18--19,641,270.665688110139
119--22,681,474.07282865101786
122--18,671,255.91406009292362
118--23,624,157.955584709023
123--14,605,260.97674295419785
114--11,1040,972.1113241274802
111--10,716,298.5470663239995
110--15,671,217.61858494430302
115--17,752,258.5343474724914
117--20,751,632.2167979870775
120--21,708,272.3543107249834
121--16,705,170.51536752637585
116--9,708,265.62040732798323
19--8,682,176.9322824440295
18--6,717,236.71328128855578
16--7,771,168.82541114529567
17--24,714,292.538377667418
124--26,1195,560.4556958666479
126--27,762,231.54215762448243
127--25,873,185.71635225754443
125--66,912,281.56207276546337
166--41,860,973.9833465418443
141--42,757,241.16851145505458
142--65,734,157.41367096512408
165--36,744,230.58685362210952
136--38,800,480.9343386318917
138--39,694,264.35888200026153
139--37,689,136.12587591648062
137--16,696,237.151422616804
116--56,681,193.65897632111705
156--20,707,269.8846526206575
120--53,597,190.90252961090852
153--59,625,281.9528876630937
159--30,984,715.8150875547695
130--29,695,249.95482385128793
129--60,749,180.88109901037947
160--33,666,230.24947727692359
133--62,633,177.0719437118267
162--61,644,276.8899314044723
161--34,754,196.9665745828003
134--6,694,257.166573521554
16--48,767,267.78312151204295
148--12,780,308.1291487010167
112--49,806,211.45711892037366
149--51,779,256.30893307071625
151--2,750,292.9092185856175
12--5,772,259.99816491727097
15--50,874,169.86486708128163
150--37,780,249.42304085717075
137--64,791,334.41195285291485
164--38,753,242.93123069320148
138--63,652,186.68008096283904
163--29,710,246.73094387745357
129--31,801,429.015175358549
131--28,712,252.87467707364374
128--30,643,165.60388300211682
130--42,641,238.53296984114138
142--40,846,642.5360725034128
140--41,682,186.5982623027208
141--43,618,170.3959551593586
143--45,669,225.333868029068
145--82,646,54.14882287964447
182--80,686,228.85946209283648
180--44,650,122.89440195009101
144--57,644,234.1993418912336
157--26,1337,872.9810509628744
126--58,644,292.77216021230527
158--25,1350,170.08395809099437
125--64,686,258.9148662471935
164--44,724,633.1972770287794
144--38,645,308.5658248998984
138--67,544,190.62891707665864
167--9,598,284.1150175779205
19--53,642,485.350233289093
153--16,662,267.86602943027253
116--52,608,179.6543264310658
152--74,662,284.75620436971286
174--17,890,560.6931235713806
117--75,786,270.3659337119536
175--7,660,191.4899982237334
17--38,644,253.38925134198766
138--45,625,236.42599996741797
145--44,669,287.44339869452716
144--39,576,174.68705442970796
139--14,624,203.44396023001377
114--47,875,710.9313556105178
147--46,726,282.2225449357972
146--10,797,198.9537416449146
110--22,609,201.96984067763336
122--86,993,857.3301391601563
186--55,786,194.3955614605595
155--88,908,120.10983731145319
188--70,615,185.60813150751073
170--8,1313,1116.912163210148
18--13,639,242.61430346120176
113--71,691,167.16816725579272
171--78,556,252.68104037840268
178--83,845,578.7970506796975
183--21,680,208.3824260361931
121--85,659,116.76478756579161
185--19,662,217.99668886367243
119--77,607,312.87286867705944
177--76,598,194.84377438578343
176--23,590,206.81552381481254
123--15,576,245.95834421800257
115--69,991,933.5284404644287
169--11,650,280.8775080110286
111--68,620,179.08934953810603
168--21,712,254.31530772372696
121--75,679,901.2630251826317
175--17,686,291.09721859828323
117--78,584,141.69868607282584
178--54,607,199.30201493496028
154--22,773,486.50181477153524
122--18,660,295.3892371523637
118--55,580,195.58599139804795
155--4,687,255.76114984071128
14--73,673,651.1533304561079
173--72,609,209.14970607324264
172--3,593,178.74231668037908
13--90,570,254.4146028850377
190--77,634,462.1603902155235
177--23,688,221.26679462475
123--92,626,156.7070109346105
192--67,668,221.91712424078676
167--82,644,242.29772207127962
182--84,596,303.02613982367615
184--44,552,214.06507677595022
144--38,625,208.63317425104253
138--45,625,216.4389759790393
145--44,615,243.6960567680086
144--39,562,179.23265324749266
139--42,601,260.495748826229
142--87,574,331.0013889412592
187--89,678,234.45387546865496
189--43,614,210.76657469030516
143--42,629,232.69444616520582
142--91,489,167.4650131711272
191--89,515,225.34815039417114
189--66,609,113.84188842773438
166--56,614,200.45266675543849
156--81,697,458.5381177153189
181--20,607,256.36959970093164
120--79,580,174.59681970850556
179--33,602,235.45632755120212
133--35,691,657.5167656822583
135--34,607,216.98094860991753
134--32,543,187.12521201036196
