index,MT,d
2--3,63,0.0
3--4,1392,319.99383940553724
4--5,822,211.82505384267924
5--9,808,329.6777097503042
9--17,659,168.1863834791449
17--16,872,299.03047684467913
16--7,553,203.73911039973763
7--4,878,334.57067900496486
4--10,697,159.397941522447
10--2,729,281.87619908087464
2--11,723,245.18127130877232
11--4,852,339.0316168968795
4--18,785,232.24006619046284
18--2,910,441.5838784876663
2--19,907,408.35730005641034
19--13,887,445.0391008543803
13--6,1180,668.858313905832
6--12,820,288.2457215516216
12--8,736,270.3455888777544
8--19,906,257.9360483019147
19--22,1015,519.1032181228862
22--18,662,327.0759914997966
18--23,535,288.7833440845934
23--14,623,292.1056860981308
14--11,1070,983.1485811539333
11--10,733,316.29807753376406
10--15,595,190.05458038990616
15--17,770,318.62681133033954
17--20,998,678.0475368761927
20--21,645,317.5025254922876
21--16,572,267.5486539279351
16--9,549,337.654788503508
9--8,504,243.9408135558648
8--6,691,320.8370253585684
6--7,510,224.74346688578737
7--24,634,305.0206249435845
24--26,1029,527.0544235254987
26--27,501,362.7311804181861
27--25,513,224.69014901383957
25--66,591,328.77408981487025
66--41,1079,987.0448141859764
41--42,464,334.85694657470333
42--65,419,260.0704377670727
65--36,634,313.3959875915116
36--38,770,493.1538630532406
38--39,600,290.83177213073355
39--37,480,208.74839631588694
37--16,632,329.9477651169297
16--56,582,246.67007928220548
56--20,600,311.96827012759144
20--53,482,307.28937415006544
53--59,748,287.80179441761504
59--30,952,747.9537962676192
30--29,660,295.5316516982144
29--60,581,236.17284727689295
60--33,744,306.19593167664107
33--62,526,216.42656137754685
62--61,577,290.4927830648146
61--34,526,251.80715866825776
34--6,601,289.0117391432757
6--48,551,358.18798116794426
48--12,642,254.79133519652694
12--49,591,266.74950225125855
49--51,558,283.1895671937903
51--2,626,323.77171154091377
2--5,625,326.25418934150275
5--50,544,219.88497469266616
50--37,517,293.329124422797
37--64,727,303.8994803851749
64--38,603,270.1830483270025
38--63,454,224.86782419154468
63--29,580,302.46942488431324
29--31,743,481.52137611255466
31--28,649,275.2147054310844
28--30,543,235.06761382748576
30--42,780,268.36994287634
42--40,979,712.6457133438896
40--41,572,355.2048494383783
41--43,518,270.2791859165904
43--45,825,369.0889079491207
45--82,549,200.5636363243311
82--80,664,332.6875558071647
80--44,459,220.75002537986555
44--57,688,321.85891450501316
57--26,1205,925.3124203523469
26--58,638,236.75630147130764
58--25,565,219.900493363205
25--64,637,288.9022892798713
64--44,887,690.0781223470784
44--38,607,301.015251836637
38--67,510,235.9462031061571
67--9,581,268.93391421786157
9--53,851,486.91753545301026
53--16,592,306.6373997156946
16--52,544,236.88215000128105
52--74,590,304.73653400864055
74--17,1512,610.1187623718993
17--75,589,295.26776683907474
75--7,680,251.0419529872689
7--38,572,291.04051649649347
38--45,582,276.84419385537893
45--44,623,315.31339192850294
44--39,568,272.93066369992385
39--14,579,329.8613280889261
14--47,918,686.4789857777171
47--46,559,309.67415799959025
46--10,640,229.06273632205708
10--22,798,282.9270018284359
22--86,1159,793.6843690651699
86--55,698,314.73124433569046
55--88,513,253.81461839849842
88--70,579,295.26778686224924
70--8,1214,1113.1651318605986
8--13,577,311.7100743970864
13--71,528,258.7332811895855
71--78,617,297.50401102888065
78--83,807,611.6208680020944
83--21,788,347.73182749076074
21--85,579,295.5053142574121
85--19,749,299.4925632905714
19--77,903,321.35327510314005
77--76,571,275.6562589507731
76--23,562,242.44137177522035
23--15,599,294.61637395371935
15--69,1042,972.4455360239923
69--11,682,308.2492645001834
11--68,496,248.72012856263686
68--21,698,349.74311440965363
21--75,1378,881.3981477834221
75--17,862,314.6160548190942
17--78,346,0.0
78--54,596,234.36661170497095
54--22,1187,587.2291794205768
22--18,897,307.9961568996371
18--55,643,282.9851547867649
55--4,660,302.2075344888564
4--73,917,725.9553720286538
73--72,859,284.7011310478366
72--3,754,70.40013240899673
3--90,496,190.77981325639738
90--77,16,0.0
77--23,31,0.0
23--92,871,201.9201763795894
92--67,698,270.57051695090024
67--82,748,360.32444177817115
82--84,649,363.1493278179166
84--44,490,259.4116941762829
44--38,627,328.640846465384
38--45,573,266.0992615489415
45--44,858,369.42088191472976
44--39,553,246.39131835992634
39--42,662,284.879172934563
42--87,821,334.6496116505407
87--89,771,289.3709712293319
89--43,628,245.86194591629604
43--42,661,319.83052390111635
42--91,580,247.8998220153281
91--89,326,17.01602123929276
89--66,647,60.361768423763344
66--56,672,9.98614501953125
56--81,831,497.980035950757
81--20,705,275.25261578446003
20--79,562,287.670509797447
79--33,617,297.1366965869993
33--35,850,746.6200525940012
35--34,735,300.9882345635775
34--32,655,236.58475862394147
