index,MT,d
2--3,36,0
3--4,794,286.7864133
4--5,796,210.9204181
5--9,1019,293.1963682
9--17,697,99.2447923
17--16,1042,254.2999686
16--7,820,218.753334
7--4,896,274.3471588
4--10,629,113.9503992
10--2,765,285.3658916
2--11,824,201.833679
11--4,759,279.8795585
4--18,713,202.0422803
18--2,873,459.1213992
2--19,752,381.7017822
19--13,1093,419.7351178
13--6,878,671.620991
6--12,878,294.6087091
12--8,830,231.8963118
8--19,905,298.8259277
19--22,986,502.7501662
22--18,672,284.7564516
18--23,605,218.8494857
23--14,802,276.2836786
14--11,909,989.0306128
11--10,775,238.8133696
10--15,561,181.8821313
15--17,740,279.6011878
17--20,1022,720.5063406
20--21,589,268.4654123
21--16,633,172.9201078
16--9,624,270.3643008
9--8,513,182.8816564
8--6,688,314.4500129
6--7,600,200.7236939
7--24,756,229.561304
24--26,702,572.0446018
26--27,642,280.45059
27--25,571,205.8016245
25--66,640,301.4498083
66--41,1083,977.7880499
41--42,590,250.0445401
42--65,396,185.2435979
65--36,561,299.0751727
36--38,746,481.2924145
38--39,524,267.1260452
39--37,472,232.8505743
37--16,521,294.8414149
16--56,479,208.0612011
56--20,632,302.7034308
20--53,399,178.3839053
53--59,552,275.4889516
59--30,765,745.3309438
30--29,525,269.838572
29--60,468,234.8696385
60--33,820,257.4144042
33--62,606,235.8464537
62--61,706,262.2600167
61--34,560,205.8779567
34--6,615,280.4372486
6--48,662,310.3190716
48--12,670,312.3123945
12--49,540,184.0636119
49--51,524,279.7108409
51--2,603,281.1799137
2--5,570,322.3343982
5--50,552,203.9972195
50--37,548,315.7560785
37--64,750,295.9711108
64--38,642,271.1356447
38--63,484,225.9076458
63--29,536,256.8213214
29--31,760,429.8319321
31--28,434,284.4441751
28--30,499,271.8335193
30--42,559,261.3629737
42--40,895,648.9000178
40--41,590,276.1995457
41--43,395,168.1949362
43--45,571,281.3437602
45--82,427,132.9561964
82--80,556,238.8064681
80--44,594,202.8070777
44--57,535,259.0281061
57--26,1372,916.0615053
26--58,543,271.2347627
58--25,542,195.8861216
25--64,596,280.4930781
64--44,923,694.1530983
44--38,622,288.1895212
38--67,407,237.0696324
67--9,683,255.1025324
9--53,766,494.7163505
53--16,521,276.9396595
16--52,416,204.9593824
52--74,570,293.2295187
74--17,1078,554.4328548
17--75,639,298.91752
75--7,578,182.5721696
7--38,631,265.9509356
38--45,516,180.0778909
45--44,703,278.8037189
44--39,542,177.6892216
39--14,625,261.5710211
14--47,798,691.4623755
47--46,470,287.8839985
46--10,488,241.912113
10--22,705,276.8981829
22--86,968,765.4437297
86--55,512,289.8708741
55--88,438,245.9377713
88--70,612,250.0476167
70--8,124,0
8--13,684,268.7723106
13--71,543,254.5863467
71--78,642,270.2597363
78--83,1001,566.6453731
83--21,499,267.6947703
21--85,561,245.6432023
85--19,536,278.4220589
19--77,749,359.9610958
77--76,644,232.1840114
76--23,487,220.4827833
23--15,580,278.647938
15--69,883,985.62704
69--11,534,245.5563884
11--68,932,165.3772168
68--21,269,0
21--75,1020,875.3369941
75--17,627,372.271283
17--78,522,212.7461209
78--54,771,260.4752331
54--22,1211,609.1128605
22--18,1065,231.6848478
18--55,753,203.8627729
55--4,742,289.9353809
4--73,1001,703.6852709
73--72,950,261.3777504
72--3,621,188.8947169
3--90,687,284.0702385
90--77,1224,589.6824072
77--23,749,277.5923087
23--92,748,203.1342337
92--67,893,241.5716996
67--82,732,316.0271387
82--84,691,275.2363961
84--44,787,185.7163585
44--38,750,275.4728072
38--45,635,210.072428
45--44,765,269.5707832
44--39,698,151.2665728
39--42,714,279.2119946
42--87,857,329.8877228
87--89,650,288.3063181
89--43,661,176.9831459
43--42,569,280.897207
42--91,529,148.3644886
91--89,723,239.9174065
89--66,578,212.7257122
66--56,604,289.8132393
56--81,877,492.6893609
81--20,651,230.7269065
20--79,597,196.8867153
79--33,607,275.7626253
33--35,932,747.1387134
35--34,543,276.2203821
34--32,486,188.4040609
