index,MT,d
2--3,32,0.0
3--4,587,296.6747308051934
4--5,461,223.8273618855042
5--9,485,321.47409993004754
9--17,344,97.43497160379036
17--16,221,276.9016026110787
16--7,257,206.71292114257813
7--4,225,290.17016649079
4--10,185,136.9840649415288
10--2,258,299.297920553005
2--11,149,215.78507330110426
11--4,154,342.609032300337
4--18,150,238.12727422685975
18--2,196,452.2578077567456
2--19,223,410.773845798038
19--13,218,466.91282338748243
13--6,277,676.4722336823862
6--12,195,317.31736988801526
12--8,177,228.80747467077762
8--19,191,270.6842075526705
19--22,212,516.6492238188662
22--18,176,255.75429975359006
18--23,176,284.3469753312122
23--14,237,322.59689004892334
14--11,430,935.9946759960769
11--10,214,304.45538115503604
10--15,187,223.19453239635482
15--17,136,335.5969512913762
17--20,252,687.0743352013635
20--21,151,283.79203212941707
21--16,185,284.5357931891772
16--9,209,353.46093057766177
9--8,133,223.4716829539439
8--6,136,302.6521822366175
6--7,188,205.0713880989769
7--24,462,315.30720549585175
24--26,251,533.7483076730135
26--27,168,235.88400090950896
27--25,181,226.40209489906601
25--66,122,321.3852589537316
66--41,389,994.3576814203055
41--42,404,279.5734228615127
42--65,99,200.40440327644322
65--36,196,281.61643298053957
36--38,290,552.0101929228015
38--39,200,287.66930585998136
39--37,149,209.18393713188192
37--16,163,324.5404165105562
16--56,141,234.00990911960943
56--20,129,225.6350731214138
20--53,148,187.91589145055784
53--59,187,298.52223571007636
59--30,251,774.3081311591492
30--29,195,370.0248022216001
29--60,191,265.11116253385234
60--33,196,287.42108821288656
33--62,162,265.765786955134
62--61,205,286.7898547355737
61--34,156,236.02714396349552
34--6,212,336.85686507782754
6--48,165,282.7895702742481
48--12,205,293.9649984333613
12--49,217,212.72569672526913
49--51,150,283.33564881529855
51--2,189,291.26797951364034
2--5,186,310.8212768134684
5--50,172,241.10863813391182
50--37,180,252.36130564240875
37--64,208,351.18461959416373
64--38,223,311.4503985647011
38--63,181,218.1341305656153
63--29,193,291.13055654187457
29--31,290,463.58267761033517
31--28,178,318.6191243565334
28--30,185,232.033881448209
30--42,208,296.94302131673766
42--40,401,676.4744448885316
40--41,235,295.47339969484324
41--43,205,249.34554239489268
43--45,164,278.33418074332485
45--82,149,117.86434532451732
82--80,268,286.83330137282286
80--44,257,226.18371486517492
44--57,263,349.6541857186591
57--26,411,867.3648540252126
26--58,226,326.34186421047445
58--25,220,171.33488971663314
25--64,248,281.13706642535834
64--44,385,739.3564931860772
44--38,245,386.4838560002195
38--67,266,263.39236410422194
67--9,262,305.32463073329933
9--53,321,467.6680071806526
53--16,290,302.06540736126396
16--52,230,186.01061083800144
52--74,241,269.44200082221624
74--17,320,565.0574727641331
17--75,185,279.71080854120345
75--7,260,213.27187149568923
7--38,303,291.8750407641434
38--45,236,250.61511725093845
45--44,258,339.99763044194503
44--39,253,245.00481341585842
39--14,268,293.2806368183069
14--47,384,653.2742203889014
47--46,244,283.43419048148945
46--10,268,179.86223876473525
10--22,271,298.8153572778909
22--86,429,746.4409180165319
86--55,264,284.89148518953
55--88,331,227.00080366229068
88--70,321,291.71996232781663
70--8,498,1142.9255585123192
8--13,204,312.27809675008154
13--71,198,259.9524399363961
71--78,266,323.82079646834046
78--83,344,604.5681238210766
83--21,250,295.6596241257392
21--85,214,225.69078878844658
85--19,272,262.8492949884228
19--77,287,366.3069447251063
77--76,237,292.56879566016624
76--23,248,250.85848266177928
23--15,235,297.3337920513456
15--69,449,943.873931879094
69--11,234,245.87483558806633
11--68,257,195.16233133782512
68--21,218,242.6543180382284
21--75,484,885.1499247081641
75--17,281,244.6481027589458
17--78,277,259.41172930515916
78--54,260,315.42195774884703
54--22,330,579.5163924683901
22--18,310,335.73381188786544
18--55,239,211.09890388542186
55--4,235,238.04715883692424
4--73,537,5.995361328125
73--72,361,262.7755840039256
72--3,253,174.09627718970825
3--90,256,302.9770519680062
90--77,641,559.0775408488897
77--23,280,267.7100800269132
23--92,300,227.05844487250943
92--67,405,264.1881191088985
67--82,379,277.2201235187817
82--84,324,281.0329969340339
84--44,343,204.01701584548258
44--38,398,274.86526702242185
38--45,289,216.65583990606575
45--44,304,291.76990144836054
44--39,298,199.72512521755638
39--42,403,281.1359780022231
42--87,434,337.84752668988756
87--89,299,274.4545016933328
89--43,416,213.30456574321352
43--42,407,245.94229116202055
42--91,602,224.25991129841643
91--89,492,309.4087712524532
89--66,461,217.78502654767357
66--56,418,251.10157332434864
56--81,570,501.4448023260829
81--20,476,272.6637711519859
20--79,380,195.05494732516163
79--33,498,251.92751131057696
33--35,759,705.0247164673258
35--34,443,274.41537463296197
34--32,404,177.16074127002287
