index,MT,d
2--3,30,0.0
3--4,359,359.5184763527986
4--5,396,105.60016136684237
5--9,363,356.6987041953068
9--17,97,29.096378359808316
17--16,74,112.55231579257689
16--7,374,270.6407475255664
7--4,604,437.9342543009712
4--10,442,144.91777984285616
10--2,769,302.4273640280145
2--11,621,181.62876657990523
11--4,225,374.6848769318075
4--18,199,209.95246158575276
18--2,252,453.7926798587924
2--19,413,513.607492196747
19--13,434,394.5335239936062
13--6,791,738.4474041712886
6--12,440,282.5892755708446
12--8,405,284.88956182131454
8--19,479,317.2330593178935
19--22,521,457.12455990157224
22--18,377,239.4500081499266
18--23,381,272.93488111595315
23--14,344,276.4327477160785
14--11,725,1039.0455433110867
11--10,263,241.63109227305006
10--15,371,219.92200075881948
15--17,311,331.6947725091591
17--20,512,682.5551943808601
20--21,329,277.73806006043765
21--16,325,284.08920527727685
16--9,215,87.5985057966741
9--8,125,110.62598579013586
8--6,358,329.39235954550713
6--7,403,228.75933972856453
7--24,334,255.54144273408215
24--26,770,589.1612318678467
26--27,308,244.44291610664678
27--25,432,218.88108005956303
25--66,422,328.47639782643955
66--41,938,998.8097336632189
41--42,648,350.56777033616703
42--65,336,220.8364851392082
65--36,372,361.8005881814811
36--38,280,138.5324237222841
38--39,260,265.7771213114983
39--37,467,283.8190224386633
37--16,424,322.5313200719431
16--56,278,267.38246341215273
56--20,344,302.3699259410563
20--53,406,238.74380649896943
53--59,634,306.8288714368398
59--30,1699,842.3823003859526
30--29,249,280.52517513340507
29--60,507,277.7991134201061
60--33,542,271.33096466005236
33--62,460,293.4537630114388
62--61,458,293.8571888084567
61--34,479,275.90023223156027
34--6,470,287.1855435868929
6--48,717,311.40450802451056
48--12,874,331.7396020922718
12--49,334,194.93709839418733
49--51,360,274.45445280633993
51--2,443,313.11417935141196
2--5,420,353.81819809274174
5--50,261,191.8734867112792
50--37,511,345.93814471709925
37--64,480,314.1987007906625
64--38,405,262.89014784154625
38--63,505,229.05002109894392
63--29,480,363.85302602246804
29--31,46,0.0
31--28,803,523.6171462912521
28--30,494,277.79013877643104
30--42,390,308.08615599908427
42--40,442,587.5963615078773
40--41,517,303.77554542993755
41--43,266,289.6822333763996
43--45,524,314.2464321600919
45--82,298,175.20808874088416
82--80,517,248.83445024879782
80--44,583,219.92915303932054
44--57,451,358.7124077830569
57--26,832,971.604261202426
26--58,350,257.11266732269183
58--25,379,220.91957034968098
25--64,690,305.84665140770426
64--44,877,697.5832608364874
44--38,520,278.3341408641818
38--67,560,299.7924203617898
67--9,469,319.97792513194554
9--53,640,502.3991737522865
53--16,451,311.5323600458687
16--52,306,290.6731790637564
52--74,552,309.09218092287216
74--17,739,604.1906346728593
17--75,515,269.1611643978766
75--7,461,255.48643546501737
7--38,559,341.2255363509094
38--45,385,229.25089742172653
45--44,505,332.5411692438803
44--39,425,245.39568784004348
39--14,562,265.83124076944017
14--47,1093,719.6879196054714
47--46,499,274.9040227271302
46--10,586,226.84258303792265
10--22,604,297.31152330706544
22--86,977,763.6647781390275
86--55,487,301.4497793085502
55--88,531,278.48812709411675
88--70,588,247.94844575630754
70--8,1031,1147.8845956895211
8--13,334,257.8405844665604
13--71,560,238.8155033288024
71--78,496,277.73804963008195
78--83,731,585.883058162837
83--21,488,358.83037564041916
21--85,525,266.15985262253287
85--19,488,267.1857549118562
19--77,687,398.99796851336185
77--76,451,275.9907608752919
76--23,597,296.8503822945587
23--15,480,272.6502651789684
15--69,1175,1010.228461820124
69--11,541,307.4342800439496
11--68,449,178.93039094675066
68--21,71,6.074419192628462
21--75,548,320.3047428686207
75--17,445,362.253811100375
17--78,288,87.81604442411175
78--54,108,81.67504600778997
54--22,950,642.2577436883614
22--18,505,311.0590106140208
18--55,476,287.16681696530367
55--4,450,310.0920134030962
4--73,914,797.6818552511024
73--72,433,234.65301894708688
72--3,512,311.7564392089844
3--90,325,279.9321730006582
90--77,832,584.646599530107
77--23,295,339.2476738378413
23--92,379,256.83796897926214
92--67,380,286.1076434844472
67--82,666,279.1411071607695
82--84,452,268.69425299422994
84--44,352,250.16467160605166
44--38,467,298.1551099450212
38--45,802,232.76021945659457
45--44,570,285.26781954389094
44--39,435,248.81721723493482
39--42,715,311.1192605361792
42--87,523,875.5878407096324
87--89,469,270.11371794264943
89--43,477,268.7179718274719
43--42,468,300.19600561909056
42--91,423,234.68256579241188
91--89,515,249.76071992427217
89--66,632,251.99078109349222
66--56,719,258.6647263339266
56--81,1004,517.4525663133131
81--20,657,291.87506394360224
20--79,605,225.69090984964234
79--33,553,270.1935802849403
33--35,1139,799.7612666654212
35--34,650,319.5112122004281
34--32,452,252.69850251636208
