index,MT,d
2--3,50,0.0
3--4,1347,323.9385200132724
4--5,1376,228.3816192352627
5--9,1374,293.85850350688537
9--17,903,116.63415419316814
17--16,1047,286.69136372995195
16--7,1001,228.76096333681014
7--4,813,297.4334410410123
4--10,729,127.93516706832196
10--2,1165,339.0393512234499
2--11,1229,188.5144180622432
11--4,929,305.1432059836228
4--18,1119,168.87102524846398
18--2,1256,444.1419076723059
2--19,987,436.6874206003105
19--13,1371,455.53104786228135
13--6,1099,676.5431273224777
6--12,967,294.56728739890883
12--8,871,238.54719433067118
8--19,1054,311.63134853021995
19--22,976,449.68436867594795
22--18,914,270.79844985684684
18--23,694,197.845458984375
23--14,817,296.74617180628263
14--11,1213,965.1069483280298
11--10,931,321.116035620571
10--15,877,210.71684380001503
15--17,802,271.64420571975535
17--20,1339,686.5225160538125
20--21,869,316.0914599382354
21--16,863,195.20565929105194
16--9,892,312.18135000820325
9--8,868,242.8287837733427
8--6,859,339.77025712224616
6--7,821,226.74023040796587
7--24,842,330.6190332220585
24--26,1086,625.2099392990954
26--27,893,306.62885385670296
27--25,983,228.7369726405729
25--66,912,325.0220063074007
66--41,1193,983.1896117415326
41--42,910,296.19290831825646
42--65,724,247.814444772465
65--36,644,281.9322141793106
36--38,1129,534.816019429846
38--39,892,315.1112574471131
39--37,815,227.9992943175098
37--16,967,293.8885332393606
16--56,1203,224.835573866645
56--20,875,290.4567153926693
20--53,740,192.4132592192965
53--59,807,340.43250285259904
59--30,1257,791.6415457454882
30--29,822,294.65113350158475
29--60,809,254.80287550194137
60--33,883,340.56673599831754
33--62,868,234.27753199833728
62--61,659,326.24710919816494
61--34,660,242.15932119396533
34--6,648,333.0468851020154
6--48,767,376.4509257221022
48--12,796,280.74624155055324
12--49,673,227.56436467257294
49--51,867,291.51586888858617
51--2,782,315.02169489929224
2--5,747,301.4497881161405
5--50,774,233.51094730810217
50--37,795,299.82991516482645
37--64,794,363.4884517447557
64--38,828,315.79429590253017
38--63,614,232.69612828413958
63--29,661,308.2797035852684
29--31,900,471.097988354596
31--28,713,334.1940892168293
28--30,672,243.8095245361328
30--42,603,325.62327185301706
42--40,930,671.7419878321043
40--41,662,334.7388073807246
41--43,551,234.75062809181674
43--45,767,292.13641780255966
45--82,470,148.9138050030847
82--80,683,726.1820610741512
80--44,549,228.3165718382946
44--57,632,284.67502615399826
57--26,1006,874.60668977577
26--58,901,318.62955955590996
58--25,499,178.77684237964215
25--64,722,285.3615345654381
64--44,912,705.0566739460029
44--38,874,294.5528663016861
38--67,662,255.9248909752456
67--9,695,348.9359221563592
9--53,873,504.29689571844574
53--16,852,302.36995932854995
16--52,588,191.37386428737557
52--74,678,329.86652849388395
74--17,1166,606.3195423479026
17--75,623,320.88448930098104
75--7,567,208.0333367566714
7--38,624,345.914996253665
38--45,668,358.99891625045365
45--44,813,301.7592778930761
44--39,542,227.39757923247618
39--14,633,303.7755564151533
14--47,860,718.3440921466457
47--46,918,325.2777462188676
46--10,679,271.97105412293945
10--22,659,323.6610468014081
22--86,973,807.3343024332504
86--55,616,314.35734904994763
55--88,51,73.18866393375768
88--70,737,283.054575760394
70--8,1246,1164.040865708719
8--13,860,296.29231387981747
13--71,810,254.87138669217728
71--78,730,309.38827877722827
78--83,959,599.9340105331452
83--21,994,268.52695395718854
21--85,534,258.177394099549
85--19,643,332.9103148126602
19--77,734,439.8306359375935
77--76,686,289.6899841819666
76--23,669,215.0872755921108
23--15,657,262.0225746115345
15--69,1108,998.2200927734375
69--11,715,313.7150867637926
11--68,25,0.0
68--21,485,204.73764434804627
21--75,1086,910.2278235129502
75--17,716,296.1398398819742
17--78,606,204.26770133551045
78--54,713,281.3497445379359
54--22,843,614.3371272222779
22--18,542,303.02044645687397
18--55,523,257.800579128005
55--4,514,306.67407545289575
4--73,874,708.2935227009033
73--72,607,358.11488769658985
72--3,549,255.89563507177806
3--90,569,433.2497058965426
90--77,787,615.911054367892
77--23,439,280.48531688648836
23--92,540,215.3242362708583
92--67,993,242.98612115053507
67--82,705,342.0554897306054
82--84,661,299.56731098632355
84--44,481,206.7225808230919
44--38,723,346.20537952790875
38--45,584,240.86364745304965
45--44,605,357.49491946863054
44--39,657,225.78468386423899
39--42,870,341.19621604628117
42--87,756,416.9187818649452
87--89,688,315.969682045782
89--43,531,223.7688282167131
43--42,548,317.0179534031013
42--91,478,262.5585033153415
91--89,561,310.0894432194926
89--66,580,258.6716594962027
66--56,485,269.02577938641474
56--81,843,511.95052965624257
81--20,551,294.8576567955721
20--79,467,229.8226040676608
79--33,661,339.7551223925887
33--35,905,764.121498361795
35--34,751,318.12385795312395
34--32,475,235.22772869231457
