index,MT,d
2--3,1,0.0
3--4,270,460.9056831525094
4--5,184,361.9596002284861
5--9,151,345.7680536453016
9--17,102,252.02491194397186
17--16,64,322.1321982285342
16--7,90,179.78884607424163
7--4,99,505.1224503213262
4--10,123,238.00824334598477
10--2,124,224.33705923447044
2--11,73,224.23549209526362
11--4,100,395.7189455549352
4--18,73,247.91626829798804
18--2,268,499.64042101807604
2--19,164,577.6692856063175
19--13,160,566.2703128421986
13--6,215,927.6681447452916
6--12,290,439.32669659633217
12--8,101,445.135481299913
8--19,67,326.57696469997126
19--22,160,704.5836255323911
22--18,109,393.8332956886999
18--23,81,414.3355782192484
23--14,64,336.2282407532145
14--11,144,871.4285134310257
11--10,78,253.6663661481913
10--15,120,268.75268949505414
15--17,140,515.1098173610872
17--20,116,249.528025662265
20--21,83,204.28499605807266
21--16,109,179.97912145358725
16--9,81,285.91765421512713
9--8,91,404.1673478488815
8--6,87,366.1655278181181
6--7,119,237.59277771031722
7--24,66,254.70980016495008
24--26,146,434.4293879621562
26--27,70,159.83932361534775
27--25,137,221.11051817095657
25--66,201,431.7019147092958
66--41,190,311.8542741421038
41--42,151,250.86651036118647
42--65,64,158.4944569610135
65--36,99,448.4036705139604
36--38,91,313.64635774520855
38--39,59,199.99773548133217
39--37,133,248.5321343818918
37--16,100,428.70091655211513
16--56,99,357.9325346966721
56--20,110,315.33964507802017
20--53,92,256.38298114946065
53--59,106,310.2903538515475
59--30,145,877.9818489600957
30--29,100,406.61676564811677
29--60,106,326.0999367764169
60--33,53,221.91714387856985
33--62,73,306.8230153689561
62--61,55,267.06559685958956
61--34,81,358.0620165848181
34--6,78,281.6973011789756
6--48,115,465.65336326757296
48--12,127,339.80970623712614
12--49,82,267.6726014481949
49--51,104,459.1616959551702
51--2,87,334.528692732998
2--5,100,417.47947100527256
5--50,54,257.89333867758216
50--37,109,338.47663634287767
37--64,63,288.02871407250746
64--38,60,301.7415188305742
38--63,104,317.5952780922437
63--29,93,407.6118339937346
29--31,108,320.43746778036007
31--28,126,393.2948547761382
28--30,97,340.599261322849
30--42,69,290.56142387103245
42--40,119,723.865456121687
40--41,118,377.279990340834
41--43,81,277.8732692655195
43--45,97,282.27652724902174
45--82,81,341.7988849308004
82--80,55,311.85812580495957
80--44,101,232.37010760981164
44--57,106,515.6485525978412
57--26,136,884.6996083678605
26--58,136,378.74932413649236
58--25,136,193.16958102541128
25--64,100,230.5622611076369
64--44,69,362.58493145216477
44--38,87,279.2822331224293
38--67,85,363.99987561820546
67--9,54,314.317422668477
9--53,100,545.988261365134
53--16,125,220.6691956227091
16--52,110,210.47154134985155
52--74,140,393.8093073410919
74--17,118,454.21661992783027
17--75,127,398.5526316730458
75--7,106,307.03438373821615
7--38,105,428.18308815622083
38--45,109,411.2785639213275
45--44,100,350.40050462431907
44--39,93,255.6812984356769
39--14,126,461.14118431942006
14--47,132,720.393425407108
47--46,117,336.1367690440521
46--10,118,361.61158456351484
10--22,64,320.2814534280862
22--86,102,495.1061380650248
86--55,82,196.8051817488263
55--88,186,21.46979218917822
88--70,54,164.7353049912657
70--8,190,652.7045314927904
8--13,123,217.45158467210132
13--71,149,276.79095837248957
71--78,73,227.51521775262344
78--83,74,312.56161287569967
83--21,91,126.97382811398847
21--85,96,418.894309775118
85--19,61,196.22627753053933
19--77,100,401.40990909931105
77--76,82,260.55201587016177
76--23,82,408.2731052797321
23--15,117,308.17864373028135
15--69,123,630.4665555136127
69--11,82,253.21344888444114
11--68,347,389.40580200034776
68--21,144,346.8791287203383
21--75,109,504.10658125597917
75--17,118,337.6408299323632
17--78,136,293.1859632893844
78--54,96,272.15556710903775
54--22,164,512.6248566922934
22--18,60,289.3398011768947
18--55,106,589.547101512776
55--4,119,414.3756959176003
4--73,152,727.0049337368675
73--72,64,178.2662676476712
72--3,90,370.7319078586117
3--90,63,224.3008788887334
90--77,96,354.53470147960803
