index,MT,d
2--3,62,0.0
3--4,733,397.0124518500079
4--5,635,208.30488953544648
5--9,485,362.3601198059609
9--17,353,219.73857223644504
17--16,399,302.57324434793196
16--7,490,258.0777867992438
7--4,397,303.7823843346468
4--10,435,144.05730368727777
10--2,570,252.45657245789
2--11,477,287.00866833334237
11--4,501,271.68893501428386
4--18,564,291.52806691162
18--2,671,561.4721037715916
2--19,662,492.7609052528877
19--13,898,437.6343961970045
13--6,762,694.5981699711224
6--12,544,315.9054908349881
12--8,550,242.71871977886667
8--19,576,285.4925481166092
19--22,671,527.8608883607354
22--18,635,375.0812544116483
18--23,580,255.95801006620647
23--14,600,355.308983482118
14--11,962,1002.0700537316959
11--10,633,339.8338843364226
10--15,626,221.42518649801863
15--17,504,279.00496413285197
17--20,902,688.4620971679688
20--21,634,340.6367805385493
21--16,752,191.757135957516
16--9,599,359.53223536957256
9--8,508,228.87885798192917
8--6,516,306.2139126693213
6--7,598,209.6647159186531
7--24,897,321.59109525101553
24--26,998,577.5016855511439
26--27,634,337.3114300574128
27--25,580,235.67480192742835
25--66,625,241.30942076616248
66--41,1002,995.0803520547356
41--42,672,342.88708104844767
42--65,707,259.7715766390211
65--36,668,262.7397495678056
36--38,779,523.2255835211351
38--39,906,327.20078277761723
39--37,605,232.8769158331183
37--16,707,266.33325469943173
16--56,681,279.110039140059
56--20,613,320.03153641553786
20--53,952,170.3396014645184
53--59,625,271.31138090871406
59--30,966,747.0987816998833
30--29,199,12.791483837909844
29--60,144,0.0
60--33,1069,302.8821613061876
33--62,607,286.92459656251
62--61,951,284.44417637038504
61--34,626,206.33031993785255
34--6,792,339.8053812466489
6--48,843,320.73441057830144
48--12,626,266.7588208575054
12--49,676,220.4298910851552
49--51,599,302.3524467545611
51--2,797,351.0897700177974
2--5,651,259.23689949312956
5--50,674,239.38034602431406
50--37,680,284.72231034019325
37--64,685,318.6432762995672
64--38,745,308.68884353495474
38--63,626,237.72242787929665
63--29,591,298.5675965830899
29--31,770,464.18611636822095
31--28,638,333.40637644016124
28--30,741,240.64288788915795
30--42,789,324.2316510878284
42--40,907,680.4749785637829
40--41,667,285.3265225699569
41--43,689,182.2851622018069
43--45,661,298.33898619493897
45--82,643,130.16336581104275
82--80,759,308.17856881104615
80--44,606,220.2055505136066
44--57,653,271.3723073086664
57--26,1563,893.2709473517406
26--58,652,305.2165495083034
58--25,731,209.32155223366635
25--64,635,323.6097852985004
64--44,834,717.5292421877763
44--38,725,303.8042150688697
38--67,738,259.3540581965675
67--9,815,274.8715803543928
9--53,752,496.659397808506
53--16,968,373.1721263816702
16--52,734,182.8445018815283
52--74,670,287.62158959618205
74--17,1042,596.1753466805026
17--75,842,284.282826573905
75--7,671,223.67713449603153
7--38,667,288.91268550272184
38--45,598,276.3719599282032
45--44,589,309.43211737936645
44--39,589,213.7242096977792
39--14,711,297.35264763011975
14--47,888,703.1597941271593
47--46,710,333.1972152949078
46--10,613,200.90513413987276
10--22,897,288.1912310527384
22--86,779,818.516557342161
86--55,621,268.089710928186
55--88,670,185.07394452734079
88--70,763,254.60798597478578
70--8,1165,1130.474356080347
8--13,292,6.074446784446917
13--71,240,21.23640135362841
71--78,291,24.093090312832704
78--83,559,192.94660914193489
83--21,717,329.86131727952164
21--85,691,266.79904052151016
85--19,716,324.3778859248256
19--77,695,394.5738923190465
77--76,761,304.38488544831637
76--23,718,266.84872818348146
23--15,669,313.6192067191316
15--69,1079,960.2829874662004
69--11,272,11.650918627291109
11--68,1012,199.21579788806247
68--21,808,280.52514367613304
21--75,797,949.3896051871075
75--17,1022,115.9266289925739
17--78,589,174.7686891015719
78--54,871,264.3955226010209
54--22,925,603.8952115691
22--18,852,325.62860478103215
18--55,698,263.0035196244274
55--4,698,301.2925901923088
4--73,897,737.8375092687354
73--72,1238,300.91231920098295
72--3,654,230.1326411471995
3--90,644,339.32903979988885
90--77,902,625.5240456129106
77--23,779,270.36430076794227
23--92,689,234.72727892143294
92--67,725,307.3009209078143
67--82,698,376.9012052517936
82--84,690,346.742095027384
84--44,798,194.73669731760722
44--38,716,315.1113226582192
38--45,716,195.85716831240097
45--44,749,343.58062541260375
44--39,689,207.90610414242198
39--42,608,305.3551459652466
42--87,833,356.7240511580635
87--89,172,0.0
89--43,133,0.0
43--42,652,269.99181608906883
42--91,635,192.75564126845836
91--89,689,281.973821568261
89--66,622,231.63201255923204
66--56,716,329.3924477895842
56--81,796,516.2521045473792
81--20,1233,275.5844908573607
20--79,627,234.9427036538419
79--33,721,319.98049498368323
33--35,1044,778.3595784560939
35--34,634,317.97136412174086
34--32,624,229.99378939565008
