index,MT,d
2--3,43,0.0
3--4,650,275.9836372967844
4--5,478,256.39161357626614
5--9,513,304.72025923177165
9--17,291,201.0742936367042
17--16,443,274.5426355270392
16--7,381,199.88253221088922
7--4,344,382.9582528027443
4--10,215,179.90576132453208
10--2,451,351.5804034826461
2--11,243,200.0034895617544
11--4,289,347.0645898025195
4--18,181,165.94555669875916
18--2,368,429.37169041827184
2--19,263,400.96315786638996
19--13,354,389.9650792210186
13--6,499,682.4152457456012
6--12,233,315.14699239426653
12--8,225,245.58362171979138
8--19,198,236.72573664816332
19--22,414,478.46188832616883
22--18,243,253.9931693906078
18--23,189,206.31340673568843
23--14,171,202.0069687687909
14--11,923,1031.3403149053595
11--10,270,276.82524546009773
10--15,259,175.51504686797978
15--17,290,285.63693806108944
17--20,516,640.201706016601
20--21,289,211.6859132857408
21--16,181,221.1850544688828
16--9,264,299.49081035388605
9--8,171,237.74171449418398
8--6,191,250.03721604997415
6--7,261,255.67620082413913
7--24,171,224.737057871515
24--26,524,556.150294500613
26--27,199,241.7191590658349
27--25,261,160.16001096301642
25--66,286,291.58002799948173
66--41,798,932.7803221879914
41--42,298,400.6415299973021
42--65,180,162.79993062100658
65--36,170,296.89089806991853
36--38,370,472.30229500413134
38--39,171,221.38182412684097
39--37,214,172.6150949742909
37--16,232,400.9761065890969
16--56,199,191.90094652900572
56--20,280,243.04336803749433
20--53,181,227.18014813695265
53--59,254,251.8160856285442
59--30,682,782.0558992341652
30--29,215,284.55326048293784
29--60,200,208.00190403713083
60--33,172,156.22678419718105
33--62,187,124.19042602996235
62--61,247,283.2685179429638
61--34,228,212.11912048274635
34--6,243,272.0484233819511
6--48,336,330.31818557301483
48--12,305,239.40884286378522
12--49,199,198.7239990234375
49--51,238,207.65934709634323
51--2,298,295.61307924125606
2--5,234,287.8096912992355
5--50,188,140.8273305404603
50--37,252,275.1021075452146
37--64,281,304.56404947134797
64--38,243,282.52416019046234
38--63,235,197.84908113203954
63--29,277,354.3061876248627
29--31,502,451.3624500847594
31--28,218,214.72750247324882
28--30,235,212.363461311591
30--42,288,216.31145451346055
42--40,571,649.6618238665905
40--41,415,321.67319826742425
41--43,240,300.3893686187548
43--45,333,252.50112059058029
45--82,223,172.54980651666776
82--80,354,275.99997111988495
80--44,315,238.96952947693137
44--57,282,345.07238559277465
57--26,1020,926.9494752978446
26--58,308,248.06474423429205
58--25,299,232.7541064247925
25--64,534,288.3063809489811
64--44,928,673.9565701353649
44--38,312,249.64348130536655
38--67,288,310.8664996402731
67--9,325,231.78305032002865
9--53,558,488.2843390357687
53--16,335,260.82211413659815
16--52,244,215.15706497063704
52--74,361,245.47539403935548
74--17,650,577.6557138806968
17--75,282,250.37526119511884
75--7,234,239.2722188915957
7--38,567,361.36098878295684
38--45,251,191.81896484065396
45--44,298,213.3861803564638
44--39,243,242.97703353669354
39--14,352,269.1641465424534
14--47,1046,675.4692154515214
47--46,298,278.3589290436209
46--10,406,277.1983509137242
10--22,253,253.35181167986298
22--86,642,736.5573770324053
86--55,379,254.63114220328836
55--88,280,236.49981554039113
88--70,362,285.9837961531432
70--8,920,1107.8601154963517
8--13,271,257.1502463555202
13--71,354,316.3858022003043
71--78,305,320.73179481574005
78--83,775,589.5470406334855
83--21,524,263.67152939855214
21--85,257,209.23996409517994
85--19,358,267.8429715390313
19--77,462,370.49685435203736
77--76,280,288.59614162799136
76--23,255,201.9350014562434
23--15,432,253.74338870685787
15--69,923,1009.2115478515625
69--11,416,283.94887465166147
11--68,367,171.2352864917191
68--21,431,305.98879554857245
21--75,869,871.7168189098878
75--17,308,346.2723547524045
17--78,324,243.71791912980757
78--54,378,249.29806939595514
54--22,752,594.518222928637
22--18,434,295.8713402665932
18--55,405,226.82501324423487
55--4,406,291.87506394360224
4--73,882,693.0823122720601
73--72,394,278.45060984634637
72--3,451,208.0773839299044
3--90,461,253.34191965436992
90--77,806,563.5818109659839
77--23,483,293.8401376196705
23--92,512,226.95167704572535
92--67,551,258.825351349401
67--82,48,7.065552199909016
82--84,603,318.432075808152
84--44,426,184.743408203125
44--38,669,287.51581595281795
38--45,408,246.59335146546866
45--44,416,250.9681433955533
44--39,405,227.8613085841131
39--42,549,277.5986051970551
42--87,568,354.8727807675241
87--89,568,295.1491953813496
89--43,434,218.71681751751828
43--42,604,295.9000056004194
42--91,360,236.67127990722656
91--89,460,281.4133591126258
89--66,407,176.82511159846845
66--56,397,325.2785285577417
56--81,698,506.71649154467696
81--20,360,269.73359601001124
20--79,390,227.8242711134276
79--33,517,257.4871641954616
33--35,903,747.5766935444566
35--34,443,242.57941721301972
34--32,340,222.34193016709162
