index,MT,d
2--3,27,0.0
3--4,896,274.0601041157974
4--5,646,217.15795832627808
5--9,750,277.8003243974207
9--17,823,151.91089125128806
17--16,679,323.26017152208755
16--7,540,265.62850695295606
7--4,607,293.6733749689058
4--10,561,152.27806245598853
10--2,760,300.29995343419654
2--11,567,199.85385186022629
11--4,680,342.2991066694989
4--18,536,207.89761365754006
18--2,651,394.1332243527611
2--19,553,466.81598394172823
19--13,562,497.2167571955492
13--6,624,440.7925949410636
6--12,514,309.6459739830563
12--8,508,279.72670439597204
8--19,417,360.2693611715942
19--22,541,430.6646709238975
22--18,534,285.6952583864657
18--23,325,269.78924560546875
23--14,309,292.20560822803793
14--11,587,933.6703974037251
11--10,200,308.236088471326
10--15,370,194.34447501902554
15--17,307,391.7669485802141
17--20,615,514.3738698628633
20--21,424,271.2477355150291
21--16,252,214.74029461355212
16--9,651,314.3456028903888
9--8,241,188.71123606613395
8--6,334,326.5317810471169
6--7,398,202.91783500944308
7--24,378,315.90547969275786
24--26,694,580.9718207523991
26--27,198,193.4359936460391
27--25,381,232.79842811801478
25--66,440,392.0063194485228
66--41,670,670.5339637590374
41--42,344,246.65516559004726
42--65,272,260.9485907828395
65--36,342,365.2559458599062
36--38,462,410.6021049975088
38--39,254,254.98945189926832
39--37,371,191.7711469929614
37--16,232,307.3195873001274
16--56,289,276.75482667875474
56--20,540,297.06028640855664
20--53,369,253.2009846142469
53--59,954,286.0744439143855
59--30,988,369.45214946269
30--29,707,233.29601291959753
29--60,1011,195.97169619605677
60--33,2420,194.93046089578326
33--62,323,37.30675302117609
62--61,123,21.56947944302959
61--34,832,186.07197998861696
34--6,757,282.2558342146482
6--48,734,237.6101015983325
48--12,843,221.4473615766453
12--49,461,183.05503502544437
49--51,499,242.32821722516283
51--2,454,271.7949968565834
2--5,350,218.71024149734404
5--50,369,224.3315123175087
50--37,372,219.13112027350934
37--64,206,149.2623809215552
64--38,209,215.6350439243677
38--63,243,136.13057529515766
63--29,427,268.22545699129046
29--31,316,180.25119045321057
31--28,286,176.2954840436078
28--30,253,202.31641524320634
30--42,263,265.95777257211944
42--40,443,505.286514485792
40--41,642,252.21495525749265
41--43,540,247.9300806804231
43--45,643,299.8817967614007
45--82,343,134.43049908821118
82--80,390,260.47522160535334
80--44,423,186.12865989874516
44--57,599,206.63518994967274
57--26,949,257.75234069494746
26--58,757,113.54429745017684
58--25,427,177.305396150332
25--64,297,164.0008657140262
64--44,533,461.67625271710426
44--38,925,240.17068947600845
38--67,716,238.22479911744912
67--9,607,161.80297727388347
9--53,852,7.202444110878801
53--16,911,219.03501757534397
16--52,623,163.25645392521392
52--74,759,208.4321106855334
74--17,1809,30.764682380153477
17--75,1179,72.32599003619029
75--7,54,18.80437461624823
7--38,704,212.98026335796442
38--45,858,205.44570255366722
45--44,617,236.75633489440813
44--39,526,135.34512722660247
39--14,850,168.85440965950372
14--47,924,250.4956801196355
47--46,759,198.1243384729997
46--10,467,234.26137889368647
10--22,515,132.91560868106757
22--86,2717,454.3879704656197
86--55,1522,251.55205517954184
55--88,1237,242.79347842721376
88--70,839,243.0154877945701
70--8,1268,1121.4507500112438
8--13,698,291.7671854473697
13--71,587,249.19809913085177
71--78,624,261.50543074773594
78--83,818,505.0193578545377
83--21,470,290.08877538432296
21--85,470,306.71294148699036
85--19,396,239.76595595049096
19--77,461,357.19522158645424
77--76,281,290.75026597792447
76--23,389,223.63227658124285
23--15,768,230.60642210398316
15--69,1126,978.3091126545899
69--11,480,290.4332582332109
11--68,488,164.79841426502878
68--21,505,341.195281205476
21--75,916,849.2907174244882
75--17,533,324.36332118759174
17--78,431,167.32475249524936
78--54,396,252.17116459953192
54--22,706,530.3110365941028
22--18,405,312.7687682993851
18--55,458,249.98798169874624
55--4,481,266.3074468607209
4--73,931,739.5669181446834
73--72,585,291.1172672635748
72--3,634,250.6835683635971
3--90,570,291.7575213192983
90--77,678,566.2004503970687
77--23,775,246.59367934615202
23--92,625,181.57979335864547
92--67,511,306.5558940127096
67--82,652,312.99587224206255
82--84,519,322.09516853930796
84--44,359,270.73410521054353
44--38,516,282.28650500075065
38--45,426,281.9560600028132
45--44,396,300.4642296417944
44--39,328,267.1702538650668
39--42,509,349.50534209369016
42--87,469,398.4302128287779
87--89,524,276.2836675217244
89--43,372,273.2140284442498
43--42,470,287.68210262960156
42--91,271,231.34017313574714
91--89,742,283.3537341392337
89--66,752,215.7247821912599
66--56,805,268.4225488081206
56--81,924,475.13753789277274
81--20,805,277.4826895225368
20--79,803,228.87891873525876
79--33,615,262.7954084449911
33--35,1074,709.5895019549544
35--34,627,287.48967855585846
34--32,725,216.44898068814337
