index,MT,d
2--3,50,0.0
3--4,668,379.7288961421529
4--5,632,284.0009198864407
5--9,903,392.79310131107985
9--17,551,174.04758065023822
17--16,686,317.3302356790862
16--7,727,268.9846925581809
7--4,707,410.57203887994496
4--10,578,194.27917438771178
10--2,1084,384.4407482711669
2--11,976,256.29868896067984
11--4,758,406.0826987988182
4--18,592,220.40814127726736
18--2,834,419.8051630072966
2--19,778,428.8058215337158
19--13,787,469.65528333110325
13--6,1310,753.6761148145557
6--12,594,290.4927807232792
12--8,711,295.8423818102766
8--19,606,316.68812786521414
19--22,943,448.73951728611627
22--18,819,333.43711715914156
18--23,524,282.17770599957856
23--14,723,303.37390568379726
14--11,1788,1018.3011043148454
11--10,869,358.8861868544938
10--15,693,239.55287650099288
15--17,840,407.08872931473184
17--20,1089,717.445769095646
20--21,792,310.11479358004533
21--16,662,262.6370938579113
16--9,117,6.319276601686423
9--8,685,279.93298965166474
8--6,756,373.20666996426473
6--7,660,247.85753199162193
7--24,650,361.6119022336214
24--26,1553,607.8531108761497
26--27,650,408.51767210397435
27--25,665,237.3171430181908
25--66,675,381.61927790921806
66--41,1361,1061.9020521292348
41--42,702,340.9621527875428
42--65,634,303.99897275947023
65--36,668,404.9636121126498
36--38,1191,505.9441073943723
38--39,720,381.4325773978899
39--37,651,211.90875945466766
37--16,693,346.34795790464324
16--56,614,273.0020878560039
56--20,775,330.28773569211995
20--53,534,271.6521469003075
53--59,588,274.1962839428058
59--30,1725,811.5600549744152
30--29,612,300.35376964506975
29--60,543,285.9180246806137
60--33,523,358.8209512685754
33--62,533,261.2994480051212
62--61,541,325.4194830107333
61--34,485,354.04844738559314
34--6,506,310.0846847420131
6--48,569,362.3676237972609
48--12,629,279.5734228615127
12--49,568,253.93097736663395
49--51,468,318.7930551508294
51--2,542,326.7584542395022
2--5,548,401.7734507887989
5--50,396,196.90953724686057
50--37,595,296.56293202627256
37--64,533,364.60315203620206
64--38,521,277.57513517943863
38--63,505,192.48473877635195
63--29,470,353.9665715020095
29--31,830,541.4334323067557
31--28,573,399.22941010291134
28--30,505,333.119325084602
30--42,544,317.3302245320999
42--40,875,720.48142663862
40--41,677,309.27478368224916
41--43,505,285.40291602754394
43--45,506,249.6199089001314
45--82,404,212.91806231231175
82--80,453,243.68794053716636
80--44,476,208.65013218331435
44--57,433,346.29818348345873
57--26,1126,956.4356758821455
26--58,659,369.7829207448242
58--25,476,306.25439954898434
25--64,625,331.2716599833021
64--44,1027,718.0848908704544
44--38,759,271.52480882434327
38--67,450,319.8265839887329
67--9,477,302.60389532593933
9--53,921,496.7086319930354
53--16,766,366.0239206908985
16--52,478,291.6788794489673
52--74,704,274.8361256942544
74--17,942,571.9005371573772
17--75,624,328.54488499447916
75--7,507,226.59552284926244
7--38,724,271.68894516563626
38--45,578,260.86391732003284
45--44,566,315.0965203638517
44--39,551,275.4191013468145
39--14,670,360.69758122863584
14--47,1390,717.03250498294
47--46,770,328.0940424206671
46--10,767,265.8223718580865
10--22,823,347.7839676883661
22--86,1096,794.4101501653643
86--55,686,284.7976910206533
55--88,573,294.9743192901306
88--70,533,269.96029563899987
70--8,1826,1215.496515193598
8--13,605,402.68230896963627
13--71,404,355.4025500314476
71--78,466,314.7440941292847
78--83,793,596.5473089842067
83--21,587,295.3493812942699
21--85,391,231.9242778511896
85--19,1211,314.59595078025694
19--77,55,0.0
77--76,673,76.5897366213695
76--23,1092,342.22901994154677
23--15,1066,302.3919388540503
15--69,2150,1032.2245189529228
69--11,1338,346.8675551651193
11--68,1093,258.7531929752337
68--21,1129,396.26395668221
21--75,2198,944.5683328041786
75--17,1245,405.3382209008788
17--78,1082,266.2393246327499
78--54,1058,348.9553143946013
54--22,2004,630.3340764090195
22--18,897,369.0585167152618
18--55,774,408.7442394413543
55--4,808,331.3308452286674
4--73,1547,847.3561547876536
73--72,820,327.9299163726013
72--3,1147,433.3252782375328
3--90,944,361.8160197956799
90--77,1308,596.675238693813
77--23,974,361.04781287389756
23--92,981,327.74282507071035
92--67,696,291.366907920197
67--82,1204,460.70175518688484
82--84,817,323.42418049653566
84--44,694,333.9224650568743
44--38,1226,338.67103600221
38--45,771,339.7873895025281
45--44,745,336.22017621989573
44--39,713,270.6241455078125
39--42,977,371.16410850657786
42--87,831,392.01922615379186
87--89,815,334.26060648891035
89--43,653,308.27171971124847
43--42,711,316.44451966699216
42--91,777,354.64842183487224
91--89,950,328.8630777309525
89--66,868,273.9924761435992
66--56,888,403.83061723617635
56--81,1374,509.6784034733858
81--20,777,281.246135139064
20--79,586,331.7648923244436
79--33,812,376.24076989394456
33--35,1318,832.3168197324364
35--34,769,371.0102607701012
34--32,675,320.65446417014596
