index,MT,d
2--3,1,0
3--4,686,286.0691883
4--5,1138,239.8589236
5--9,1048,278.4797566
9--17,741,147.7517102
17--16,942,269.1946407
16--7,942,194.7397921
7--4,897,322.3343775
4--10,742,110.0773426
10--2,1085,315.95643
2--11,566,188.9475031
11--4,834,300.1526666
4--18,404,232.2400985
18--2,706,475.9785076
2--19,706,467.8435815
19--13,788,457.4653631
13--6,940,726.5670141
6--12,753,304.4331349
12--8,597,278.9270305
8--19,549,315.1889886
19--22,744,470.7001248
22--18,556,268.5044824
18--23,576,272.317335
23--14,497,264.4694192
14--11,1014,1054.413013
11--10,504,268.0310934
10--15,859,179.7531434
15--17,662,302.7988878
17--20,830,658.5044648
20--21,670,300.2009217
21--16,543,250.5499129
16--9,697,328.5449061
9--8,543,268.1052567
8--6,657,291.3635247
6--7,821,236.1488313
7--24,584,289.6150927
24--26,941,601.7573933
26--27,611,280.6668529
27--25,742,222.9367748
25--66,824,342.4501962
66--41,870,987.387463
41--42,599,305.7940716
42--65,757,224.8827997
65--36,552,355.5345315
36--38,1026,538.9646573
38--39,516,274.1859767
39--37,726,236.806255
37--16,784,318.0609169
16--56,643,231.4954167
56--20,752,301.6258981
20--53,684,241.2858371
53--59,780,319.5266751
59--30,997,825.8947574
30--29,675,320.5875662
29--60,516,252.8340457
60--33,561,306.7172204
33--62,463,221.5405742
62--61,476,291.0705791
61--34,413,311.2766304
34--6,467,308.3468533
6--48,38,7.065431355
48--12,503,374.984451
12--49,343,261.6671546
49--51,543,307.9644387
51--2,471,313.756472
2--5,534,315.0318414
5--50,441,166.8815501
50--37,606,294.257665
37--64,570,335.7206041
64--38,517,310.404968
38--63,521,277.7308019
63--29,507,391.4095749
29--31,724,493.3406284
31--28,669,324.9166059
28--30,652,260.0732518
30--42,545,306.5784704
42--40,732,710.4793353
40--41,584,318.5715766
41--43,434,268.0556775
43--45,680,301.4815786
45--82,601,133.0311795
82--80,583,306.8279495
80--44,480,220.8043084
44--57,639,348.2335669
57--26,864,965.074258
26--58,545,284.1270109
58--25,406,211.5668211
25--64,633,296.2074461
64--44,707,734.6168719
44--38,417,289.6039068
38--67,370,281.8665995
67--9,496,271.2901346
9--53,606,518.6972148
53--16,634,315.7698775
16--52,407,229.6896935
52--74,511,314.6597559
74--17,1113,602.375895
17--75,497,263.4907591
75--7,553,221.3462458
7--38,535,304.2093767
38--45,500,259.870889
45--44,507,275.6976363
44--39,404,220.8382059
39--14,465,302.4005073
14--47,661,720.259823
47--46,494,315.1469918
46--10,370,289.1205716
10--22,450,289.7623654
22--86,680,827.3542404
86--55,480,290.831824
55--88,467,259.7989773
88--70,462,280.3303368
70--8,814,1155.635871
8--13,524,271.2511659
13--71,449,287.9154876
71--78,426,329.1845028
78--83,606,561.5834763
83--21,552,266.3000879
21--85,385,298.0679404
85--19,444,269.2778844
19--77,649,365.8819683
77--76,515,304.5525451
76--23,449,245.1018343
23--15,599,291.7839778
15--69,833,1024.340514
69--11,513,287.5902747
11--68,679,217.567539
68--21,518,336.2689691
21--75,733,920.6952606
75--17,484,341.5588686
17--78,464,242.0131958
78--54,523,280.3019284
54--22,796,629.7133212
22--18,453,294.3998577
18--55,516,246.0784514
55--4,553,258.6143671
4--73,856,725.9973845
73--72,443,322.1976449
72--3,463,257.274583
3--90,535,289.9903138
90--77,570,581.5764589
77--23,571,323.084613
23--92,408,223.1495206
92--67,436,262.9019453
67--82,449,366.8390369
82--84,482,286.475142
84--44,326,273.7974412
44--38,346,312.9787814
38--45,399,300.0052334
45--44,525,275.0858566
44--39,344,268.3960278
39--42,393,334.3586662
42--87,416,337.1353986
87--89,423,280.4264568
89--43,326,269.6329551
43--42,436,308.9116042
42--91,235,250.7494435
91--89,297,307.2593723
89--66,286,238.2232419
66--56,594,244.4118656
56--81,905,535.5283532
81--20,693,279.5520956
20--79,539,258.0324456
79--33,742,282.814381
33--35,877,768.5545836
35--34,797,270.6786047
34--32,435,211.6199531
