index,MT,d
2--3,33,0.0
3--4,632,319.6767933621154
4--5,551,200.65065996175537
5--9,614,22.9820556640625
9--17,451,136.51247689608834
17--16,427,311.93793114716556
16--7,417,204.01337205455923
7--4,588,306.2139024184776
4--10,340,111.37421826451241
10--2,668,300.91257506571264
2--11,608,213.98213010461416
11--4,594,271.2113080736366
4--18,794,211.84391809588598
18--2,967,445.57310997618873
2--19,630,424.8665936878363
19--13,752,444.17426130267603
13--6,805,646.9028009143082
6--12,723,292.0352949859012
12--8,521,273.0955972486281
8--19,587,291.07056813104464
19--22,578,532.5876071471173
22--18,504,296.19288588826225
18--23,371,293.2630787203848
23--14,416,294.6135061766668
14--11,1188,993.9027736288728
11--10,464,303.02875296430886
10--15,379,215.93645333753116
15--17,665,290.3510326167524
17--20,495,709.5645066067425
20--21,524,300.91261783017455
21--16,461,295.25209395242365
16--9,414,343.381345750587
9--8,430,259.2309249016539
8--6,695,322.66954056597854
6--7,379,215.15703451763127
7--24,414,327.21361476490574
24--26,947,598.0462930869717
26--27,709,350.76505705396795
27--25,398,279.8216745738481
25--66,712,305.52507081121996
66--41,1220,974.5239952815789
41--42,468,364.4056316308057
42--65,361,262.79657513144633
65--36,531,315.7425122909475
36--38,814,520.6365049877895
38--39,470,349.670480256144
39--37,377,222.87221340597594
37--16,481,295.04478079078865
16--56,398,239.4915426952487
56--20,579,306.6288643982363
20--53,461,268.0978588963867
53--59,528,316.4875469928239
59--30,858,790.7604142826337
30--29,375,318.69720630708235
29--60,387,290.94425600146536
60--33,529,346.38645899262036
33--62,409,304.13028903431893
62--61,543,327.81380589215996
61--34,361,304.7880778833348
34--6,386,355.6136246518746
6--48,472,382.83430462309593
48--12,487,322.86404508551317
12--49,352,292.44368283925206
49--51,431,294.5144352712579
51--2,458,371.42119348180285
2--5,400,320.1411719311049
5--50,327,296.86204537407843
50--37,499,313.13933516715554
37--64,478,331.18194949361043
64--38,386,355.2895518504492
38--63,368,239.42242613706082
63--29,507,292.63634775419945
29--31,576,476.57832104436056
31--28,461,301.91394980655946
28--30,399,251.37795542157176
30--42,423,320.9114751293566
42--40,734,708.5798407967144
40--41,408,372.5458060564945
41--43,467,237.68881042304477
43--45,433,332.8614952154469
45--82,309,199.40806781407315
82--80,539,319.3686096522791
80--44,456,220.75004063474614
44--57,488,359.5424979615214
57--26,1024,923.6521828856196
26--58,416,305.9153567506724
58--25,416,233.7523429778243
25--64,606,292.84696293070215
64--44,710,758.3708273147411
44--38,490,310.0438394177907
38--67,398,271.25942628458114
67--9,434,369.7829413482965
9--53,585,524.8785119735732
53--16,712,282.57051367496155
16--52,533,263.55360657074834
52--74,550,274.2444370095262
74--17,1180,560.1998895326158
17--75,533,309.84555233977267
75--7,531,229.83431810140644
7--38,465,350.6560085385382
38--45,433,309.10861626526975
45--44,470,323.60980687045407
44--39,453,324.93633738769
39--14,449,335.44348526954246
14--47,1028,700.96190882165
47--46,542,313.34009686263613
46--10,626,275.93095375798237
10--22,436,356.3440157492848
22--86,456,750.4136962890625
86--55,408,279.07302173905595
55--88,637,207.37626703874184
88--70,587,303.0484973262314
70--8,1015,1149.7495146488955
8--13,541,304.0743457051107
13--71,487,250.37186194901338
71--78,850,282.6625061801812
78--83,1106,684.8196201744234
83--21,775,283.45252131821843
21--85,587,260.81353225042807
85--19,721,293.91825063491746
19--77,541,392.231180416726
77--76,650,300.1959623462184
76--23,590,246.33104055405855
23--15,846,293.46430638541227
15--69,1291,963.2603774380328
69--11,633,271.40897069652146
11--68,498,171.81497852164634
68--21,777,316.4103383663877
21--75,1263,881.2711343759344
75--17,632,328.6127272490767
17--78,444,228.74256664505512
78--54,557,277.01001273352676
54--22,1041,578.3446008445252
22--18,641,292.87115982549085
18--55,523,219.73851145392274
55--4,633,289.68142663060746
4--73,958,749.1924057352819
73--72,587,299.07512960630106
72--3,512,239.91451096413817
3--90,482,350.73623808189717
90--77,698,600.7176702430705
77--23,493,249.63435268880735
23--92,421,213.23201240767537
92--67,687,299.1279404836123
67--82,582,339.78989222077615
82--84,814,303.7936029612642
84--44,569,229.70053051658368
44--38,612,300.2999429307365
38--45,559,214.9806421268291
45--44,677,293.9649984333613
44--39,540,237.98107558789613
39--42,577,286.53866145765255
42--87,640,409.70642748008663
87--89,609,301.2410362859528
89--43,901,224.33336306867008
43--42,527,305.136215183181
42--91,443,242.68147873740105
91--89,1021,286.9899620892846
89--66,589,230.1534018859906
66--56,769,304.43403841722125
56--81,748,512.0230987848526
81--20,560,347.48061034072407
20--79,479,216.35059326202108
79--33,615,301.63014444521104
33--35,924,754.3923126676318
35--34,526,309.40796120271085
34--32,390,255.23923926578794
