index,MT,d
2--3,41,0.0
3--4,462,370.19409715740494
4--5,416,284.8895622492037
5--9,408,327.94362067659966
9--17,430,270.0775928852998
17--16,469,271.6705925196178
16--7,277,0.0
7--4,362,318.5769755734061
4--10,465,172.6807590931491
10--2,526,335.31979860364896
2--11,451,280.78774278928125
11--4,467,289.57735398861803
4--18,353,258.8460135803786
18--2,577,443.6870566124988
2--19,452,426.63979308947245
19--13,559,421.3559219892509
13--6,947,685.5692168370778
6--12,666,308.26601559025147
12--8,478,233.02539756152248
8--19,542,326.3816269880556
19--22,806,515.1102741537541
22--18,485,315.1889886418138
18--23,396,308.12389825543914
23--14,533,308.44087768347123
14--11,1372,1007.8654105055894
11--10,540,312.60637352472605
10--15,504,219.46560105590595
15--17,396,397.9939687088502
17--20,946,714.360324261373
20--21,707,339.77025712224616
21--16,568,198.29265610661918
16--9,641,282.5226395700452
9--8,430,265.3788128611906
8--6,786,335.13265211490614
6--7,525,258.201525494228
7--24,512,349.2209892761799
24--26,803,619.4221028992338
26--27,550,306.55175715632237
27--25,552,199.7325932745799
25--66,709,334.6997280656531
66--41,1094,1005.2956451592797
41--42,478,396.2748887020076
42--65,487,280.64267043419284
65--36,515,309.25743975245416
36--38,885,557.9471081770309
38--39,619,332.72608297065426
39--37,496,208.7340715292564
37--16,695,350.99798269326914
16--56,485,253.3420504712414
56--20,637,302.34599818797216
20--53,892,182.3645350105598
53--59,595,307.25935074937945
59--30,1027,778.0862620577933
30--29,677,307.2593399317447
29--60,24,0.0
60--33,734,358.0960804566335
33--62,556,251.97950658962762
62--61,714,321.3905759136167
61--34,433,253.850837807811
34--6,622,345.4481316831659
6--48,603,350.1050863841043
48--12,688,348.3524642563754
12--49,711,228.9711002509599
49--51,532,307.9812913197449
51--2,650,389.2027682671874
2--5,598,305.5438860483841
5--50,559,256.23837237073195
50--37,642,316.91254071384475
37--64,831,378.3155825830037
64--38,797,335.2307521673942
38--63,532,214.85060374446837
63--29,2,0.0
29--31,658,298.2966926569379
31--28,585,276.7847060468394
28--30,506,263.86192123145247
30--42,759,377.3208643480841
42--40,1110,750.0627701455053
40--41,444,290.492791115558
41--43,790,260.67274073696694
43--45,669,288.41529798271523
45--82,514,151.13724894923175
82--80,986,329.01511630836995
80--44,462,245.75836865626874
44--57,693,357.40825896964895
57--26,1370,930.9872413305178
26--58,838,343.56636910091873
58--25,733,263.0625574635179
25--64,705,348.80795567922934
64--44,1238,772.5696457188873
44--38,636,309.7765429777945
38--67,415,258.177394099549
67--9,758,358.95118930754734
9--53,685,536.5697178871371
53--16,677,347.7081317551905
16--52,719,192.77373912270747
52--74,641,351.04892710993016
74--17,1445,619.684903815774
17--75,751,312.00696981713855
75--7,739,211.17120029683562
7--38,616,292.52600435320295
38--45,769,311.33619650966926
45--44,658,380.71861077953855
44--39,666,233.69468773737051
39--14,594,341.17031435742894
14--47,1221,764.8145781684594
47--46,775,279.77132141164685
46--10,559,224.82437133789063
10--22,831,384.5173681523547
22--86,1320,829.3616700404718
86--55,732,300.2383403924569
55--88,8,0.0
88--70,810,285.49254941104437
70--8,1520,1093.1756109089242
8--13,686,347.51286326178854
13--71,692,253.92741464658317
71--78,848,355.34224442916485
78--83,1046,652.5826924568362
83--21,723,289.59962226163526
21--85,424,233.8364525386538
85--19,848,348.45613484774344
19--77,578,372.6294165436889
77--76,669,319.3429955433596
76--23,553,227.25320373825372
23--15,675,336.1489071965463
15--69,1610,990.4277120123184
69--11,696,343.11370814978
11--68,584,160.4795686437852
68--21,687,314.2636077751991
21--75,1142,985.901433056579
75--17,640,298.82596064943914
17--78,456,214.704137848658
78--54,649,328.9333314506252
54--22,930,613.5459304366361
22--18,631,303.7377823676473
18--55,482,251.94660057459842
55--4,558,329.2971835300422
4--73,921,722.0991655509772
73--72,651,357.7807024685471
72--3,461,241.9430276538488
3--90,534,305.17106438235396
90--77,947,594.94129594926
77--23,453,348.7592688815428
23--92,441,238.75697284447364
92--67,703,300.3522176105843
67--82,604,326.3680098515223
82--84,551,318.5678768649203
84--44,624,236.14882937843657
44--38,622,312.4001323337889
38--45,506,238.91569991475444
45--44,719,386.8426382821253
44--39,529,258.3406946860114
39--42,696,363.0717315710442
42--87,733,390.29780077541943
87--89,628,277.6958356050896
89--43,659,236.84210770567702
43--42,639,287.35053253673914
42--91,594,242.85132203424615
91--89,777,308.7732063667629
89--66,532,228.99654829240222
66--56,746,336.9450591026807
56--81,820,500.6524930265694
81--20,701,338.5573154949756
20--79,514,247.814383739291
79--33,671,337.32570414237506
33--35,983,835.3168908868989
35--34,713,352.73335626812724
34--32,643,233.68400596139537
