       
     ,,387.64108,780.59344,1.5,72.10212444792751
     ,,668.3811,1127.4127,1.55,127.05801686524129
     ,,716.33673,741.6137,1.9799999,73.70499097619451
     ,,406.6235,1121.4159,1.42,128.19480027776757
     ,,366.6605,916.52264,1.9499999,58.90044158329869
     ,,676.3737,1210.3696,1.5699999,70.34569648190092
     ,,391.6374,1179.3857,1.39,45.994915328470455
     ,,676.19366,923.8811,1.3,71.66032738718458
     ,,657.3913,758.60486,1.26,45.582780088185245
     ,,399.62997,499.73972,2.02,83.71427907737042
     ,,415.61517,771.5981,1.5,80.06613970989143
     ,,687.3635,469.7553,1.43,58.85587727238508
     ,,674.3756,820.5726,1.9599999,109.78791221489269
     ,,383.64478,1349.2972,1.78,63.837592518054834
     ,,427.60406,753.6075,1.7199999,78.35216843891554
     ,,658.3904,1359.292,1.63,70.06668392121485
     ,,701.3506,298.84433,1.76,55.94655009409096
     ,,371.65588,635.6689,1.51,66.69529210622962
     ,,357.66882,308.83914,1.29,26.940191537736656
     ,,679.371,630.6715,1.65,68.30204859935786
     ,,691.35986,1335.3044,1.81,62.71020915187183
     ,,367.65958,1639.1462,1.4699999,61.624117078240424
     ,,361.66513,1321.3118,1.8,31.35601136675886
     ,,713.3395,1587.1733,1.06,65.9802810615913
     ,,409.62073,194.89848,2.1499999,75.49605288130573
     ,,680.37006,484.74753,1.77,67.07527555192368
     ,,379.64847,471.75427,1.4699999,49.7947361060132
     ,,672.37744,145.924,1.53,25.63297410903284
     ,,691.35986,1225.3618,1.48,90.43437204441696
     ,,378.6494,1505.216,1.9799999,73.61732876399851
     ,,693.35803,1470.2343,1.37,58.05404527540221
     ,,390.6383,1191.3795,1.9499999,54.75405282676353
     ,,393.63553,867.54816,1.88,34.9644974067829
     ,,665.3839,569.70325,1.49,17.386443816226492
     ,,375.65216,639.6668,1.5,71.40346224458871
     ,,691.35986,927.5169,1.64,81.93093473302734
     ,,275.7447,213.8886,1.99,96.58419599219968
     ,,575.46716,467.75638,1.7199999,82.77167702630977
     ,,244.77336,475.7522,1.99,57.47336294190341
     ,,566.47546,159.9167,1.43,66.20819755766149
     ,,855.2081,1632.1499,1.52,83.23148206730525
     ,,505.53192,1349.2972,1.4599999,59.31702620970804
     ,,529.5097,1638.1467,1.4399999,65.3327940577578
     ,,872.19244,1310.3175,1.8399999,82.72622954615187
     ,,257.76132,900.53094,1.8399999,59.606117845594135
     ,,540.4995,1208.3706,1.76,72.26552969601507
     ,,251.76688,1179.3857,1.6999999,48.927264546439915
     ,,521.5171,920.52057,1.92,64.92819083902258
     ,,384.64386,1206.3717,1.75,65.20784067186754
     ,,126.882515,1465.2368,1.81,63.1492608573636
     ,,389.63922,1529.2035,1.6999999,99.710521869982
     ,,124.88437,1213.368,1.54,85.64583793413772
     ,,847.2156,304.84122,2.08,59.75350239029435
     ,,525.5134,639.6668,1.55,72.91290599444221
     ,,521.5171,333.8261,1.8399999,54.70643656260001
     ,,832.22943,583.696,1.5899999,42.496907010586376
     ,,525.5134,764.60175,1.28,54.98512736370401
     ,,821.2396,1036.4602,1.66,45.193598518578
     ,,836.2257,768.5997,1.8399999,70.26405380911339
     ,,530.5088,1104.4248,1.5799999,105.79960544743369
     ,,367.65958,629.67206,1.3399999,60.161645833664004
     ,,133.87604,298.84433,1.51,64.12780579703804
     ,,374.6531,273.85736,1.36,16.76353507303892
     ,,109.89824,639.6668,1.63,79.30788622364167
     ,,115.89269,1058.4487,1.61,71.50543778077143
     ,,398.6309,781.5929,1.24,77.85335687703231
     ,,386.642,1069.443,1.36,72.51450475502305
     ,,140.86957,767.6002,1.1999999,87.26970226537368
     ,,556.48474,893.5346,1.76,63.38261867345093
     ,,802.2572,1192.3789,1.86,47.49961200747013
     ,,514.5236,1223.3628,1.61,78.07527346460927
     ,,836.2257,905.5283,1.9499999,64.92191063516147
     ,,537.5023,338.82352,1.49,65.96451673135367
     ,,269.75024,578.6986,1.6899999,54.4495595321593
     ,,270.7493,303.84174,1.36,58.94528875550341
     ,,534.50507,632.6705,1.66,69.70040893719705
     ,,525.5134,1609.1619,1.18,37.86673233548843
     ,,246.77151,1379.2816,1.38,94.43565598872756
     ,,522.5162,1307.3191,1.3,25.35349388120157
     ,,228.78816,1627.1525,1.22,50.78879787388901
     ,,266.75302,1453.243,1.4499999,54.27857616154621
     ,,558.4829,1735.0963,0.95,56.03481886979204
     ,,232.78445,1779.0734,1.8399999,59.49022453637187
     ,,573.469,1494.2217,1.76,91.93797828587509
     ,,825.2359,174.90889,1.88,49.66780900466596
     ,,533.50604,456.7621,1.6999999,42.62525558871364
     ,,861.2026,460.76,1.2099999,77.44194444969642
     ,,551.4894,152.92035,1.77,49.778087745004825
     ,,825.2359,1233.3575,1.22,93.46638749512942
     ,,499.53748,1501.218,1.1999999,67.36598556600524
     ,,542.4977,1150.4008,1.4,38.748394511788256
     ,,824.2368,1480.229,1.35,56.358966759286375
     ,,389.63922,867.54816,1.87,31.139215306938787
     ,,108.89917,1205.3722,1.23,69.90426288335428
     ,,400.62906,1180.3851,1.8299999,53.22647568107042
     ,,143.86679,863.55023,2.0,72.08079279745053
     ,,990.08325,937.5117,1.38,96.16190285349131
     ,,664.3848,1232.3582,1.4499999,87.89876767194315
     ,,950.12024,1173.3888,1.5799999,30.81439907700061
     ,,676.3737,892.5351,1.3199999,44.69609255285875
     ,,386.642,197.89693,1.4599999,65.55484667507436
     ,,96.91027,466.7569,1.25,47.766580751970544
     ,,88.91767,150.92139,1.64,21.287786021309376
     ,,393.63553,480.7496,1.43,64.25626693323441
     ,,390.6383,1664.1332,1.12,91.42007574277557
     ,,97.90935,1903.0088,0.5,45.17681659346442
     ,,121.887146,1615.1587,1.03,62.20527053763604
     ,,392.63644,1841.0411,0.94,41.08627861587532
     ,,969.10266,348.81833,1.15,74.56859422955748
     ,,648.39966,623.6752,1.2099999,53.67665877880065
     ,,649.3987,286.8506,1.64,5.048216939563334
     ,,971.1008,629.67206,1.43,69.23021587945428
     ,,951.1193,1480.229,1.5,48.63861379840911
     ,,652.39594,1753.0869,1.14,31.396185611768733
     ,,655.3932,1502.2175,1.3199999,68.61698433492961
     ,,974.0981,1753.0869,1.12,49.17174180364766
     ,,699.3525,1362.2904,1.39,88.67344413152487
     ,,969.10266,1585.1743,1.13,33.87118229366674
     ,,955.11566,1333.3055,1.13,47.3368618145444
     ,,683.36725,1613.1598,1.5899999,49.87036298783548
     ,,654.3941,127.933365,1.65,11.925674357883645
     ,,952.1184,441.7699,1.42,22.549783789008938
     ,,675.37463,453.76364,1.39,38.989618573523245
     ,,971.1008,150.92139,1.42,37.40361622769774
     ,,658.3904,1540.1978,1.8299999,106.70484032664733
     ,,935.13416,1189.3805,1.49,43.38913313547287
     ,,650.39777,1185.3826,1.53,39.455493570792456
     ,,950.12024,1436.252,1.73,14.298686987799494
     ,,114.893616,1328.3081,1.4599999,57.50976625207041
     ,,408.62164,1653.1389,1.31,89.49816129105758
     ,,429.60223,1351.2961,1.5699999,92.74528590165286
     ,,134.87512,1601.166,1.36,67.00705377267711
     ,,715.33765,779.59393,1.6899999,94.00490782028017
     ,,971.1008,1029.4637,1.52,44.568212529057575
     ,,948.12213,827.569,1.51,114.21408386518144
     ,,686.3645,1121.4159,1.31,125.42723246399001
     ,,691.35986,1865.0286,0.96,43.37074395016097
     ,,970.10175,1580.177,1.22,34.17116314736765
     ,,670.3793,1642.1447,1.25,67.93650259958892
     ,,980.0925,1889.0161,0.69,49.73824092558072
     ,,848.2146,1522.2072,1.3,104.59724234469789
     ,,500.53653,1762.0822,1.4,40.23151305150349
     ,,853.21,1755.0858,1.1999999,69.57972386076571
     ,,550.4903,1479.2295,1.26,64.86181103594564
     ,,555.48566,1201.3743,1.64,75.61139040902442
     ,,259.7595,1480.229,1.26,63.6554306547152
     ,,528.5106,1538.1989,1.28,107.04284828509735
     ,,268.75116,1168.3915,1.35,57.306746550162714
     ,,537.5023,1604.1644,1.54,42.508619486603685
     ,,246.77151,1860.0311,1.0699999,31.34507238109228
     ,,527.5116,1863.0297,1.05,23.698482647868715
     ,,254.76411,1645.1431,1.1999999,77.5296583901331
     ,,547.49304,1601.166,1.2099999,49.27787517407715
     ,,826.235,1880.0208,0.76,36.99480649162471
     ,,537.5023,1863.0297,0.91999996,33.63373756022625
     ,,816.2442,1649.141,1.62,75.15864517547539
     ,,95.911194,1486.2258,1.23,57.4393812516237
     ,,362.6642,1761.0828,1.54,39.173466252888275
     ,,401.6281,1465.2368,1.61,52.04458159983513
     ,,126.882515,1762.0822,1.9399999,67.96079356825246
     ,,495.54117,780.59344,1.89,67.12852395784432
     ,,276.74374,1048.4539,1.31,76.47066948793879
     ,,543.49677,1061.4471,1.63,71.37196461550393
       
      ,,182.83072,542.71735,1.1230.04899966756908
      ,,828.2331,1197.3763,1.319999970.95822406559499
      ,,215.80019,1182.3842,1.329999963.820295650790214
      ,,816.2442,602.6861,1.0991.0718742018512
      ,,78.92692,761.60333,1.2859.85004866161215
      ,,693.35803,1416.2623,1.7482.91026352964185
